headline,writer_intent
"The Covid pandemic is a plan to depopulate all of humanity on the planet, through a fictional virus, deadly, through bribed media, through bribed governments, with one basic goal  to achieve the goal of World War III, and that is the absolute control of every human being on the planet.","['everything about the coronavirus pandemic is a pre-planned strategy to control the planet.', 'there is a new world order using the pandemic to secretly control all people on the planet.']"
A television report about violence breaking out at a US hospital after patients were vaccinated against the novel coronavirus.,"['the coronavirus vaccines might have caused people to become violent.', 'the new vaccines have psychiatric side effects.']"
COVID-19 and AIDS are biological weapons created in the same military biological labs and both viruses were made intentionally to destroy the population and the army of an adversary. The Pentagon was collecting biological samples from Russians as well as different ethnic groups and people of the former Soviet Union living in different geographical locations of the Russian Federation.,"['governments are engaged in secrete biological weapons programs.', 'what we think are naturally occurring viruses are actually biological weapons']"
A U.S. CDC document revelas that the virus behind COVID-19 was not isolated. There is no COVID-19.,"['coronavirus is a hoax.', 'the government lied to the people', 'there is no such thing as the coronavirus.', 'what is sickening people is something other than a virus.', 'covid-19 is not real']"
"Governor of So Paulo, Joo Doria, invited all former presidents to take the vaccine against COVID-19. All of them refused","['the coronavirus vaccine is not actually safe.', 'the dangerous of the vaccine are being kept secret but political elites know the truth.']"
LG stopped manufacturing air conditioners to produce oxygen for Manaus,"['manufacturers can help medical field needs', 'businesses step up to help medical field']"
"An Austrian politician ""exposed the defectiveness of the government's Covid-19 tests by demonstrating how even a glass of Coca Cola will test positive for Covid-19.""","['covid infection rates my be artificially inflated by a poorly performing test', 'people will listen to conspiracy stuff', 'a political figure is lying to the public', 'the covid test used by the government is worthless', 'someone in charge is not listening to science']"
"The nurse fainted after the Pfizer vaccine, something that is a proof that the vaccine isn't safe","['vaccine safety is questionable', ""vaccines aren't safe""]"
CoronaVac's effectiveness rate dropped from 78% to 50.38% and 49.69%,"['vaccine coverage has went down', ""the coronvac vaccine isn't as effective as advertised""]"
Hospitals in Asahikawa have each accepted 40 Chinese COVID-19 patients.,"['infections rates are rising', 'things are about to get worse in the district', 'its spreading even more']"
WHO President Tedros Adhanom Ghebreyesus is an armed group leader,['some areas of government accuse others of things']
Bill Gates says vaccines are poison,"['rich figures say vaccines are bad', 'high power people want public not to get vaccine']"
This doctor in Argentina was not vaccinated twice,"[""vaccine statistics aren't ethical""]"
"CDC COVID-19 survival rates are 99.997% for people ages 0 to 19, 99.98% for people ages 20 to 49, 99.5% for people ages 50 to 69, and 94.6% for people over 70.","['elderly are affected worse', 'younger people are safer']"
"A table comparing the number of deaths by several other causes, including Aids, traffic accidents, cancer and ""abortion"", and COVID-19 in 2020",['the disease can be compared to many other things']
We do not need a vaccine. We need a body that can resist this and any other virus,"['methods to make people immune to viruses are being hid from the public', ""it's possible to create bodies immune to disease"", 'methods exists to prevent people from getting any viruses', 'we are lied to about vaccines', 'vaccinations are not needed', 'its easy to lead people astray']"
A firefighter in Bavaria died because of the Biontech vaccine.,"['vaccine causes death', 'vaccines are unsafe', 'preventative medicine can be fatal', 'vaccine is dangerous']"
14-week-old male fetus DNA added to AstraZeneca vaccine,"['vaccines are unsafe', 'secrets are kept about vaccines']"
Kamala Harris vaccination against COVID-19 was staged,"['officials keep the truth from us', 'officials do not take the vaccines', 'government officials just pretend so others will do it']"
Charts by the German ministry of finances show that they plan to have a lockdown until June 2021,"['countries vary policies', 'staying home stops spread', 'the pandemic is not over']"
This Chinese study proves asymptomatic are not contagious,"['some countries have different opinions', 'asymptomatic people are not transmission risks']"
A study shows that COVID-19 vaccines can cause masculine infertility,"['vaccination is not without risks', 'even vaccines had bad effects']"
The new strain of coronavirus was announced by Boris Johnson. Scientists have not made any statement on the issue.,"['public is easy to mislead', 'political figures may know more than others', ""government official wasn't supposed to tell the public"", 'the pandemic is not close to being over']"
"""A German study involving over 25,000 children reveals that major negative impacts on the physical, psychological, and behavioral health of children [from face masks] may be far more widespread than reported""","['children should only use masks if absolutely necessary', 'face coverings are not safe', 'society will pay a price in the long run for having its children wear masks for extended durations', 'masks can do more hamr than good']"
Scientist Robert Oswald claimed that Covid-19 doesn't exist,['some simply are in denial']
Argentina's vice-president pretended to receive vaccine for COVID-19,"['some feel vaccine is unsafe', 'some leaders do not want vaccine']"
"They are simulating coronavirus vaccination, using syringes with retractable needles that do not prick the person","['we are no tbeing protected by pretend vaccinations', 'health care workers are being dishonest']"
Encephalitis is a common side effect of the Pfizer COVID-19 vaccine,"['the pfizer covid-19 vaccine has dangerous side effects', 'business is hiding dangerous side effects of a vaccine in order to profit off the public', 'vaccine has side effects']"
In Spain more people are probability of falling ill from the vaccine than from Covid-19,"['vaccines are hurting more people', 'vaccines are dnagerous']"
WHO says vaccines are not effective against the disease,"['government agency is not behind vaccines', 'people should not bother getting vaccinated', ""prevention doesn't work"", 'vaccinations are not helping', 'the author is implying']"
Six people died due to Pfizer and BioNTech vaccine trials,['vaccines are dnagerous']
The Department of Health (DOH) said that children can't visit their godparents houses during Christmas amid the COVID-19 pandemic.,"['health agency stopping children visits to family at holidays', 'health organization is making extreme requirements']"
The first vacinated British old lady died after the jab,"['the vaccine is dangerous', 'we should not get vaccinated', 'vaccinations cna kill us', 'the vaccine causes death']"
"it shows Pfizer's COVID-19 vaccine (vaporizer cartridge), which is made in China.","[""something being made in china means it's bad"", 'pfizer is linked to some chinese plot to engineer the virus']"
"The anti-parasite medication ivermectin is a ""miracle drug"" that cures the disease.",['miracle drugs exist that are not mentioned to the public']
The Colombian government bought the astrazeneca vaccines for 21 usd each dose,"['the columbian government believes the astrazeneca vaccines are effective', 'governments can get vaccine doses for cheap', 'some governments may be hoarding vaccines']"
Yuanpei University of Medical Technology forced to close as a COVID-19 case studied there.,"['it has been contaminated', 'the campus is not safe', 'the university closed down to prevent covid transmission']"
If all goes 'well' it'll become U.S. federal law to get the (COVID-19) vaccine.,['the government wants everyone to get vaccinated']
Contact tracing app was imposed by WHO,"['people should avoid using tracing apps', 'tracing apps are being used to track people against their will', 'the who has a secret agenda in pushing the covid tracing app']"
Huseyin Ciloglu's multiple coronavirus allegations,['the statements being made by this individual are not true']
Covid-19 antibody tests also give positive results in coke.,"['the covid antibody tests are unreliable', 'testing is not worth it', 'testing is not accurate']"
Covid vaccines can cause infertility and harm the embryo; pregnant women were not included in the test trials with intention to hide the harm,"['the vaccine has potentially harmful side effects', 'big business is hiding harmful vaccine side effects from the public', 'pregnant women should not take the vaccine']"
Bosnia's constitutionnal court abrogated mask mandate,"[""people don't need to wear masks"", 'the author is implyin', 'mask mandates are not effective']"
"The vaccine against COVID-19 exterminate humanity, the real cause of this disease is 5G","['em waves can spread diseases', 'coronavirus is caused by technology', 'people should avoid using cell phones', '5g is dangerous']"
A new test by Biomrieux will be able to distinguish between SARS-CoV-2 and influenza virus  so this wasn't possible before,['previous tests were ineffective']
"The German newspaper "" Siegener Zeitung"" stopped the poll about plans to get a vaccine against COVID-19 early since 71% voted against vaccination. So, they needed to delete the unfavourable result as soon as possible.",['news about the vaccine is being manipulated by the media']
Some celebrities got the vaccination before their turn,"['wealth and power bring privileges', ""celebrities' feel they're better than regular people""]"
"Indonesia's top officials ""dancing without obeying health protocols"" during the pandemic.","[""the elite of the country think their own rules don't apply to them""]"
"Through the test for Covid-19, partial vaccination of the population was performed through nano particles in the human brain.","['the vaccine implants microchips in the brain', 'vaccine is being used to monitor people', 'nanotechnology exists and is being hid from the public', 'nano particles were used to vaccinate people without their knowledge']"
"Covid 19 vaccines are expired. According to our whistleblower who is close with those from the WHO, the vaccines were produced 5 years ago.","['the who created the virus', 'the who is deliberately misleading the public']"
"Telegram channel says that the Swiss regulatory body has banned the RNA vaccine that comes from Germany, due to its dangerousness",['people should avoid taking the vaccine']
Areas Of Lucknow Sealed To Check Outbreak Of New Covid Strain,"['people must stay inside', 'sealing off an area is an effective way to fight a pandemic', 'a new outbreak has happened', 'the pandemic is not over']"
"Vital Brasil, a public health research institution, developed a serum based on horse plasma that is 100% effective against Covid-19",['results of medical tests on horses have broad applicability on the effectiveness of treatments on humans']
This man in Israel did not really get the jab,['unknown intent']
"A website claiming to belong to Pfizer sells alleged COVID-19 vaccines ""to the general public"" in Mexico.",['this website is not actually a pfizer website']
"Vaccination is suspended throughout the city of Rosario, in the province of Santa Fe (Argentina) due to the quantity and severity of adverse reactions presented","['the vaccines are not as safe as was hoped', 'people should avoid taking vaccines for now']"
"Drinking ginger and brown sugar water, dripping mint or antrodia cinnamomea (AC fungus) essential oil can protect you from COVID-19 mutation.","['a simple preparation can preclude transmission of the disease.', 'home remedy can prevent infection.', 'natural remedies are as effective as pharmaceutical ones']"
"190 countries have pre-booked the Bharat Biotech COVID-19 vaccine, which is being developed in India",['the bharat biotech covid-19 vaccine is effective']
German politician Markus Sder spent Christmas holidays on the island of Borkum and didn't obey quarantine rules,"[""the government makes rules for society that the government doesn't feel it needs to follow"", 'politicians are hypocrits']"
Dr. Sucharit Bhakdi's multiple coronavirus allegations,['the doctor is being disingenuous with their statements']
World health organization's report says not a single vegetarian has contracted COVID-19 so far.,['eating vegetables is a way to prevent getting covid']
"Coronavirus isn't a virus but a thrombosis which could be cured by aspirines, honey and lemon","['covid has been incorrectly classified', 'natural remedies are as effective as pharmaceutical ones with respect to covid']"
One died because of the vaccination in Israel,['the vaccine has severe and potentially fatal side effects']
It's forbidden to get vaccinated for the producers,"[""the businesses producing the vaccine don't believe it is actually safe"", 'the vaccine is potentially dangerous']"
A Covid vaccine was transported in an OBI box although it should be cooled at minus 70 degrees,['inadequate precuations are being taken while transporting vaccines']
More deaths in France in 2019 than in 2020,['covid is not a big deal']
The hydroxychloroquine factory fire in Taiwan was arson,['hydroxychloroquine usage as a treatment is being suppressed']
Ivermectin is a miraculous drug on the treatment of COVID-19,['this drug will makes covid patients better']
Obama told Africans to refuse COVID-19 vaccines,"['people should avoid taking the vaccine', 'the vaccine is not safe']"
An Austrian politician purporting to show that a glass of Coca-Cola tested positive for Covid-19 in a rapid antigen test,"['testing is useless', 'testing is not accurate', 'current covid testing cannot be trusted', 'disease statistics may include many false positives']"
Pfizer's vaccine caused serious reactions in 1% of people who received it in the US,"['there is a small chance of serious consequences to taking the vaccine', 'people should educate themselves about the risk factors of the vaccine']"
"To prevent COVID, for the first three days with symptoms, people should take azithromycin and ivermectin.","['treatments exist to circumvent covid-19', 'azithromycin and ivermectin are effective treatments for covid', 'it is possible to deter covid-19']"
Cure for coronavirus can never be found: WHO,"['goverment organizations have given up trying to cure covid', 'covid is uncurbable']"
Dr. Fauci lied about masks in March.,"['fauci was trying to make masks seem more effective than they were', 'makes could be dangerous', ""the government official doesn't know what they are talking about""]"
Italian scientists tested kiwi on COVID-19; the result was positive.,"['infection rates and numbers may be unreliable', 'covid tests show positives too easily']"
"Those links between Wuhan lab and pharma, bill gates show there is a conspiracy","['pwoerful people are behind the creation of the covid virus', 'the virus was made in a lab', 'business engineered the covid virus for profit']"
"Canadians were given $2,000 a month by the government during the Covid-19 pandemic","['us government aid is paltry.', 'the amount of money was excessive', 'the $2000 a month canadians were given was to help them cope with the consequences of the pandemic', ""us aid to individuals isn't as high as others'.""]"
"In Australia, The Vaccine Infects Recipients With HIV, Dangerous Allergies, Side Effects In The United States And The World!","['dangerous and potentially lethal vaccine side effects exist', 'big pharma is hiding dangerous vaccine side effects in order to make money']"
Nurse who received COVID-19 shot fainted and died,"['the vaccine is dangerous', 'the vaccine can kill you', 'the vaccine has dangerous side effects', 'people should not take the vaccine']"
"The claims of Ben Tapper, who introduced himself as a doctor, about the PCR test",['this person may not actually be a real doctor']
The deaths of trial participants for Pfizer Inc.'s COVID-19 vaccine was an effect of the vaccine.,"['people should not get the vaccine', 'the vaccine has serious side effects', 'big pharma is hiding the negative side effects of the vaccine from the public in order to make more money']"
"American nurse Tiffany Dover who passed out minutes after receiving coronavirus vaccine on December 17 is dead, confirms the data from the American webpage SearchQuarry, which shows that the death certificate of 30 years old Tiffany Dover living in Alabama is ready","['the covid vaccine has potentially deadly side effects', 'people should avoid taking the vaccine', 'a webpage is a suitable source of trustworthy information', 'people are being misled about vaccine safety by big business']"
A nurse in the United States died after applying the COVID-19 vaccine,"['people should avoid taking the vaccine', 'dangerous side effects of the vaccine are being hidden']"
The testing procedure for COVID-19 is similar to the punishment in Ancient Egypt. The picture on the ancient papyrus proves that.,"['the testing procedure is brutal', 'the testing procedure is primitive']"
"FROM COVID CENTERS NO ONE HAS CAME OUT ALIVE. THEY DO NOT TAKE YOU THERE TO CURE YOU. THEY TAKE PATIENTS THERE TO KILL THEM! THE DOCTOR ON DUTY DECIDES WHO WILL SURVIVE WHO WILL BE KILLED, THE NORM MUST BE FULFILLED  confession of a nurse from the Covid center","['the covid relief effort is actually part of a government project to exterminate people', 'people should not attend government covid centers']"
13 people in Norway died because they received the Biontech vaccine.,"['vaccines are dangerous', 'vaccines can cause death', 'the vaccine is not safe']"
The nurse who fainted after receiving the COVID-19 vaccine has died,"['vaccines are very harmful', 'the vaccine causes death', 'vaccines can kill you', 'vaccine is dangerous']"
"A rise in tiny particle air pollutants, known as PM 2.5, will significantly increase the mortality rate of Covid-19 in Thailand.","[""people shouldn't go outside"", 'air pollution increases death rate of covid-19 patients']"
CDC admits: At least 96% of deaths from Covid19 were WRONG!,"['the pandemic is not as dangerous as feared', 'the restrictions are not necessary', 'covid-19 is not as deadly']"
A doctor died in Miami after being vaccineted,"['the vaccine causes death', 'the vaccine is not safe']"
Rapidly developed pharmaceuticals such as the Covid-19 vaccines comparied to a sedative from the 1950s that caused serious birth defects.,"['the speed at which the vaccines were created made them not safe', 'vaccines can manipulate genes']"
Daily use of masks causes degenerative diseases,"['masks are dangerous', 'masks cause disease']"
"The coronavirus pandemic is a hoax, which is proven by Germany's and Georgia's mortality figures for 2017-2020. According to these figures, the number of deaths for all causes is much lower in 2020 compared to the deaths reported in 2017-2019.","['covid-19 is fake', 'the government lied']"
People can be arrested if they spend their holidays at a large family gathering in So Paulo,"['people are violating restrictions', 'large crowds increases infection', 'people need to be policed']"
Ivermectine is a proven cure for Covid-19,"['the pandemic is over', 'a cure has been found']"
Pfizer's vaccine causes Bell's Palsy,"['vaccines can cause disease', 'vaccine is dangerous']"
Studies have proven the mask is ineffective,"['masks are not necessary', ""masks don't work""]"
"The madness of Satan's servants knows no boundaries. Their plan is, if they pass the Law, to use FEMA and all those who cough or have a high temperature, to be put in a concentration camp and be killed.","['anyone showing symptoms will be killed', 'people who get sick will be separated and killed', 'government is trying to pass laws that that treat those that are sick wrongly']"
"The director of the German Robert Koch Institute, Lothar Wieler said: Vaccines should be tested with people of lower classes first, to test if they are safe. After that upper class people should get it.","['all people are not equal', 'the vaccine is not safe', 'people who have lower means are disrespected']"
CoronaVac causes cancer and 'suicidal thoughts',"['vaccines are harmful.', 'vaccine is dangerous', 'vaccine can cause mental disorders', 'public health authorities are lying to the people.', 'vaccine causes disease']"
"A study showed that asymptomatic transmission of Covid-19 ""didn't occur at all""",['only people with symptoms can transmit the virus']
"The Pfizer-BioNTech Covid-19 vaccine is ""poison"" because it contains potassium chloride  a chemical also used to stop the heart during a process of lethal injection.","['vaccines are not safe', 'vaccines are dangerous']"
Anvisa declared that CoronaVac manufacturer is out of quality standards,['vaccines are not safe']
"Margaret Keenan, the first U.K. recipient of the Pfizer-BioNTech COVID-19 vaccine outside a clinical trial, wore the same clothes while receiving the second dose of the vaccine as she wore while receiving the first dose.","['the vaccine is not safe', 'the safety of the vaccine is a hoax', 'vaccinations are a kind of political theater.', ""we can't trust calls for mass vaccination."", ""there's something suspicious about vaccination.""]"
"Two thirds of Covid deaths and 77% of the official Covid cases in Germany are without verification of the presence of the virus, the are just suspected cases, a report from hospitals shows",['the virus is not serious']
"More people died in Brazil in 2019 than in 2020, despite the pandemic","['the pandemic is fake', 'coronavirus is not serious']"
10 children in Vienna were hospitalized for fungal infections caused by wearing masks.,"['masks are dangerous', 'fungi can grow on masks', 'masks are eventually harmful', 'masks cause disease']"
Number of deaths in Brazil between March and May 2020 was lower than in the same period of 2019,"['coronavirus restrictions are not necessary', 'the coronavirus is not serious']"
Coronavirus vaccine contains pig fat,"['vaccine contains animal products', 'the vaccine is not safe for several religious organizations']"
Spain's Minister of Health without a mask in a train station,"['masks are not needed', 'government officials do not have to follow protocols']"
The end of total quarantine: the Cabinet of Ministers of Ukraine has just made a decision.,['the pandemic is over']
The International Court of Human Rights regulated the use of chlorine dioxide to be administered as medical treatment,"['the pandemic will soon be over', 'treatment is available']"
"Bill Gates: despite vaccination, the pandemic will intensify.","['pandemic will get worse', ""bill gates knows the vaccine doesn't work"", ""vaccines don't work against the spread of covid"", 'the pandemic is not over']"
South Korean President Moon Jae-in's son violated social distancing measures by attending an art exhibition without wearing a mask.,"[""political figures don't have to follow protocols""]"
"COVID-19 vaccines have ""experimental technology never before used on humans"" and that some ""contain nanochips which can electronically track recipients.""","['the vaccine tracks people', 'vaccine is being used to control people', 'vaccine is dangerous']"
"An Austrian politician showed that Coca-Cola produces false-positive results on COVID-19 antigen tests, therefore mass testing is worthless","[""people shouldn't get tested"", 'tests are not accurate']"
The document published on the FDA website lists on page 16 a list of possible reactions to the vaccine subject to modifications that cause terror,"['vaccine is not safe', 'the government is hiding the effects of the vaccine']"
A resident of an old people's home was threatened she would lose her place there if she refuses the vaccination,"['officials are forcing people to take the vaccine', 'there is a vaccine mandate']"
Allergy pills work against COVID-19 and reduce its transmission,"['home remedies can combat covid-19', 'allergy pills work against coronaviruses']"
Claims that the new variant of COVID-19 from UK are related to Pfizer vaccine,"['the vaccine causes new strains of the virus', 'vaccine is dangerous']"
American nurse died after receiving Pfizer's vaccine,"['vaccine is not safe', 'vaccine causes death']"
No pig fat ingridients were found in Pfizer and Moderna COVID-19 vaccines,"['the vaccine has no animal products in it', 'it is safe to receive it for all religious beliefs']"
Australian vaccine for COVID-19 gave volunteers HIV,"['vaccine is not safe', 'vaccine causes disease']"
COVID-19 vaccine caused the new strain in the UK,"['vaccine is not safe', 'vaccine caused the new strain of the virus', 'the pandemic is a conspiracy to keep people in lockdown']"
The nurse who fainted after receiving the pfizer vaccine died,"['vaccine is not safe', 'the vaccine is deadly']"
"Through COVAX, Ukrainians will be inoculated against coronavirus with an untested vaccine.","['vaccine is not safe', ""vaccine hasn't gone through protocol trials""]"
"Adriana Lastra, spokesperson for the Spanish Socialist Party, has been in a hairdresser's and has cut her hair without wearing a mask","['protocols are not necessary', 'higher political figures flaunt rules']"
Study published in Nature shows that asymptomatic people do not transmit COVID,['some people cannot infect others']
American medical association changed course on hydroxychloroquine,['hydroxychloroquine is not an effective treatment for covid']
"THEY STEAL FROM US, WE REMAIN SILENT! THEY ARE POISONING US, WE REMAIN SILENT! THEY WILL VACCINE AND CHIP US AND WE WILL BE SILENT AGAIN ??? EVERYWHERE IN THE WORLD PEOPLE HAVE RAISED THE VOICE, THEY STRIKE, THEY PROTEST, THEY REBEL !!! WE WILL BE SLAVES OF THE GLOBALIST SATANISTIC ELITE WHO WANTS TO MAKE US SLAVES, THEIR SERVANTS !!! OPEN YOUR EYES, THINK AND LOOK AT THE REALITY THAT IS HAPPENING TO US!","['governments are using this as an opportunity to enhance surveillance', 'governments want to control their people']"
Italian scientists tested kiwis with the Covid-19 test and the test was positive.,"['covid tests are unreliable', 'covid may be a hoax']"
"The picture shows the Mayor of London  Sadiq Aman Khan, being vaccinated in front of a camera  with an unopened needle cap and a white shirt.","['vaccines are actually harmful', ""the figurehead knows more about the vaccine than what's told to the masses""]"
The risk of death from COVID-19 is lower than the risk of side effects from the vaccine.,"['vaccines are harmful', 'you are more likely to get hurt taking the vaccine']"
"To say that masks are not harmful, and it was harmful to walk through the mountains and parks, one should not be retarded, one should not be an imbecile, ones brain should be dried out. I pity those who listen to the crazy measures of the commission.",['masks are not to be trusted']
"There is a very effective, simple remedy that kills the virus in one go, and within three days all the symptoms disappear whether you have mild symptoms or severe symptoms. What is this simple effective ""cure""? Put mild wormwood (artemisia annua) in one liter of brandy (rakija).",['plants and alcoholic drinks can kill the virus alone']
The Russian vaccine is not suitable for people over 60 years of age,['that the vaccine is not good for people over a certain age in some countries']
Anthony Faucci was not vaccinated,"['officials are avoiding the vaccine.', ""if medical officials don't get vaccinated, the vaccine may be dangerous.""]"
Pandemic is a fraud and RT-PCR tests aren't trustworthy,"['protective gear is unnecessary.', 'authorities are untrustworthy.', 'pandemic statistics are made up.', 'the people are being lied to.']"
"Covid does not exist !!! Covid is a project that seeks to reduce the human population. The pharmaceutical mafia does not want the public to know about the project, and through the WHO forbids performing autopsies!!","['there is a huge conspiracy encompassing almost everyone.', 'governments are trying to reduce the population through treachery.', 'statistics are untrue.', 'protective gear is unnecessary.', 'vaccines are a way of killing people.']"
The number of deaths in the U.S. in 2020 was not greater than that in 2019,"['covid has not really cause excess deaths.', 'authorities are making too much of pandemic.', 'response to pandemic overblown.']"
An article from 2011 proves that Gates planned to reduce the population through vaccines.,"[""there's a conspiracy of elites to kill people."", 'vaccines could be harmful.']"
The Swiss Minister of Health has visited a hospital where mannequins are being held,['a government official is perpetrating a fraud.']
In Australia the vaccine is causing AIDS in people,"['the government agency distributing this vaccine is trying to infect citizens with hiv', 'people should not trust the government', 'getting a vaccine will eventually kill you', 'all vaccines are unsafe', 'the government agency who created the vaccine can not be trusted', 'vaccines will make you sick']"
The laboratory in Wuhan is owned by Glaxo,"['covid-19 was created', 'the virus was created in the lab', 'big pharma created the virus for profit']"
Lidocaine is effective in the treatment of COVID-19.,['lidocaine is effective against covid-19']
French policemen physically assaulted people for not wearing face masks.,"['some countries punish people', 'police attack people for not having mask', 'rules can be seriously misguided']"
"A Sri Lankan faith healer claims to have created a concoction that is a ""miracle cure"" for Covid-19 that will offer ""lifetime protection"" against the disease.",['group leader made special eternal covid cure']
"Fight against wearing a mask. It is known that by wearing a mask you ingest 100 times more carbon dioxide. Over time, the blood vessels suffer, the respiratory tract suffers. This is not something I say, it has been said by famous experts ","['wearing a mask makes you ingest covid-19', 'wearing a mask is harmful']"
Vitamin D insufficiency may account for the majority of COVID-19 deaths,"['vitamins can help battle covid-19', 'over the counter medicines can prevent covid-19', 'low vitamin intake could increase chance of getting infection']"
"Bill Gates said 770,000 deaths from the covid vaccine is a good result","['bill gates wants to kill people', 'the covid-19 vaccine is dangerous']"
Covid vaccine has already killed six people and that the U.S. Food and Drug Administration (FDA) had to admit it. Prince Charles refused to get the coronavirus vaccine.,"['government officials do not trust the vaccine for themselves', 'the covid-19 vaccine is dangerous']"
"Georgians will be used as ""test rats"" of dubious quality vaccine, which explains the fact that Georgia is going to be the first country to be given a new vaccine.","[""politicians are selling out the public to pharma's profit."", ""the vaccines aren't in the individual's interest."", 'the offered vaccines are for testing.', 'georgians will be issued questionable vaccines by the government', 'some vaccines are questionable']"
COVID-19 is not deadlier than the flu.,"['people should not be concerned about covid-19.', ""protective gear isn't necessary."", 'quarantine and distancing guidelines are not necessary.', 'covid-19 is not more deadly than the flu', 'the covid-19 death rate is inflated.']"
The U.S. has outdone Europe in controlling COVID-19; COVID-19 is less deadly in the U.S. than it is in Europe,"['response by the us government is better than other ones', 'the us has done a better job at controlling covid-19']"
Six people died after receiving Pfizer's vaccine,['pfizer vaccine is dangerous']
A new study shows that masks are ineffective at preventing COVID-19 infection,"['public will use this as reason to say masks not needed', 'we do not need to wear a mask', 'people will take somehting and run with it, especially if they agree', 'masks do not protect', 'masks do not protect against covid-19']"
Olive leaf prevents the transmission of COVID-19 and facilitates treatment,"[""vaccines aren't need. we have other htings"", 'olive leaf prevents transmission of covid-19', 'people can help themselves be safe', 'remedies at home can cure covid', 'olive leaf fights covid-19', 'natural herbs can fend off covid in the human body']"
"The Moderna or Pfizer vaccine is not a vaccine, it is a hoax. These are products of RNA gene therapy, not vaccines. This technique has never been studied in animals. Humans will be the first guinea pigs on earth. This can permanently and irreversibly alter our genes, chromosomes, so that these abnormalities can be passed on to our children.","['the vaccine will alter your genes', 'the vaccine is harmful', 'the vaccines will mutate our body', 'the vaccine has not been tested', 'the vaccine is not safe']"
"South Africa's President Cyril Ramaphosa told a G20 meeting that a Covid-19 vaccine would be mandatory and ""everyone will have"" it.","['vaccines will be mandatory in south africa', 'south african government will make covid19 vaccines mandatory']"
Argentina imported equipment to burn a large amount of bodies of the people killed by CoronaVac,['covid19 vaccines are dangerous']
Muammar Qadaffi predicted coronavirus,"['officials knew about the virus in advance', 'the pandemic could have been prevented', 'covid-19 was created', 'covid-19 was created by government', 'muammar qadaffi predicted covid-19']"
Pfizer vaccine sterilizes women,"['the vaccine is dangerous', 'the vaccine changes the body negatively', 'covid-19 vaccine causes women to be sterile']"
"The correct way to wear a medical face mask is to wear it with the white side facing outwards if you are healthy, and with the blue side facing outwards if you are sick.","['you should wear your mask inside out or outside in based on your health status', 'facemasks are not only intended to prevent the virus from spreading, but also to announce whether the wearer is healthy or sick', 'society has agreed that a face mask should send a signal as well as protect others']"
"Coronavirus was detected in coca-cola in Austria, i.e., tests are incorrect.","['coca cola causes false positive in covid-19 tests', ""tests aren't worth it"", 'tests are not accurate']"
Ingesting hydrogen peroxide will cure COVID-19,"['hydrogen peroxide use will lower covid fatalities', 'people should take hydrogen peroxide to protect themselves', 'hydrogen peroxide can help fight covid19']"
"List of hospital recommendations against COVID-19, including vitamin C and ""basic"" food",['you can fight off covid-19 with vitamins and basic food']
Coronavirus tests are being done 'to any volunteer who wants to do it' in Motril (Granada),"['some countries make it easy to get covid-19 tests.', 'any person who wants to volunteer can get covid-19']"
Remdesivir cures COVID-19,"['things will go back to normal soon', 'remdesivir can cure covid-19', 'the pandemic will soon be over']"
"Why is there a vaccine against COVID, but not for cancer, AIDS, or the common flu? This proves that there is no SARS-CoV-2 virus, which causes COVID.","[""covid-19 doesn't exist"", 'covid-19 is a hoax', 'coronavirus is a hoax', 'the pandemic was created', 'vaccines are not helpful']"
"COVID-19 pandemic was planned to prepare the world for the ""Great Reset""",['government wants to reset things']
"The vaccine may be considered ineffective, as 12 vaccine volunteers contracted coronavirus",['you are still likely to get covid-19 if vaccinated']
Event 201 held by The Johns Hopkins Center for Health Security in 2019 was a scenario plotted about the coronavirus pandemic,"['society is being manipulated by people in power via the pandemic', 'covid was manufactured', 'covid-19 was planned and spread', 'covid was known about ahead of time']"
COVID-19 is not new and old textbook lists its treatment,"['an old treatment for coronaviruses will help with the latest strains', 'there is a cure already for covid-19', 'covid-19 is not new', 'earlier versions of the well known coronaviruses are the same thing as the current novel coronavirus, and the statistics should reflect this']"
The Portuguese Court of Appeal ruled that quarantine was illegal and that PCR tests were inaccurate.,"['stay at home orders not legal', 'government disagrees with quarantine', 'vaccine does not work', 'test are not accurate', 'actions of overseas government acted against legal abilities in requiring people to stay at home']"
99% of the people who got sick with SARS-CoV-2 recovered without any vaccine.,"['99% of people recover from covid-19 without a vaccine', 'vaccine against covid-19 is useless', 'vaccines are not necessary']"
"Pfizer vaccine causes ""indefinite infertility""","['vaccines are dangerous', 'pfizer vaccine causes infertility', ""vaccines aren't safe"", 'the vaccine has serious side effects']"
"Wuhan Virology Laboratory is owned by pharmaceutical companies, Pfizer and Glaxo","['government is controlled by big pharma', 'these companies intentionally made the virus at the lab', 'the pharmaceutical companies made the virus so they could profit off the vaccine']"
"Virginia Rep.-elect Bob Good told a crowd ""This is a phony pandemic.""","['some government officials think that covid-19 is not a pandemic', 'covid-19 should not be classified as a pandemic']"
COVID-19 vaccines will cause more severe disease through antibody-dependent enhancement,['covid-19 vaccine will make us more susceptible to disease']
"Vaccines cause autism, while Remdesivir causes death","['vaccines can cause disorders', 'treatment can be deadly', ""vaccines aren't safe"", 'vaccine is dangerous']"
Pfizer vaccine has caused the death of six people,"['vaccine is not safe', 'the vaccine is unsafe', 'people should avoid taking this vaccine']"
