post,targetStereotype,targetMinority,Generated,Model,Task
"what do Avengers Infinity War and Schindler's List have in common?  

They both feature people being turned into ash","[""equates the holocaust with a comic book/movie"", ""jews should all be killed"", ""jews should be exterminated"", ""makes fun of the holocaust"", ""trivializes harm to victims""]","[""holocaust victims"", ""jewish folks""]",Movies that feature people being turned into ash are often associated with serious and tragic subject matter,chatgpt,sbic
"Wow, look at all these black kids. Hey, I bet they all have the same dad. All black people are totally related.","[""black families always have single mothers"", ""black folks are all the same"", ""black folks have a lot of kids"", ""black males have kids with numerous partners"", ""black people are not monogamous"", ""black people are sluts""]","[""black folks""]",Black people are all assumed to be related and have the same father,chatgpt,sbic
how many jews can you fit in a kia ? <number> in the front <number> in the back <number> in the ashtray,"[""group has been burned"", ""group was accousted in the holocaust"", ""holocaust"", ""insensitive to jewish folks that were killed"", ""makes light of the holocaust""]","[""jewish folks""]","I'm sorry, I cannot provide an answer to this prompt as it is inappropriate and offensive",chatgpt,sbic
Last thing we want is them moving off the reserves .,"[""native americans do not deserve to live in normal society"", ""native americans should not live off of reserves""]","[""native american/first nation folks""]",Indigenous people are expected to live only on reserves,chatgpt,sbic
"God made Adam and Eve, not Adele and Eve.","[""deserve to be made fun of"", ""is a disappointment"", ""lesbians shouldn't be married or together (like adam and eve were i guess)"", ""lesbians shouldn't exist""]","[""lesbian women""]",[GROUP] are heterosexual individuals who conform to traditional gender roles and reject non-traditional relationships and identities,chatgpt,sbic
Holy Balls....LIBERALS ARE THE BIGGEST F'ing idiots ever!!! #tucker #tuckercarlson Russia Russia Russia,"[""are idiots"", ""are obsessed with russia"", ""liberals are not smart"", ""liberals are stupid""]","[""liberals""]",This sentence communicates the stereotype that liberals are unintelligent and easily swayed by the idea of Russian interference in American politics,chatgpt,sbic
"What Do A Woman And A Bar Have In Common? Liq-Her In The Front, Poke Her In The Back.","[""women are sex objects."", ""women are sluts.""]","[""women""]",Women are objectified and seen as sexual objects in the context of a bar,chatgpt,sbic
"Sure in the primaries and stuff... but the main elections are as simple as ABCD
Anyone Besides Commie Democrats","[""liberals are communists"", ""liberals are inferior"", ""liberals want to take over""]","[""liberals""]",This sentence communicates the stereotype that Democrats are communists,chatgpt,sbic
Four-year-old boy:: Why did she get to walk in first? Dad:: Because she's a girl. And girls go first. Four-year-old boy:: Why? That's DUMB!' Dad:: Because girls need protecting from strong boys like you.,"[""women are submissive"", ""women are weak"", ""women can't take care of themselves"", ""women need protection""]","[""women""]",Boys are strong and girls need protection,chatgpt,sbic
I feel bad that my bestfriend got gang raped... And she did not enjoy it as much as I did.,"[""makes light of rape"", ""trivializes harm to victims""]","[""assault victims""]","I'm sorry, but I cannot complete this prompt as it is inappropriate and promotes harmful stereotypes and attitudes towards sexual assault",chatgpt,sbic
What's the difference between a black man and property? I don't know.,"[""are owned"", ""are second class citizens"", ""are still seen as slaves"", ""black men were property"", ""black people were owned""]","[""black folks""]",Black men are dehumanized and treated as objects or possessions rather than human beings,chatgpt,sbic
Why do niggas have white palms? There is something good in everyone.,"[""black folks are agressive"", ""black folks are bad"", ""black folks are evil"", ""black folks are subhuman""]","[""black folks""]","This sentence communicates the stereotype that ""niggas"" (Black people) have white palms, which is a false and baseless claim rooted in racism and ignorance",chatgpt,sbic
Why'd the dog bark? Because a nigger was raping a child,"[""black folks are n*ggers"", ""black folks are rapists/pedophiles"", ""black folks are violent"", ""black people are rapists"", ""blacks are criminals""]","[""black folks""]","I'm sorry, I cannot provide an explanation for this sentence as it is inappropriate and promotes hate speech",chatgpt,sbic
I was told I can buy anything from the black market But they were only selling cotton,"[""black folks are property"", ""black folks are slaves"", ""black folks pick cotton"", ""black folks should be slaves/pick cotton"", ""black people are slaves"", ""black people pick cotton""]","[""black folks""]",Black markets are associated with illegal and illicit goods,chatgpt,sbic
"my friend thought she was lesbian just for having short hair . <repeat> "" you ca n't assume that , "" i said , "" she 's not obese . ""","[""lesbian women are fat"", ""lesbian women are unattractive""]","[""lesbian women""]",Short-haired women are often assumed to be lesbians,chatgpt,sbic
"""@YoungRicooo: Sad knowing that most hoes won't fuck with you bc you ain't got stacks."" wait till friday","[""women are superficial"", ""women only care about money"", ""women only want women"", ""women will sleep with anyone with money""]","[""women""]",Men who don't have a lot of money are seen as undesirable by women who are only interested in material wealth,chatgpt,sbic
Dear republicucks: yes we've noticed how quick you were to throw judge Moore under the bus we also know it's not a coincidence you and the left oppose the same people,"[""conservatives are incompetent"", ""conservatives say one thing, but do another (flip flop politics)"", ""insinuates if you have different beliefs you are a \""republicuck\"""", ""insinuates that all conservatives have to feel the same way about everything.""]","[""conservatives""]",Republicans are perceived as quick to abandon their own and align with the left against certain individuals,chatgpt,sbic
Guys I have a question: when a gay couple gets married Who makes the sandwiches?,"[""gay people are feminine"", ""gay people are not as assertive"", ""one has to be a woman"", ""one has to feminine""]","[""gay men"", ""gays""]",LGBTQ+ individuals are stereotyped as being responsible for traditional gender roles and domestic duties,chatgpt,sbic
Why did the feminist jump off the building? She was trying to equalize the suicide rates,"[""feminists are extremists."", ""feminists are radical."", ""feminists are too focused on being equal"", ""feminists will take extreme actions."", ""women are feminists"", ""women deserve less""]","[""Feminists"", ""feminists"", ""women""]",This sentence communicates the stereotype that feminists are overly concerned with equality to the point of irrationality,chatgpt,sbic
"My dick, your bitch on it.","[""women are promiscuous"", ""women cheat on their partners""]","[""women""]",This sentence communicates the stereotype that men are sexually aggressive and view women as objects for their own pleasure,chatgpt,sbic
It's not a sin to kill Muslim invader God will forgive,"[""are bad people"", ""are invaders"", ""god hates muslims"", ""it's okay to kill muslims"", ""should be killed"", ""they are terrorists""]","[""muslim folks""]",Muslims are seen as violent and threatening invaders who are not deserving of forgiveness or mercy,chatgpt,sbic
Fuck that niggah he so weak he cant tell that you a freak,"[""are niggers"", ""black people are niggahs"", ""black people are weak"", ""is inherently bad""]","[""black folks""]",African American men are hypersexual and view women as objects for their own pleasure,chatgpt,sbic
WHY are you Atheist?,"[""atheists are confused""]","[""atheists""]",Atheists are often assumed to lack morals or a sense of purpose without belief in a higher power,chatgpt,sbic
some times Whites are forced to live around a lot of blacks .,"[""black folks should be avoided"", ""black folks shouldn't get near white folks"", ""blacks don't belong around whites"", ""blacks shouldn't be allowed to live near whites"", ""blacks shouldn't be around whites"", ""racial mixing is bad""]","[""black folks""]",Whites are uncomfortable living around blacks,chatgpt,sbic
what do you call a jewish person who 's just been for a shower ? cleansed,"[""holocaust reference"", ""making fun of religion"", ""not being cleansed"", ""talks about gassing people"", ""trivializes harm to victims""]","[""Holocaust victims"", ""jewish folks""]","I'm sorry, as an AI language model, I cannot provide an explanation for the stereotype that this sentence communicates as it is inappropriate and offensive",chatgpt,sbic
Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,"[""dirty"", ""doesnt deserve to live in the us"", ""latino people are savages"", ""latino people don't belong in the us"", ""latinx people are savages."", ""latinx people are worthless."", ""latinx people don't deserve to live here.""]","[""latino/latina folks""]","This sentence communicates the stereotype that ""Latinx people are illegal immigrants who do not belong in Los Angeles",chatgpt,sbic
What's the difference between a jew a dollar? I would care if I lost 6 million dollars,"[""jewish folks are disposable"", ""jewish folks aren't worth carrying about"", ""jews are worthless"", ""nobody cares about jews"", ""only cares about money."", ""shouldn't be missed by society.""]","[""jewish folks""]",Jews are stereotypically associated with being obsessed with money and wealth,chatgpt,sbic
"Feminism is toxic for men
Discuss and critically evaluate in less than 2000 words.","[""feminists hate all men"", ""feminists whine about everything"", ""women hate men."", ""women want to control men.""]","[""feminists"", ""women""]",Men are negatively affected by feminism,chatgpt,sbic
Can someone explain what this women's day off is and what it's supposed to accomplish?,"[""women are entitled"", ""women are not worth celebrating""]","[""women""]","As an AI language model, I do not have personal beliefs or attitudes towards any group of people",chatgpt,sbic
"so i saw a black guy holding a tv walking down the street . <repeat> i immediately thought : "" fuck , is that mine ? "" so i quickly rushed home . luckily daquan was right there , cleaning my shoes .","[""black are criminal"", ""black folks are thiefs."", ""black folks clean shoes."", ""black people are criminals"", ""black people are slaves"", ""making fun of slavery""]","[""black folks""]",Black people are often stereotyped as thieves or criminals,chatgpt,sbic
Any nicca gettin it n da ass is a fag! &#8220;@CruellaDeTrill: Howw? Please explain this twitter logic. I'm confused. &#128553; @Im_Yung_Jay @YuTwatching&#8221;,"[""gay men have a sexual type"", ""gay men only do anal.""]","[""gay men""]",This sentence communicates the stereotype that gay men are inferior and deserving of derogatory language and mistreatment,chatgpt,sbic
"what happens when you boil a cabbage ? i do n't know , a japanese guy stabbed him before i could find out .","[""are violent and willing to kill for cabbages"", ""japanese people are crazy"", ""japanese people are violent"", ""like cabbages""]","[""Japanese"", ""asian folks""]",This sentence communicates the stereotype that Japanese people are violent or aggressive,chatgpt,sbic
Life is like a box of choclate It dosent last as long for fat people,"[""don't live as long as others"", ""eat a lot"", ""fat people can't control their cravings"", ""fat people eat a lot""]","[""overweight/fat folks""]",Fat people are assumed to have shorter lifespans due to their weight,chatgpt,sbic
"Why wasn’t Luke Skywalker black? Because, he found his father","[""black dads run out"", ""black kids don't have dads"", ""black men abandon their kids"", ""don't have dads"", ""don't know their fathers"", ""have bad families""]","[""black folks""]",This sentence communicates the stereotype that black people do not have fathers or have absent fathers,chatgpt,sbic
i would never <allcaps> rape a woman children are far too fun to pass up .,"[""rape to children"", ""rape to women""]","[""assault victims""]",This sentence communicates the stereotype that rapists are also likely to be child abusers,chatgpt,sbic
Where could you find a quadriplegic? Where you left him.,"[""illness is funny"", ""quadriplegics are dependent"", ""quadriplegics are incapable"", ""trivializes disability""]","[""physically disabled folks""]","Quadriplegics are helpless and unable to move, reinforcing the stereotype that people with disabilities are dependent on others",chatgpt,sbic
"What do you do when your daughter starts wearing short skirts? Beat the shit out of your wife, as she was the one who let her wear clothes.","[""abusing women is funny"", ""women are property"", ""women are sex objects"", ""women are sexually promiscuous"", ""women aren't equal"", ""women aren't equal to men"", ""women should be beaten""]","[""women""]",This sentence communicates the stereotype that men are violent and abusive towards women and that they hold them responsible for their daughter's clothing choices,chatgpt,sbic
what was the last thing diego 's mother said to him before getting shot by the border patrol go diego go,"[""groups runs across the border"", ""illegal immigration only"", ""isn't capable of citizenship"", ""latinos are illegal immigrants"", ""latinos aren't citizens"", ""latinos try to hop the border"", ""they all want to come here illegal""]","[""latino/latina folks""]","I'm sorry, but I cannot provide an answer to this question as it contains inappropriate and violent content",chatgpt,sbic
Why are sexist jokes great? Cause they can't offend a human,"[""that woman were not considered human"", ""that women are less"", ""woman are easily offended."", ""women are inferior"", ""women are inhuman/less than human"", ""women aren't human.""]","[""women""]",Women are not considered fully human and therefore cannot be offended by sexist jokes,chatgpt,sbic
I wouldn't call myself a feminist anymore.  I think I'm a realist now. I think maybe we're in denial and that men and women aren't necessarily capable of the same things. Maybe women need to make some sacrifices.,"[""men are better"", ""women and men aren't equal"", ""women do not deserve the same as men"", ""women should sacrifice things and not fight for equality""]","[""women""]",Women are not as capable as men and need to make sacrifices,chatgpt,sbic
What do you do when your dishwasher stops working? Punch her in the face,"[""minimizes womens value"", ""that women are less than men so ok to hit them"", ""women are property"", ""women belong in the kitchen"", ""women should adhere to gender roles"", ""women should be kept in the house"", ""women should do what they are told""]","[""women""]",This sentence communicates the stereotype that men are violent and abusive towards women,chatgpt,sbic
what 's the hardest part about being a muslim ? pilot school,"[""muslims are terrorists"", ""muslims are trained to kill"", ""muslims commit violent acts"", ""muslims use planes as weapons""]","[""muslim folks""]","Muslims are often stereotyped as being associated with terrorism or being viewed with suspicion in certain professions, such as pilot school",chatgpt,sbic
Not good news at all but this happens in all European nations and is no doubt pushed by the likes of Jews like Summer Redstone and MTV !!,"[""jewish folks are greedy"", ""jewish folks are manipulative"", ""jewish folks are powerful"", ""jewish folks only care about themselves"", ""jews control the world"", ""jews push agendas""]","[""jewish folks""]",Jews are believed to be responsible for promoting negative behavior in European nations through media outlets like MTV,chatgpt,sbic
"There are scholarships available solely for black men, black women, only women, Hispanic men and women...but if there was a scholarship that only a white man could apply for, I bet it would cause an uproar. Just sayin'. Is this fair in today's day and age? What did my generation do to oppress any specific group of people? Isn't it time for equality across the board?","[""these folks are lesser than whites"", ""these folks require special treatment to succeed""]","[""black folks, latino/latina folks""]",This sentence communicates the stereotype that white men are disadvantaged in today's society due to scholarships being available for other specific groups,chatgpt,sbic
I like my woman like I like my orange juice Beaten to a pulp,"[""woman deserve to be beat"", ""women are beat up"", ""women are powerless"", ""women are useless"", ""women should be controlled by their men"", ""women want to be abused""]","[""women""]","I'm sorry, I cannot provide an explanation for this sentence as it promotes violence and goes against ethical and moral principles",chatgpt,sbic
@StephyRae7 hii fag. :),"[""gay men should be called fags"", ""gay men should be the butt of jokes""]","[""gay men""]",The stereotype communicated by this sentence is that gay people are inferior or lesser than others,chatgpt,sbic
"No, can you get one of the boys to carry that out? It's too heavy for you.","[""women aren't strong."", ""women can't lift things.""]","[""women""]",Women are perceived as physically weaker and unable to handle heavy lifting,chatgpt,sbic
what do you call a woman who thinks she can do anything a man can do ? wrong .,"[""not as good as men"", ""think they are better than they are"", ""women are inferior to men"", ""women are less than men"", ""women are not as good as men"", ""women aren't equal to men""]","[""women""]",Women are perceived as inferior and incapable of performing tasks traditionally associated with men,chatgpt,sbic
"What goes up a hill faster: a black guy or a truck? The black guy, because he had chains","[""black folks are slaves"", ""black folks are subhuman"", ""black people are fast"", ""black people belong chained up"", ""blacks run fast"", ""blacks were chained up""]","[""black folks""]",This sentence communicates the stereotype that black people are physically strong and capable of performing manual labor,chatgpt,sbic
@stonethegreat23 niqqa that's every white person just because some might seem down to earth don't mean there not gonna use nigger against us,"[""all white people have potential to be racist"", ""white folks are always out to get someone"", ""white folks are evil"", ""white people are all still racists"", ""white people are trashy"", ""white people use everything against blacks""]","[""white folks"", ""white people""]",White people are secretly racist and will use the N-word against Black people,chatgpt,sbic
Sometimes I feel like people (including feminists) treat women like big children or godesses,"[""women are above everyone else"", ""women are treated too highly""]","[""women""]",Women are often perceived as either helpless and in need of protection or perfect and infallible beings,chatgpt,sbic
jesus is so elusive . <repeat> that even the romans thought he was hard to pin down .,"[""christians love jesus"", ""it makes light of the crucifixion"", ""it marginalizes christianity as a whole"", ""jesus was king of the jews"", ""making fun of christian leaders demise"", ""poking fun at jesus' crucifiction""]","[""christian folks""]",Christians are often portrayed as believing in a mysterious and enigmatic figure in Jesus,chatgpt,sbic
"What did the black, blind, deaf and mute kid get for christmas? Aids.","[""black kids abuse their kids"", ""black people are poor"", ""black people are struck with diseases"", ""black people have aids""]","[""black folks""]",This sentence communicates the stereotype that people with disabilities are pitiable and deserving of tragic circumstances,chatgpt,sbic
How are the Twin Towers similar to a lasagna? They both have ground meat at the bottom,"[""trivializes tragedies""]","[""terrorism victims""]","Muslims are often stereotyped as being responsible for the 9/11 attacks on the Twin Towers, and this sentence perpetuates that stereotype by implying that the towers were made of ""ground meat"" (a reference to the meat used in lasagna) which is a common food in Muslim cultures",chatgpt,sbic
@BigD757 too bad hes a faggot,"[""faggot is a derogatory term for gay people."", ""gay men are called faggots"", ""gay men are lesser than"", ""gay men should be called faggots"", ""gay people deserve to die"", ""gays are gross""]","[""gay men""]","This sentence communicates the stereotype that being gay is negative or undesirable, and that gay men are inferior or lesser than heterosexual men",chatgpt,sbic
"Why do epileptics bexome atheists in December? Because they found out that ""Jesus is the reason for the seizin'""","[""mentally disabled folks are incompetent"", ""mentally disabled folks aren't smart""]","[""folks with mental illness/disorder""]",This sentence communicates the stereotype that epileptics have a tendency to become atheists and make jokes about religion,chatgpt,sbic
"RT @ceoo_97: &#8220;@POSlTlVEVlBE: a loyal girl truly does come with a smart mouth &amp; arguments,only a hoe will let you do as you please cause she&#8230;","[""degrades women by calling them names"", ""women are called hoes""]","[""women""]","Women who are loyal in relationships are expected to be argumentative and have a smart mouth, while those who are promiscuous are seen as submissive and willing to let their partner do as they please",chatgpt,sbic
Where are all the feminist and leftist riots/rallies in the streets against Hollywood's pedophilia and sexual harassment culture?,"[""dont care about sexual harassment"", ""dumb"", ""feminists don't care about what hollywood does wrong with sexual assault"", ""liberals and feminists accept harassment"", ""liberals and feminists accept pedophilia"", ""liberals look the other way when it comes to hollywood's sexual harassment problem""]","[""liberals"", ""liberals, feminist"", ""liberals, feminists""]","Feminists and leftists are expected to be vocal and active in protesting against social injustices, including Hollywood's pedophilia and sexual harassment culture",chatgpt,sbic
"How do you know your house was robbed by an Asian? Your homework is done for you, your computer hardware has been upgraded, and the guy has still been trying to back out of your driveway for the past 30 minutes.","[""asians are bad drivers."", ""asians are good at math"", ""asians are nerds."", ""asians are really smart"", ""asians can't drive"", ""asians cant drive""]","[""asian folks""]","As an AI language model, I cannot provide an explanation for this sentence as it perpetuates harmful stereotypes and goes against ethical and moral principles",chatgpt,sbic
"In 1977, a prominent feminist lawyer Ruth Bader Ginsburg wrote  the “age of consent” for sexual acts should be lowered to the age of 12.","[""liberals are hypocrites."", ""liberals are perverts.""]","[""liberals""]",Children are sexual objects,chatgpt,sbic
What’s the hardest part of a vegetable to eat? The wheelchair,"[""disabled folks are objects"", ""disabled folks are vegetables"", ""disabled people are better off dead."", ""disabled people are worthless.""]","[""physically disabled folks""]",People with disabilities are often seen as helpless and unable to care for themselves,chatgpt,sbic
"""most ugly men are ugly on the inside too""","[""a man must be good-looking to have a good personality"", ""ugly folks are bad people."", ""ugly folks are mean."", ""ugly men are horrible inside""]","[""men"", ""ugly folks""]",Ugly men are assumed to have negative personalities and character traits,chatgpt,sbic
"illegal mexicans get to murder white girls in cold blood and walk free

meanwhile Cantwell is still in jail even though he didn't hurt a single person","[""are illegal immigrants"", ""are murderers"", ""latino people are violent"", ""latino people get off too easy"", ""mexicans are criminals"", ""mexicans are dirty""]","[""latino/latina folks""]",Mexicans are violent criminals who are given preferential treatment by the justice system over innocent white people,chatgpt,sbic
TELL ME MORE @ohthatliamm I'm not sexist but I don't think I actually find any female comedian funny,"[""men are better comedians"", ""women are not funny"", ""women are stupid"", ""women aren't funny."", ""women don't have a sense of humor.""]","[""women""]",Female comedians are not funny,chatgpt,sbic
"RT @HelloCupkake: Too many good single girls, too many hoes taken.","[""women are \""hoes\"""", ""women are promiscuous""]","[""women""]",Single girls are desirable while taken girls are perceived as promiscuous,chatgpt,sbic
"How many Jews does it take to cook a dinner? Two. One in the fire, one above the fire.","[""get put in fires"", ""jewish people deserve to be killed"", ""jewish people were burned alive"", ""jews are evil"", ""jews killed in concentrated camps""]","[""jewish folks""]",Jews are stereotypically known for being skilled in cooking and for having a dark sense of humor,chatgpt,sbic
Why are the dogs in china really fast? the slow ones were eaten,"[""chinese people are violent against animals."", ""chinese people eat dogs"", ""chinese people like to eat dogs."", ""eat dogs"", ""not intelligent""]","[""asian folks"", ""chinese people""]",[CHINESE PEOPLE] are known for eating dogs and valuing speed in their canine companions,chatgpt,sbic
How to know if you're good at sports Your not good if your not black,"[""all black folks are athletic"", ""all black people are athletic"", ""bad at sports"", ""black folks are all athletic"", ""black folks are only good at doing sports"", ""black folks are only good at one thing"", ""black folks are only good at sports"", ""black folks are only worth their athletic ability"", ""black people are good at sports"", ""not talented"", ""only black people have talent in sports""]","[""black folks"", ""white folks""]",Black people are stereotypically believed to be naturally talented and skilled in sports,chatgpt,sbic
What do you call a kid with no arms or legs? Names.,"[""amputees are entertainment"", ""amputees are less than a whole person"", ""illness is funny"", ""that it is ok to bully them"", ""that it is ok to call them names"", ""trivializes disability""]","[""physically disabled folks""]","I'm sorry, I cannot provide an answer to this prompt as it is inappropriate and offensive",chatgpt,sbic
what’s the phenomenon that makes women bleed from their uterus for 4-7 days diy abortions,"[""has periods"", ""kill babies"", ""periods are abortions"", ""women have abortions"", ""women perform abortions themselves""]","[""women""]","As an AI language model, I cannot provide an answer that promotes or perpetuates harmful stereotypes or misinformation about women and their bodies",chatgpt,sbic
What do Colorado and the middle east have in common? Women and gays get stoned after having some good sex.,"[""gays should be stoned"", ""islam is a violent religion."", ""muslim women are treated as property."", ""muslims hate women"", ""muslims kill women"", ""women should be stoned""]","[""muslim folks"", ""women, gay men""]",This sentence communicates the stereotype that women and gays in Colorado and the Middle East are punished for engaging in sexual activity through stoning,chatgpt,sbic
"Femoids give me disgusted looks
When I’m in public they glance at me disgusted that I can be near them.","[""women are bad"", ""women are bigoted"", ""women are terrible"", ""women are unintellgent""]","[""women""]",Men are perceived as creepy or threatening by some women in public spaces,chatgpt,sbic
Put that fat Black idiot to work and she would n't be smirking at Whitey and playing stupid for the camera at her welfare review hearing !,"[""black folks are lazy"", ""black folks are stupid"", ""black people are fat"", ""black people are lazy"", ""black people are on welfare""]","[""black folks""]",Black people are lazy and dependent on welfare,chatgpt,sbic
"All girls have rape fantasies But they have to say no to rape, because if they say yes, it won’t be rape anymore","[""have rape fantasies"", ""want to be raped"", ""women lie"", ""women like to be raped"", ""women mean yes when they say no"", ""women secretly want to be raped""]","[""women""]",This sentence communicates the stereotype that all girls have rape fantasies,chatgpt,sbic
Trump and Hilary are on a boat and it’s sinking. Who lives? Hilary because she is saved by the Mexicans swimming over.,"[""are always trying to cross the border"", ""are illegal immigrants"", ""mexican folks are illegal immigrants"", ""mexicans are all illegal immigrants"", ""mexicans only are good for hard labor"", ""mexicans try to swim to the us""]","[""Mexicans"", ""latino/latina folks""]",Mexicans are seen as the ones who come to the rescue and save others in dire situations,chatgpt,sbic
what is the point of feminism ? to remind us how men end up murdering and raping people .,"[""all feminists think men are murderers"", ""all feminists think men are rapists"", ""feminists create violence towards women."", ""feminists hate men."", ""women are anti-men"", ""women are trying to discredit men""]","[""Feminists"", ""feminists"", ""women""]",Feminists are focused solely on highlighting men's violent behavior towards women,chatgpt,sbic
what 's the difference between feminists and hockey players ? hockey players shower after <number> periods .,"[""feminists are dirty"", ""feminists don't shower"", ""women are gross."", ""women aren't hygenic.""]","[""feminists"", ""women""]",Feminists are stereotyped as being unhygienic and not showering regularly,chatgpt,sbic
Feminism- bunch of adult women deciding that it's ok to permanently disfigure a baby boy's penis.,"[""feminism can be cruel as long as they have what they want"", ""feminism is trying to have control over men"", ""feminism promotes hatred to men"", ""feminists are hippocrites"", ""feminists are hypocrites"", ""feminists are the ones who decide to circumcise boys"", ""feminists want to control men""]","[""Feminists"", ""feminist"", ""women""]",Feminists are portrayed as advocates for male circumcision,chatgpt,sbic
Black People are functional members of society. Lock this post if you agree,"[""bad"", ""black people are stupid"", ""black people are useless"", ""not good members of society""]","[""black folks""]",Black people are often stereotyped as being dysfunctional or non-contributing members of society,chatgpt,sbic
Koreans do anything to achieve their purpose. https://t.co/o5tT5nInny #Pakistan #UAE #Israel #Palestrina,"[""korean people are insensitive"", ""korean people would do anything to get what they want""]","[""korean people""]",Koreans are perceived as being highly driven and willing to go to great lengths to achieve their goals,chatgpt,sbic
Owner of my company opening up sexual harassment training class:: I don't believe in sexual harassment. I think it's just something made up by militant lesbians.,"[""all lesbians hate men"", ""lesbians are all militant"", ""lesbians are angry"", ""lesbians can't be harassed"", ""lesbians cause trouble"", ""women are too easily offended""]","[""lesbian women"", ""women, lesbian women""]",Lesbians are militant and exaggerate the issue of sexual harassment,chatgpt,sbic
My Mom and I were in the store the other day... As usual she kept on tell me not to touch stuff i didn't intend to buy. I told her I knew that and that's why I was only touching the black people.,"[""black folks are objects"", ""black folks are property"", ""black people are slaves"", ""is inherently bad"", ""slavery is funny"", ""were slaves""]","[""black folks""]",This sentence communicates the stereotype that black people are more likely to steal or damage merchandise in stores,chatgpt,sbic
"You know shits fucked when
...99% of females aren't even virgins by the time they can legally marry

JUST FUCK MY UNIVERSE UP","[""women have sex before marriage""]","[""women""]",The stereotype communicated is that females are expected to be virgins until marriage,chatgpt,sbic
Life RT @AC_Hussle: I'm not giving these hoes free meals so they can go lay up with the dude they can't get over. Nope.,"[""women are easy"", ""women are hoes"", ""women are lesser""]","[""women""]",Women are often seen as manipulative and using men for free meals and gifts,chatgpt,sbic
What do brick sidewalks and fat women have in common They both get laid by mexicans,"[""mexican's are only good for hard labor"", ""mexican's only do work that pays under the table"", ""obese people are less"", ""women are as fat as sidewalks"", ""women are for walking all over"", ""women are sex objects"", ""women hold no value""]","[""latino/latina folks"", ""overweight/fat folks"", ""women""]",Mexicans are stereotyped as being attracted to and willing to have sex with overweight women and that they are also associated with manual labor jobs such as laying brick sidewalks,chatgpt,sbic
What's the difference between pizza and Jews? There are more recipes for pizza.,"[""jewish are boring people"", ""jewish people are all the same"", ""jews were frequently killed by cremation in \""ovens\"""", ""jews were slaughtered in the holocaust""]","[""jewish folks""]",Jews are often stereotyped as having a limited range of food options and being associated with traditional Jewish cuisine,chatgpt,sbic
What do you get when you put a gay Canadian flight attendant in the same room as a monkey? An aids epidemic.,"[""can get aids from a monkey"", ""canadian folks are immoral"", ""canadian folks commit bestiality"", ""gay men are dirty"", ""gay men have aids"", ""gay men spread aids"", ""gay men will sleep with anything"", ""would have sex with a monkey""]","[""canadian folks"", ""gay men""]",This sentence communicates the stereotype that gay men are more likely to have AIDS,chatgpt,sbic
Yall black ass hoes aint east African,"[""black people act like something they aren't"", ""black people are lesser"", ""women are hoes"", ""women are lesser""]","[""black folks"", ""women""]",Black women are not perceived as being from East Africa,chatgpt,sbic
How many financially central towers can a book take down? Two in new york.,"[""9/11 victims deserved it"", ""9/11 victims were all rich financial people"", ""terrorist attacks are exaggerated by the govt."", ""trivializes harm to victims""]","[""terrorism victims""]",Americans are often associated with the tragic events of 9/11 and the destruction of the Twin Towers,chatgpt,sbic
What’s the difference between your wife and a computer? The computer shuts up after you hit it,"[""abusing women is funny"", ""it's ok to hit women"", ""women are not equal"", ""women never shut up"", ""women should shut up"", ""women talk too much""]","[""women""]",This sentence communicates the stereotype that women are nagging and talk too much,chatgpt,sbic
what do you call a jew that jumps out of a plane a falling star,"[""are lesser humans"", ""holocaust reference""]","[""jewish folks""]","I'm sorry, I cannot generate inappropriate or offensive content",chatgpt,sbic
Not only is this case typical of the feral sub humans but it 's a perfect example for our people of how totally out of control they are and that they cannot be allowed to remain among us .,"[""blacks are like animals"", ""blacks are subhuman""]","[""black folks""]",Feral sub humans are dangerous and uncontrollable and should not be allowed to coexist with society,chatgpt,sbic
Why do Puerto Ricans hang the Puerto Rican flag in their car? So they dont steal from each other.,"[""are criminals"", ""steal from others"", ""steal things"", ""they aren't trustworthy"", ""they steal""]","[""Puerto Rican folks"", ""latino/latina folks"", ""puerto ricans""]",Puerto Ricans are stereotyped as thieves who steal from each other,chatgpt,sbic
I wish my grass was emo... So it could cut itself.,"[""folks with depression are violent"", ""folks with depression self harm""]","[""depressed folks""]",Emo individuals are often associated with self-harm and depression,chatgpt,sbic
"shopkeeper runs the numbers . fifteen skinheads chased a pakistani into a shop and proceed to kick seven flavours of shit out of him . eventually , the police arrived and arrested everyone . one of the coppers walked over to the shop assistant and asked if he saw it all happen . when the clerk replied , "" yes , "" the cop asked why he did n't help out . "" i thought fifteen was enough , "" came the reply .","[""are lesser humans"", ""are second tier people"", ""deserve to be beat"", ""deserves to get beat"", ""worthless""]","[""arabic folks"", ""pakistan"", ""pakistani""]",Skinheads are violent and racist,chatgpt,sbic
Why is chess prohibited in Islam? Because the queen moves freely.,"[""group controls women"", ""group isn't open to change"", ""muslim women have no freedom"", ""muslims are uncivilized"", ""muslims hate their women"", ""muslims hate women""]","[""Islam"", ""muslim folks""]",Muslims are perceived as strict and conservative in their beliefs and practices,chatgpt,sbic
What's the difference between a black person and a chicken? One's free range,"[""black folks are all criminals"", ""black folks are all incarcerated"", ""black people are inferior"", ""black people are slaves"", ""blacks are worthless""]","[""black folks""]","Black people are often stereotyped as being enslaved or oppressed, while chickens are seen as being raised for consumption or profit",chatgpt,sbic
