headline,writer_intent,misinfo,Generated,Model,Task
Boris Johnson announces new climate target to cut emissions by 68% before 2030,"['people can expect lower emissions coming out of the the uk', 'emission from the uk will be decreased by 68% in the future', 'boris johnson has decided to take a stance against climate change']",real,'boris johnson announces new climate target',baseline,mrf
A paramedic reports 40 injured and 7 severely injured people at the Coronavirus demonstration in Berlin on November 18th,"['protests opposing lockdowns are becomin violent.', 'the people a resisting quarantine policies', 'many people were injured at a covid demonstration', 'violence is occurring at covid protests']",misinfo,'the public is not being prepared to take action',baseline,mrf
The coronavirus is one big lie. Doctors and nurses in France took off their uniforms in protest.,"['disease does not exist', 'government officials are mendacious.', 'covid is a lie', 'the accepted narrative is deceptive.']",misinfo,'the coronavirus is one big lie',baseline,mrf
"in India, the vaccine is free of cost whereas other countries are charging for the vaccine","['some countries are doing better than others in vaccination', 'the government is protecting its citizens', 'the us is capitalizing on the vaccine.']",misinfo,'in india,baseline,mrf
Ireland ranked among worst performers in 2020 climate rankings,"[""the current govt doesn't care about protecting environment"", 'to reduce climate change needs action over the world']",real,'irish is among the worst performers in 2020 climate rankings',baseline,mrf
"""Totally unacceptable"": Army secretary condemns command climate","['the army secretary does not like a command climate', 'the army is against command climate']",real,'the army is a very dangerous force',baseline,mrf
First complete coronavirus model shows cooperation,['people are cooperating with each other'],real,'the virus is not a virus',baseline,mrf
The purpose of quarantine is to destroy small and medium-sized businesses.,['lockdowns were created by government to destroy small businesses'],misinfo,'the purpose of quarantine is to destroy small and medium-sized businesses',baseline,mrf
Disappointing: Trump admin picks warmist scientist to head new National Climate Assessment,['trump is a climate denier'],misinfo,'the president is not going to do anything about climate change',baseline,mrf
COVID-19 and AIDS are biological weapons created in the same military biological labs and both viruses were made intentionally to destroy the population and the army of an adversary. The Pentagon was collecting biological samples from Russians as well as different ethnic groups and people of the former Soviet Union living in different geographical locations of the Russian Federation.,"['governments are engaged in secrete biological weapons programs.', 'what we think are naturally occurring viruses are actually biological weapons']",misinfo,'covid-19 and AIDS are biological weapons created in the same labs',baseline,mrf
Coronavirus shutdown a 'slap' for German cultural world,['the pandemic is negatively affecting the country and its way of life'],real,'the government shutdown is a slap',baseline,mrf
New study: Proposed Washington methanol plant would likely slow rise of global greenhouse gas emissions,['the global greenhouse gas emissions are predicted to rise slower thanks to the new plant.'],real,'proposed methanol plant would slow rise of global greenhouse gas emissions',baseline,mrf
No deaths from COVID-19 in Israel because of a cure for the virus made with lemon and baking soda,"['the government has found a cure', 'there is a cure for the virus', 'the pandemic is over']",misinfo,'covid-19 cure is not safe',baseline,mrf
Climate Change--and Research--Raced Forward as Trump Turned His Back,['trump is a climate change denier'],real,'climate change is a problem',baseline,mrf
Climate change: EU leaders set 55% target for CO2 emissions cut,['eu leaders are taking actions toward curbing climate change'],real,'climate change is a global problem',baseline,mrf
"It is possible to identify the coronavirus not only with a PCR test, but also with a blood test, and that this method is used in multiple countries","['blood tests for coronavirus could be used for confirming positive cases.', 'multiple testing methods exist', 'the blood test may be preferable to the pcr test', 'there may be more tests available than many people think']",misinfo,'the coronavirus is a disease that can be identified with a PCR test',baseline,mrf
White Martins refused to cede oxygen to public hospitals in Manaus because the state government owed them 52 million reais; the government did not buy it from other companies because they were owned by political adversaries,"['some governments are corrupt.', 'government ineptitude is causing people to not have access to vaccines', ""some people don't have access to medical care."", 'access to health care necessities are being withheld for money']",misinfo,'white martins refused to cede oxygen to public hospitals in manaus because the state government owed them 52 million reais',baseline,mrf
Climate change: Warmer winters linked to increased drowning risk,"['warmer winters leads to increased drowning risk', 'warmer winters melt more snow and ice, increasing drowning risk']",real,'climate change is causing drowning',baseline,mrf
Congressman-elect Luke Letlow dies from Covid complications days before being sworn in,"['politicians can die from covid', 'anyone can get covid']",real,'letlow dies from covid complications days before being sworn in',baseline,mrf
European Space Agency satellite to provide key indications of rise in sea level due to climate warming,"['sea level is going to be monitored', 'preparations are in place to measure the catastrophic rise in sea levels, inch by inch, however many centuries it may take..']",real,'everything is changing',baseline,mrf
"The Moderna or Pfizer vaccine is not a vaccine, it is a hoax. These are products of RNA gene therapy, not vaccines. This technique has never been studied in animals. Humans will be the first guinea pigs on earth. This can permanently and irreversibly alter our genes, chromosomes, so that these abnormalities can be passed on to our children.","['the vaccine will alter your genes', 'the vaccine is harmful', 'the vaccines will mutate our body', 'the vaccine has not been tested', 'the vaccine is not safe']",misinfo,'vaccines are not vaccines',baseline,mrf
"An Assemblies of God pastor named Venceslau died after taking a COVID-19 vaccine, in Araguana, Tocantins state","['vaccines can kill you', 'vaccines are dangerous.', 'a person died after getting vaccinated.', 'people should think twice about covid vaccines']",misinfo,'the vaccine is not safe',baseline,mrf
"Deforestation of Brazil's Amazon rainforest surges to 12-year high, prompting environmental warnings",['destroying the environment is higher than ever'],real,'deforestation of the amazon rainforest surges to 12-year high,baseline,mrf
Panel explores solutions to combat climate crisis,['there are things we can do to fight climate change'],real,'climate change experts',baseline,mrf
"American Housewife Co-Star Carly Hughes Calls It Quits, Citing a 'Toxic Environment'",['star cites toxic environment on set'],real,'carly hudson is a 'co-star' of 'american housewife',baseline,mrf
Climate change protester climbed up Big Ben wearing Boris Johnson wig and green leotard,"['climate change protester climbed up big ben', 'climate change protesters are protesting against boris johnson']",misinfo,'climate change protester climbed up big ben wearing wig and green leotard',baseline,mrf
Ancient whale skeleton found in Thailand holds clues to climate change,['climate data can be mined in unusual places.'],real,'the skeleton of a whale is a clue to climate change',baseline,mrf
CoronaVac's clinical trials are stopped in Peru,"['vaccine trials are not safe', 'the vaccine is unsafe', 'testing of vaccines can be dangerous', 'people should not take the vaccine']",misinfo,'coronavac's clinical trials are stopped in Peru',baseline,mrf
Research by scientists from Wuhan states that asymptomatic carriers do not spread the coronavirus.,['if you are asymptomatic you cannot transfer covid-19'],misinfo,'the coronavirus is not a disease',baseline,mrf
New Study Effectively Eliminates Confidence In Human Attribution For Modern 'Global Warming'  'Uncertainty about 80 times greater than anthropogenic signal detection',['climate change is a hoax'],misinfo,'uncertainty about 80 times greater than anthropogenic signal detection',baseline,mrf
Peru is already vaccinating its population against COVID-19,"['peruvian government already has covid-19 vaccines for the population', 'peru is already vaccinating against covid-19']",misinfo,'peru is already vaccinating its population against COVID-19',baseline,mrf
A court in Portugal lifted the confinement in the country due to doubts of the PCR,"['brazilian government does not take covid-19 seriously', 'pcr test is not trustworthy']",misinfo,'the court in Portugal lifted the confinement in the country due to doubts of the PCR',baseline,mrf
Covid hits 32 at care home as huge outbreak takes hold,"['care homes are susceptible to covid outbreaks.', 'covid spreads rapidly in shared living spaces']",real,'covid hits 32 at care home as huge outbreak takes hold',baseline,mrf
Boris Johnson's 10-point climate crisis plan is a far cry from a green revolution,['climate plan is not great'],misinfo,'boris' is a far cry from a green revolution',baseline,mrf
21% of people are having serious adverse events from (the Moderna) vaccine.,"['the moderna vaccine is unsafe.', 'moderna vaccine is not properly validated for safety.']",misinfo,'the vaccine is not safe',baseline,mrf
Sweden achieved herd immunity without vaccination,"['society should not lock down', 'it is better not to lock down in order to get herd immunity']",misinfo,"'sweden achieved herd immunity without vaccination','sweden achieved herd immunity without vaccination','sweden achieved herd immunity without vaccination','sweden achieved herd immunity without vaccination','sweden achieved herd immunity without vaccination','sweden achieved herd immunity without vaccination','sweden achieved herd immunity without vaccination','sweden achieved herd immunity without vaccination','sweden achieved herd immunity",baseline,mrf
"Senior Biden adviser set for key role has ties to oil and gas, climate activists warn",['biden is appointing advisers with conflict of interests when it comes to climate change'],misinfo,'the president is a savior',baseline,mrf
Applesauce tested positive for COVID-19 and could transmit the disease,"['food products can give people covid-19', 'you can get covid from applesauce']",misinfo,'applesauce tested positive for COVID-19 and could transmit disease',baseline,mrf
"Coastal communities facing climate change need an equitable retreat, geographer says","['people should move from coastal cities', 'coastal cities will be effected']",real,'climate change is affecting coastal communities',baseline,mrf
U.S. Exits Paris Climate Accord after Trump Stalls Global Warming Action for Four Years,"[""america's right of center party considers the cost of environmental regulation to be greater than the benefit"", 'us exists paris climate change accord because of trump']",real,'the president is not going to take action on climate change',baseline,mrf
The COVID-19 pandemic is over and a vaccine for the disease is no longer needed.,"['disease is no longer here', 'no need to use precautions']",misinfo,'the vaccine is no longer needed',baseline,mrf
NC Gov. Cooper holds press conference to give COVID-19 update. Here's how to watch.,"['the governor likes to keep his constituents up to date on covid', 'nc state government is taking action against covid']",real,'the governor is going to be a big player',baseline,mrf
Commentary: Ivy League Study Shows How U.S. Media Created a Climate of Fear Over COVID-19,['us is overreacting on covid issue.'],misinfo,'the media created a climate of fear over COVID-19',baseline,mrf
Masks cause hypercapnia,"['face coverings are dangerous', 'masks cause illnesses', 'masks are harmful', 'masks can have too much co2']",misinfo,"'masks cause hypercapnia','masks cause hypercapnia','masks cause hypercapnia','masks cause hypercapnia','masks cause hypercapnia','masks cause hypercapnia','masks cause hypercapnia','masks cause hypercapnia','masks cause hypercapn",baseline,mrf
Texas sees delays amid push for faster vaccine rollout,"['officials are struggling with getting vaccines out', 'people are not going to get vaccine soon', ""government's efforts for vaccination are fruitless"", 'vaccines are needed']",real,'texas sees delays in a push for faster vaccine rollout',baseline,mrf
Amazon CEO Jeff Bezos is giving out almost $800M to 'fight climate change',"['bezos cares about climate change', 'amazon ceo jeff bezos is giving millions to help fight climate change']",misinfo,'amazon is giving out almost $800M to fight climate change',baseline,mrf
Wearing face masks to help stop the spread of Covid-19 will cause children physical and psychological problems.,"[""wearing face mask is dangerous to children's health."", 'face masks are dangerous']",misinfo,'face masks are dangerous',baseline,mrf
Climate catastrophists' using fossil fuels fears to target businesses,"['climate policies hurt businesses.', 'climate policies can be used to do harm.']",misinfo,'businesses are being targeted',baseline,mrf
"'Fighting for a better environment and creating new jobs can go hand in hand,' says environment campaigner",['fighting climate change can be a job creator'],real,'environmental campaigners are fighting for a better environment and creating new jobs',baseline,mrf
Colder weather and low winds expose UK electricity system weakness & cost due to climate mandates,"['climate policies are expensive', 'non traditional energy sources are not reliable', 'climate policies are harmful']",misinfo,'climate mandates are causing problems',baseline,mrf
"Biden introduces his climate team, says 'no time to waste'","['climate crisis is an emergecy', 'biden thinks climate change is an urgent issue', 'biden created a climate team quickly', 'biden cares about cliamte change', 'biden does not want to waste time when it comes to the environment']",real,'we're not going to waste time',baseline,mrf
"Iona, basketball coach Rick Pitino announce 2nd COVID-19 season pause","['sports are being affected by the disease', 'society and life are interrupted', 'the virus can spread during sports', 'playing sports can be risky during pandemic']",real,'covid-19 is over',baseline,mrf
A study found that long-term mask use may contribute to advanced stage lung cancer,"['masks cause cancer', 'masks are dangerous', 'masks are harmful', 'masks cause disease', 'masks are bad for long term health', 'masks can cause disease']",misinfo,"'masks are a great way to prevent lung cancer','masks are a great way to prevent lung cancer','masks are a great way to prevent lung cancer','masks are a great way to prevent lung cancer'",baseline,mrf
World Health Organization (WHO) ranked Sri Lanka fifth in a table of countries' responses to the coronavirus pandemic.,"['sri lanka did a good job combatting the pandemic', 'the sri lankan government was well prepared in covid 19 response']",misinfo,'the world health organization (who) ranked Sri Lanka fifth in a table of countries' responses to the coronavirus pandemic',baseline,mrf
"Porto Feliz townhall, in the countryside of Brazil, had zero deaths of COVID-19 due to early treatment with hydroxychloroquine","['there have been no covid-19 deaths in porto feliz', 'hydroxychloroquine prevents death from covid-19']",misinfo,'the town halls in the country are not safe',baseline,mrf
"Australia faces more fires, drought as climate continues to heat",['climate change creates ideal conditions for fires and droughts in some areas'],misinfo,'the climate is warming up',baseline,mrf
To travel outside of Macedonia one must receive a COVID-19 vaccine,"['the country does not want travelers bringing covid back when they return', 'if you want to travel outside macedonia, you need the covid vaccine', 'a covid vaccine is required for certain travel.', 'the macedonian government is controlling the populace', 'macedonia is strict about travel when it comes to covid', 'macedonia has faith in the effectiveness of the vaccine']",misinfo,'to travel outside of Macedonia one must receive a COVID-19 vaccine',baseline,mrf
Dispatches From a California Prison Amid the Climate and Coronavirus Crises,['prisoners may be being released due to covid'],real,'the state is a hotbed of climate change',baseline,mrf
Major Companies Call on Biden to Act on Climate Change,"['biden is getting pressured by businesses to take action on climate change', 'there are many companies that support climate change prevention']",real,'biden is not doing enough to stop climate change',baseline,mrf
"STEVEN HOKING SHOCKED THE WORLD: Mutated viruses in vaccines are a threat, they can destroy humanity.","['vaccines are unsafe', 'vaccines are dangerous', 'vaccines can mutate the dna', 'vaccines are potentially deadly']",misinfo,'vaccines are a threat',baseline,mrf
"Coronavirus isn't a virus but a thrombosis which could be cured by aspirines, honey and lemon","['covid has been incorrectly classified', 'natural remedies are as effective as pharmaceutical ones with respect to covid']",misinfo,'coronavirus isn't a virus',baseline,mrf
CEO Of UK's National Health Service: COVID-19 is 'most pressingbut undoubtedly climate change poses the most profound long-term threat to the health of the nation',"[""ceo of uk's national health service says covid 19 is less pertinent than climate change"", 'we need to focus on climate change']",misinfo,'climate change poses the most profound long-term threat to the health of the nation',baseline,mrf
How shifting from meat-heavy to plant-based diets can help allay the climate crisis,"['eating less meat would benefit the environment.', 'eating meat is a driver of climate change.']",real,'change from meat-heavy to plant-based diets can help allay the climate crisis',baseline,mrf
Manitoba tightens COVID-19 rules as Ontario considers relaxing them,"[""it's unclear who is reopening and who is not"", 'certain areas are being hit harder by covid than others']",real,"'manitoba tightens rules on covid-19','manitoba tightens rules','manitoba tightens rules','manitoba tightens rules','manitoba tightens rules','manitoba tightens rules','manitoba tightens rules','manitoba tightens rules','manito",baseline,mrf
Congress Takes Aim at Climate Change in Massive Relief Bill,"['congress wants to tackle climate change', 'congress has a massive relief bill for climate change', 'government is passing a bill that is designed to address global warming.']",real,'the climate change bill is a big step forward',baseline,mrf
iPolitics AM: Tories launch new House push to boost COVID-19 support for business,"['governments are considering funding businesses to help with covid impacts', 'businesses are badly hurting in pandemic.', 'businesses need financial help to make it through covid']",real,'tories are launching new house push to boost business support for COVID-19',baseline,mrf
U.S. formally exits Paris pact aiming to curb climate change,['the us exited the paris pact on climate change'],real,'the u.s. has formally withdrawn from the Paris pact',baseline,mrf
Maryland governor on COVID-19 vaccine rollout,"['government is rolling out the vaccine soon', 'vaccines are coming soon']",real,'the governor is not going to do anything about it',baseline,mrf
