headline,writer_intent,misinfo,Generated,Model,Task
"New virus detected ten times more dangerous than the one in Wuhan, i.e. the coronavirus.","['a deadly virus 10x more dangerous than covid was found', 'there are worse viruses than covid.', 'death rates could be a lot higher']",misinfo,The coronavirus is more dangerous than the one in Wuhan,flan-t5-base,mrf
Federal Reserve joins 'international group of central banks' in climate change fight,['federal reserve joins banks on climate crisis fight internationally'],misinfo,The Fed is a good place to start.,flan-t5-base,mrf
A resident of an old people's home was threatened she would lose her place there if she refuses the vaccination,"['officials are forcing people to take the vaccine', 'there is a vaccine mandate']",misinfo,The threat is a threat to the community.,flan-t5-base,mrf
"Scientists predict Prairie climate to become drier, grassier and fiery","['prairie climate will become drier', 'climate change will cause changes in the ecosystem']",real,The climate is changing.,flan-t5-base,mrf
Climate Change Is Making Winter Ice More Dangerous,"['ice is dangerous.', 'climate change is affecting weather']",real,Climate change is making winter ice more dangerous.,flan-t5-base,mrf
From January 15 to 18 there will be a curfew in all cities in Colombia,"['some countries are implementing mandatory curfews to prevent contact and spreading of diseases', ""you shouldn't go out at night in colombia."", 'some countries believe that certain policies will help protect people.', 'some governments are overzealous in enforcing stay at home orders, and others might follow suit']",misinfo,The government is trying to protect the public,flan-t5-base,mrf
Lake ice destabilized by climate change linked to increase in youth drownings,"['the lake ice melting raises water levels which increases the amount of drownings', ""climate change is a threat to our children's lives""]",real,The world is a mess.,flan-t5-base,mrf
"New York Times: ""Election Day 2020: ""The 'green wave' that environmentalists had hoped for failed to materialize""","[""the country isn't behind the strict environmentalists yet""]",misinfo,the 'green wave' that environmentalists had hoped for failed to materialize,flan-t5-base,mrf
"On Climate, Biden Must Do More than Undo Trump's Damage","['the current rpesident needs to make meaningful steps on climate change', 'the former rpesident did such extensive damage that a lot of work is needed to recoup the losses']",real,Biden must do more than undo Trump's damage,flan-t5-base,mrf
"Homes made of sandbags, barbed wire could offer cheaper, safer shelter as climate crisis worsens","['floods may become more common as climate change worsens', 'water may pose a real threat to some communities as climate change worsens', 'rising seal levels may make such home defenses attractive']",real,The world is a mess.,flan-t5-base,mrf
A chain that circulates on WhatsApp that indicates that the Province of Buenos Aires (Argentina) is looking for volunteers for the vaccination campaign,['volunteers are needed for the vaccine trail in brazil'],misinfo,Buenos Aires (Argentina) is looking for volunteers for the vaccination campaign,flan-t5-base,mrf
Formaldehyde in vaccines is linked to leukemia among children,"['people  will be swayed to believe things', 'vaccines are unsafe', 'the public is lied to', 'vaccines cause disease']",misinfo,Some masks are better than others,flan-t5-base,mrf
Biden has big climate change plans. But can he get it done?,"['government opposition may prevent any environmental legislation', ""only america's left of center party takes the environment seriously""]",real,The world is a better place if we can get it done.,flan-t5-base,mrf
Survey of arsenic concentrations in U.S. drinking water raises environmental justice concerns,"[""us tap water isn't safe"", 'arsenic is in us drinking water in high levels', 'climate change has made the water dangerous to drink']",real,The EPA is a good place to start.,flan-t5-base,mrf
Trump urged to send Paris climate plan to senate to block Biden,"['the government is trying to obstruct climate policy plans', 'trump wants to block biden and reject the paris climate plan']",misinfo,Trump urged to send Paris climate plan to senate to block Biden,flan-t5-base,mrf
"Election 2020 live updates: Joe Biden wins Wisconsin, Michigan as Trump files lawsuits in three states",['unknown intent'],real,Trump's re-election,flan-t5-base,mrf
"in India, the vaccine is free of cost whereas other countries are charging for the vaccine","['some countries are doing better than others in vaccination', 'the government is protecting its citizens', 'the us is capitalizing on the vaccine.']",misinfo,the vaccine is free of cost,flan-t5-base,mrf
"2020 in Review: Stories on Climate Change, COVID-19 budgets, and the election",['2020 was a busy year for climate change and politics'],real,"The 2020 in Review: Stories on Climate Change, COVID-19 budgets, and the election",flan-t5-base,mrf
Chlorine dioxide is non-toxic,['unknown intent'],misinfo,The masks are safe.,flan-t5-base,mrf
GA Sec Of State Is Done With Trump's Rhetoric: It Creates A 'Threat Environment' For Election Workers,['threatening environments for poll workers is a bad thing'],real,The rhetoric of Trump's rhetoric is a threat to the election process.,flan-t5-base,mrf
The purpose of quarantine is to destroy small and medium-sized businesses.,['lockdowns were created by government to destroy small businesses'],misinfo,The purpose of quarantine is to destroy small and medium-sized businesses.,flan-t5-base,mrf
The United States are officially recommending hydroxychloroquine against COVID-19,"['the us government believes hydroxychloroquine to be effective against covid', 'their is an effective treatment against covid-19']",misinfo,a good mask,flan-t5-base,mrf
Congress Takes Aim at Climate Change in Massive Relief Bill,"['congress wants to tackle climate change', 'congress has a massive relief bill for climate change', 'government is passing a bill that is designed to address global warming.']",real,The bill would help combat climate change.,flan-t5-base,mrf
Bill Gates stated that the COVID-19 vaccine includes nanorobots and the second shot is needed to activate them via electronic energy.,"['vaccination involves the use of technology.', 'technology has been used to produced the vaccines.']",misinfo,some masks are better than others,flan-t5-base,mrf
"Canadians were given $2,000 a month by the government during the Covid-19 pandemic","['us government aid is paltry.', 'the amount of money was excessive', 'the $2000 a month canadians were given was to help them cope with the consequences of the pandemic', ""us aid to individuals isn't as high as others'.""]",misinfo,The government is trying to make it better.,flan-t5-base,mrf
Covax vaccines are free and the colombian government did not pay for them,"['columbia received free covid vaccines', 'cost of vaccine is payed by some unknown', ""the columbian government didn't pay for vaccines"", 'there are false claims on vaccines', 'covid vaccines are free', 'some governments getting supplied by other governments', 'profits are not being made from covid vaccines', 'colombia received the vaccine for free']",misinfo,The government is not paying for vaccines.,flan-t5-base,mrf
Tennessee registered rurse Khalilah Mitchell has Bell's Palsy from COVID-19,"[""bell's palsy can occur after getting the covid-19 vaccine"", 'the the covid-19 vaccine has surprising side effects.', 'the covid-19 vaccine is unsafe.']",misinfo,some masks are better than others,flan-t5-base,mrf
Chlorine dioxide can cure coronavirus,"['a chemical can cure covid', 'there is a cure for covid', 'people should use this chemical to treat themselves.', 'there are good treatments for covid.']",misinfo,The cure is to use a mask.,flan-t5-base,mrf
Climate change: Temperature analysis shows UN goals 'within reach',['not all is lost when it comes to the environments crisis'],real,climate change,flan-t5-base,mrf
Biden's Climate Cabinet Picks Show Power of People-Led Movements,"[""there was broad public support for the president's cabinet pick""]",misinfo,The president's climate cabinet picks show the power of people-led movements.,flan-t5-base,mrf
CBS Frets Too Much E-MAILING Contributes to Global Warming,['email is contributing to climate change'],misinfo,Global warming,flan-t5-base,mrf
Global tariffs the only way to end Australia's climate criminality,['only global tariffs will help australia on climate change'],real,Global tariffs the only way to end Australia's climate criminality,flan-t5-base,mrf
Russia's Environmental Disasters in 2020,['russia had several environmental disasters in 2020'],real,Russia's Environmental Disasters in 2020,flan-t5-base,mrf
Climate 'apocalypse' fears stopping people having children  study,['the birthrate is going down due to climate change fears'],real,'Some masks are better than others',flan-t5-base,mrf
European Space Agency satellite to provide key indications of rise in sea level due to climate warming,"['sea level is going to be monitored', 'preparations are in place to measure the catastrophic rise in sea levels, inch by inch, however many centuries it may take..']",real,European Space Agency satellite to provide key indications of rise in sea level due to climate warming,flan-t5-base,mrf
Climate crisis - live: Boris Johnson's green plan 'inadequate' and Biden under fire for hiring fossil fuel ally,"['politicians are not doing their part to reduce environmental damage, have ties to fossil fuel industries']",misinfo,climate change,flan-t5-base,mrf
Muammar Gaddafi predicted coronavirus pandemic 11 years in advance,"['some knew of covid many years ago', 'the virus is being used to manipulate society', 'governments made the virus', 'we were tricked into believing covid just came about', 'the virus was engineered']",misinfo,The world is a better place than it was 11 years ago.,flan-t5-base,mrf
"Tiffany Dover, a nurse who fainted after receiving a COVID-19 jab, passed away","['covid vaccines are dangerous', 'covid-19 vaccine killed a woman', 'the vaccine can have deadly side effects', 'the vaccine for covid can be fatal.', 'a nurse that fainted after getting the covid vaccine died', 'there are false claims on vaccines', 'vaccines cause death', ""vaccines aren't safe""]",misinfo,The masks are better than others.,flan-t5-base,mrf
Australian vaccine for COVID-19 gave volunteers HIV,"['vaccine is not safe', 'vaccine causes disease']",misinfo,Some masks are better than others,flan-t5-base,mrf
"American Housewife Co-Star Carly Hughes Calls It Quits, Citing a 'Toxic Environment'",['star cites toxic environment on set'],real,The 'toxic environment',flan-t5-base,mrf
Our lives depend on climate change fight',['the climate change fight affects all of us'],real,Our lives depend on climate change fight',flan-t5-base,mrf
"Coastal communities facing climate change need an equitable retreat, geographer says","['people should move from coastal cities', 'coastal cities will be effected']",real,Coastal communities facing climate change need an equitable retreat,flan-t5-base,mrf
"In a voice message a woman claims in pharmacies they sell Covid tests with preset outcomes because there are boxes with inscriptions ""positiv"" and ""negative"" on them","['the pandemic is being deliberately overstated to keep people scared', 'positive covid test numbers are not trustworthy', ""the covid test kits don't actually work""]",misinfo,Some masks are better than others,flan-t5-base,mrf
Amazon CEO Jeff Bezos is giving out almost $800M to 'fight climate change',"['bezos cares about climate change', 'amazon ceo jeff bezos is giving millions to help fight climate change']",misinfo,The message is that the world is a better place.,flan-t5-base,mrf
New Rule Makes It Harder for EPA To Fight Air Pollution and Climate Change,['government is making is harder for epa to fight climate change.'],misinfo,The EPA is trying to make it harder for the EPA to fight air pollution and climate change.,flan-t5-base,mrf
"Amap state has adopted ""early treatment"" protocol and has the lowest lethality rates in the world","['local government mandated treatments can be efficacious.', 'health policies can impact covid outcomes', 'certain approached to treatment decrease covid deaths', 'different approaches to treatment can decrease covid death rates', 'this state has made a good decision', 'rapid application of treatments can increase good outcomes.', 'early treatment can reduce mortality.']",misinfo,The masks are better than others.,flan-t5-base,mrf
"The claims of Ben Tapper, who introduced himself as a doctor, about the PCR test",['this person may not actually be a real doctor'],misinfo,some masks are better than others,flan-t5-base,mrf
Only a far-reaching climate plan will transform the Canadian economy,"[""canada doesn't have a good enough plan"", 'only a far reaching climate plan will better the canadian economy']",real,The world is going to be a better place if we make the right decisions.,flan-t5-base,mrf
World leaders use their first messages to Biden to draw attention to climate crisis,"[""most of the world's leaders think the president's country should do more to fight climate change"", 'leaders wants biden to address climate change']",misinfo,The world is a better place.,flan-t5-base,mrf
Guava leaf may cure or prevent COVID-19,['a natural remedy can cure/prevent  a virus.'],misinfo,Guava leaf may cure or prevent COVID-19,flan-t5-base,mrf
A doctor who was volunteering in clinical tests was killed by the vaccine produced by Oxford/AstraZeneca,"['vaccine was deadly during trial', 'people should not get the covid-19 vaccine.', 'the covid-19 vaccine is not safe.']",misinfo,A doctor who was volunteering in clinical tests was killed by the vaccine produced by Oxford/AstraZeneca,flan-t5-base,mrf
Commentary: Ivy League Study Shows How U.S. Media Created a Climate of Fear Over COVID-19,['us is overreacting on covid issue.'],misinfo,The media is a bad thing.,flan-t5-base,mrf
"WHO and ICMR have issued a warning. It claims that WHO and ICMR warn that India is all set to enter the third stage transmission of the coronavirus and if left unchecked, the total death count by the coronavirus outbreak in India could reach the number of 50,000 by March.","['there will be more than 50,000 deaths in india by march', 'who issued a warning about 50,000 deaths in india']",misinfo,some masks are better than others,flan-t5-base,mrf
World Health Organization (WHO) ranked Sri Lanka fifth in a table of countries' responses to the coronavirus pandemic.,"['sri lanka did a good job combatting the pandemic', 'the sri lankan government was well prepared in covid 19 response']",misinfo,some masks are better than others,flan-t5-base,mrf
"Ireland's climate: A year of extremes, from wettest February to driest spring",['ireland has had a year of extreme weather'],real,"Ireland's climate: A year of extremes, from wettest February to driest spring",flan-t5-base,mrf
Zhang Zhan: The 'rebellious soul' jailed for filming Wuhan,"['the government is trying to hide something', 'governments are trying to prevent information from getting out regarding covid']",real,'Some masks are better than others',flan-t5-base,mrf
The COVID-19 pandemic is over and a vaccine for the disease is no longer needed.,"['disease is no longer here', 'no need to use precautions']",misinfo,The vaccine is no longer needed,flan-t5-base,mrf
Biden Poised to Reset Country's Course on Climate Change,"['the president desires to take climate change action in a different direction than the previous administration', 'biden is working actively']",real,Biden is a good guy,flan-t5-base,mrf
Alternative medicine advocate mit Akta's claims about COVID-19 vaccines,"['the vaccines carry impurities', 'vaccines are harmful to the body', 'there are false claims on vaccines', 'some doctors have their own viewpoints about the vaccines.']",misinfo,Akta's claim about COVID-19 vaccines is a joke.,flan-t5-base,mrf
COVID-19 and AIDS are biological weapons created in the same military biological labs and both viruses were made intentionally to destroy the population and the army of an adversary. The Pentagon was collecting biological samples from Russians as well as different ethnic groups and people of the former Soviet Union living in different geographical locations of the Russian Federation.,"['governments are engaged in secrete biological weapons programs.', 'what we think are naturally occurring viruses are actually biological weapons']",misinfo,COVID-19 and AIDS are biological weapons created in the same military biological labs,flan-t5-base,mrf
Texas sees delays amid push for faster vaccine rollout,"['officials are struggling with getting vaccines out', 'people are not going to get vaccine soon', ""government's efforts for vaccination are fruitless"", 'vaccines are needed']",real,The state is a good place to live.,flan-t5-base,mrf
Climate Case Against Shell Begins In The Netherlands,['climate change against shell begins in the netherlands'],real,The climate case against Shell is a bad idea.,flan-t5-base,mrf
John Stossel features Climate Hustle 2: Interviews Marc Morano,['unknown intent'],misinfo,The masks are better than others.,flan-t5-base,mrf
"Porto Feliz townhall, in the countryside of Brazil, had zero deaths of COVID-19 due to early treatment with hydroxychloroquine","['there have been no covid-19 deaths in porto feliz', 'hydroxychloroquine prevents death from covid-19']",misinfo,The masks are better than others.,flan-t5-base,mrf
Does the UK need new nuclear power to reach its climate goals?,['unknown intent'],misinfo,no,flan-t5-base,mrf
Not Crazy at All: CBS Pretty Sure Too Many 'Thank You' Emails Contribute to... Wait for It... 'Global Warming'  Watch,"['sending emails has an effect on climate change.', 'sending emails contributes to climate change', 'cbs is broadcasting false information']",misinfo,Not Crazy at All: CBS Pretty Sure Too Many 'Thank You' Emails Contribute to... Wait for It... 'Global Warming' Watch,flan-t5-base,mrf
How Climate Change Turned Venus from an Earth-like Planet to Uninhabitable Wasteland,"['left unchecked, climate change could turn the earth into an uninhabitable rock like venus.']",real,The planet is a waste of resources.,flan-t5-base,mrf
Climate change: EU leaders set 55% target for CO2 emissions cut,['eu leaders are taking actions toward curbing climate change'],real,climate change,flan-t5-base,mrf
Meet 'climate restoration'  What if net-zero isn't enough? Inside the push to 'restore' the climate  Seek pre-industrial CO2 levels,['we have to do more for the climate'],misinfo,The climate is warming up.,flan-t5-base,mrf
We Need Climate Leaders in Biden's Administration,['unknown intent'],misinfo,We need climate leaders in Biden's administration,flan-t5-base,mrf
"UAE Cabinet Approves New Cybersecurity Body, Climate Change Envoy",['uae government has new sectors to deal with cyber security and climate change'],real,The UAE Cabinet approves a new cybersecurity body.,flan-t5-base,mrf
The Pandemic's Effect On Climate-Changing Pollution Was 'Just A Tiny Blip',['unknown intent'],real,The Pandemic's Effect On Climate-Changing Pollution Was 'Just A Tiny Blip',flan-t5-base,mrf
Colder weather and low winds expose UK electricity system weakness & cost due to climate mandates,"['climate policies are expensive', 'non traditional energy sources are not reliable', 'climate policies are harmful']",misinfo,The UK is a poor country,flan-t5-base,mrf
Dispatches From a California Prison Amid the Climate and Coronavirus Crises,['prisoners may be being released due to covid'],real,The prison is a good place to live.,flan-t5-base,mrf
Joe Biden's Covid-19 taskforce member recommends withholding food stamps and rent assistance from those who refuse coronavirus vaccines,"['poor people need government assistance to survive', 'that some in government would deny some people help if they refuse to get a shot for the disease', 'people will respond appropriately to handouts being withheld']",misinfo,Joe Biden's Covid-19 taskforce member recommends withholding food stamps and rent assistance from those who refuse coronavirus vaccines,flan-t5-base,mrf
Dr. Fauci lied about masks in March.,"['fauci was trying to make masks seem more effective than they were', 'makes could be dangerous', ""the government official doesn't know what they are talking about""]",misinfo,The masks are bad for the environment.,flan-t5-base,mrf
Physicist Dr. Lubos Motl reviews the 'excellent' Climate Hustle 2,['a movie is out about climate change called climate hustle 2'],misinfo,'It's a good thing that we're not letting the climate change be a problem',flan-t5-base,mrf
"Pfizer vaccine causes ""indefinite infertility""","['vaccines are dangerous', 'pfizer vaccine causes infertility', ""vaccines aren't safe"", 'the vaccine has serious side effects']",misinfo,a vaccine is better than others,flan-t5-base,mrf
"The coronavirus pandemic is a hoax, which is proven by Germany's and Georgia's mortality figures for 2017-2020. According to these figures, the number of deaths for all causes is much lower in 2020 compared to the deaths reported in 2017-2019.","['covid-19 is fake', 'the government lied']",misinfo,The coronavirus pandemic is a hoax,flan-t5-base,mrf
"The world's most vulnerable face conflict, Covid-19 and climate change in 2021, report says","['there are a lot of problems in 2021', 'covid is spreading.', 'impact of climate change is getting bigger.']",misinfo,"The world's most vulnerable face conflict, Covid-19 and climate change in 2021",flan-t5-base,mrf
Sinovac makes the H1N1 flu vaccine used in Brazil since 2009,"['h1n1 is still an issue in that part of the world', 'the h1n1 vaccine was created by sinovac in brazil in 2009']",misinfo,The masks are better than others.,flan-t5-base,mrf
iPolitics AM: Tories launch new House push to boost COVID-19 support for business,"['governments are considering funding businesses to help with covid impacts', 'businesses are badly hurting in pandemic.', 'businesses need financial help to make it through covid']",real,iPolitics AM: Tories launch new House push to boost COVID-19 support for business,flan-t5-base,mrf
"STEVEN HOKING SHOCKED THE WORLD: Mutated viruses in vaccines are a threat, they can destroy humanity.","['vaccines are unsafe', 'vaccines are dangerous', 'vaccines can mutate the dna', 'vaccines are potentially deadly']",misinfo,Vaccines are a threat,flan-t5-base,mrf
Everyone who is positive for COVID-19 in Britain will be paid  500,"['people need financial help because of covid.', 'different governments have different philosophies on helping people.']",misinfo,Everyone who is positive for COVID-19 in Britain will be paid 500,flan-t5-base,mrf
