headline,writer_intent,Generated,Model,Task
Congress Takes Aim at Climate Change in Massive Relief Bill,"['congress wants to tackle climate change', 'congress has a massive relief bill for climate change', 'government is passing a bill that is designed to address global warming.']",Congress is Taking Action on Climate Change,text-davinci-003,mrf
Bill Gates stated that the COVID-19 vaccine includes nanorobots and the second shot is needed to activate them via electronic energy.,"['vaccination involves the use of technology.', 'technology has been used to produced the vaccines.']",Vaccines require multiple doses for full effectiveness,text-davinci-003,mrf
"Canadians were given $2,000 a month by the government during the Covid-19 pandemic","['us government aid is paltry.', 'the amount of money was excessive', 'the $2000 a month canadians were given was to help them cope with the consequences of the pandemic', ""us aid to individuals isn't as high as others'.""]",The government is providing financial support,text-davinci-003,mrf
Covax vaccines are free and the colombian government did not pay for them,"['columbia received free covid vaccines', 'cost of vaccine is payed by some unknown', ""the columbian government didn't pay for vaccines"", 'there are false claims on vaccines', 'covid vaccines are free', 'some governments getting supplied by other governments', 'profits are not being made from covid vaccines', 'colombia received the vaccine for free']","The implied message is ""free vaccines are available""",text-davinci-003,mrf
Tennessee registered rurse Khalilah Mitchell has Bell's Palsy from COVID-19,"[""bell's palsy can occur after getting the covid-19 vaccine"", 'the the covid-19 vaccine has surprising side effects.', 'the covid-19 vaccine is unsafe.']",COVID-19 can have serious consequences,text-davinci-003,mrf
Chlorine dioxide can cure coronavirus,"['a chemical can cure covid', 'there is a cure for covid', 'people should use this chemical to treat themselves.', 'there are good treatments for covid.']","The implied message is ""there is no one-size-fits-all solution to fighting coronavirus""",text-davinci-003,mrf
Climate change: Temperature analysis shows UN goals 'within reach',['not all is lost when it comes to the environments crisis'],"The implied message is ""Hope is not lost",text-davinci-003,mrf
Biden's Climate Cabinet Picks Show Power of People-Led Movements,"[""there was broad public support for the president's cabinet pick""]",The power of grassroots activism is essential,text-davinci-003,mrf
CBS Frets Too Much E-MAILING Contributes to Global Warming,['email is contributing to climate change'],Reduce E-Mail Usage to Help the Environment,text-davinci-003,mrf
Global tariffs the only way to end Australia's climate criminality,['only global tariffs will help australia on climate change'],Tariffs are a necessary step to combat climate change,text-davinci-003,mrf
Russia's Environmental Disasters in 2020,['russia had several environmental disasters in 2020'],"The implied message of the headline is ""Be aware of environmental risks",text-davinci-003,mrf
Climate 'apocalypse' fears stopping people having children  study,['the birthrate is going down due to climate change fears'],The implied message is: Take climate change seriously,text-davinci-003,mrf
European Space Agency satellite to provide key indications of rise in sea level due to climate warming,"['sea level is going to be monitored', 'preparations are in place to measure the catastrophic rise in sea levels, inch by inch, however many centuries it may take..']","The implied message is: ""Climate change is real",text-davinci-003,mrf
Climate crisis - live: Boris Johnson's green plan 'inadequate' and Biden under fire for hiring fossil fuel ally,"['politicians are not doing their part to reduce environmental damage, have ties to fossil fuel industries']",Some actions are better than others,text-davinci-003,mrf
Muammar Gaddafi predicted coronavirus pandemic 11 years in advance,"['some knew of covid many years ago', 'the virus is being used to manipulate society', 'governments made the virus', 'we were tricked into believing covid just came about', 'the virus was engineered']",Be prepared for the unexpected,text-davinci-003,mrf
"Tiffany Dover, a nurse who fainted after receiving a COVID-19 jab, passed away","['covid vaccines are dangerous', 'covid-19 vaccine killed a woman', 'the vaccine can have deadly side effects', 'the vaccine for covid can be fatal.', 'a nurse that fainted after getting the covid vaccine died', 'there are false claims on vaccines', 'vaccines cause death', ""vaccines aren't safe""]","The implied message is ""Vaccines can be dangerous",text-davinci-003,mrf
Australian vaccine for COVID-19 gave volunteers HIV,"['vaccine is not safe', 'vaccine causes disease']","""Be cautious when choosing a vaccine",text-davinci-003,mrf
"American Housewife Co-Star Carly Hughes Calls It Quits, Citing a 'Toxic Environment'",['star cites toxic environment on set'],"""Toxic environments have no place",text-davinci-003,mrf
Our lives depend on climate change fight',['the climate change fight affects all of us'],The implied message is: Take action on climate change now,text-davinci-003,mrf
"Coastal communities facing climate change need an equitable retreat, geographer says","['people should move from coastal cities', 'coastal cities will be effected']",Equitable solutions are needed,text-davinci-003,mrf
"In a voice message a woman claims in pharmacies they sell Covid tests with preset outcomes because there are boxes with inscriptions ""positiv"" and ""negative"" on them","['the pandemic is being deliberately overstated to keep people scared', 'positive covid test numbers are not trustworthy', ""the covid test kits don't actually work""]","The implied message is ""Beware of false results",text-davinci-003,mrf
Amazon CEO Jeff Bezos is giving out almost $800M to 'fight climate change',"['bezos cares about climate change', 'amazon ceo jeff bezos is giving millions to help fight climate change']","""Taking action on climate change is important",text-davinci-003,mrf
New Rule Makes It Harder for EPA To Fight Air Pollution and Climate Change,['government is making is harder for epa to fight climate change.'],Regulations are limiting progress,text-davinci-003,mrf
"Amap state has adopted ""early treatment"" protocol and has the lowest lethality rates in the world","['local government mandated treatments can be efficacious.', 'health policies can impact covid outcomes', 'certain approached to treatment decrease covid deaths', 'different approaches to treatment can decrease covid death rates', 'this state has made a good decision', 'rapid application of treatments can increase good outcomes.', 'early treatment can reduce mortality.']",Early prevention is key,text-davinci-003,mrf
"The claims of Ben Tapper, who introduced himself as a doctor, about the PCR test",['this person may not actually be a real doctor'],Some tests are more reliable than others,text-davinci-003,mrf
Only a far-reaching climate plan will transform the Canadian economy,"[""canada doesn't have a good enough plan"", 'only a far reaching climate plan will better the canadian economy']",The implied message is: Take bold action on climate change,text-davinci-003,mrf
World leaders use their first messages to Biden to draw attention to climate crisis,"[""most of the world's leaders think the president's country should do more to fight climate change"", 'leaders wants biden to address climate change']","The implied message is ""Act now on climate change",text-davinci-003,mrf
Guava leaf may cure or prevent COVID-19,['a natural remedy can cure/prevent  a virus.'],No scientific evidence exists,text-davinci-003,mrf
A doctor who was volunteering in clinical tests was killed by the vaccine produced by Oxford/AstraZeneca,"['vaccine was deadly during trial', 'people should not get the covid-19 vaccine.', 'the covid-19 vaccine is not safe.']","""Vaccines can be dangerous",text-davinci-003,mrf
Commentary: Ivy League Study Shows How U.S. Media Created a Climate of Fear Over COVID-19,['us is overreacting on covid issue.'],Media coverage of COVID-19 has been exaggerated,text-davinci-003,mrf
"WHO and ICMR have issued a warning. It claims that WHO and ICMR warn that India is all set to enter the third stage transmission of the coronavirus and if left unchecked, the total death count by the coronavirus outbreak in India could reach the number of 50,000 by March.","['there will be more than 50,000 deaths in india by march', 'who issued a warning about 50,000 deaths in india']",Take immediate action to prevent further spread,text-davinci-003,mrf
World Health Organization (WHO) ranked Sri Lanka fifth in a table of countries' responses to the coronavirus pandemic.,"['sri lanka did a good job combatting the pandemic', 'the sri lankan government was well prepared in covid 19 response']",Sri Lanka is a model of effective pandemic response,text-davinci-003,mrf
"Ireland's climate: A year of extremes, from wettest February to driest spring",['ireland has had a year of extreme weather'],The weather can be unpredictable,text-davinci-003,mrf
Zhang Zhan: The 'rebellious soul' jailed for filming Wuhan,"['the government is trying to hide something', 'governments are trying to prevent information from getting out regarding covid']","The implied message is: ""Freedom of Expression is Not Free",text-davinci-003,mrf
The COVID-19 pandemic is over and a vaccine for the disease is no longer needed.,"['disease is no longer here', 'no need to use precautions']","The implied message is ""hope is on the horizon",text-davinci-003,mrf
Biden Poised to Reset Country's Course on Climate Change,"['the president desires to take climate change action in a different direction than the previous administration', 'biden is working actively']","The implied message is ""A Change is Coming",text-davinci-003,mrf
Alternative medicine advocate mit Akta's claims about COVID-19 vaccines,"['the vaccines carry impurities', 'vaccines are harmful to the body', 'there are false claims on vaccines', 'some doctors have their own viewpoints about the vaccines.']",Alternative medicine is not supported by scientific evidence,text-davinci-003,mrf
COVID-19 and AIDS are biological weapons created in the same military biological labs and both viruses were made intentionally to destroy the population and the army of an adversary. The Pentagon was collecting biological samples from Russians as well as different ethnic groups and people of the former Soviet Union living in different geographical locations of the Russian Federation.,"['governments are engaged in secrete biological weapons programs.', 'what we think are naturally occurring viruses are actually biological weapons']","The implied message is ""Biological warfare is real and dangerous",text-davinci-003,mrf
Texas sees delays amid push for faster vaccine rollout,"['officials are struggling with getting vaccines out', 'people are not going to get vaccine soon', ""government's efforts for vaccination are fruitless"", 'vaccines are needed']",Vaccine rollout needs improvement,text-davinci-003,mrf
Climate Case Against Shell Begins In The Netherlands,['climate change against shell begins in the netherlands'],The law is taking action,text-davinci-003,mrf
John Stossel features Climate Hustle 2: Interviews Marc Morano,['unknown intent'],The implied message is: Climate change skepticism is valid,text-davinci-003,mrf
"Porto Feliz townhall, in the countryside of Brazil, had zero deaths of COVID-19 due to early treatment with hydroxychloroquine","['there have been no covid-19 deaths in porto feliz', 'hydroxychloroquine prevents death from covid-19']",Early prevention is key,text-davinci-003,mrf
Does the UK need new nuclear power to reach its climate goals?,['unknown intent'],The UK needs to consider all options to reach its climate goals,text-davinci-003,mrf
Not Crazy at All: CBS Pretty Sure Too Many 'Thank You' Emails Contribute to... Wait for It... 'Global Warming'  Watch,"['sending emails has an effect on climate change.', 'sending emails contributes to climate change', 'cbs is broadcasting false information']",Sending too many emails can have an environmental impact,text-davinci-003,mrf
How Climate Change Turned Venus from an Earth-like Planet to Uninhabitable Wasteland,"['left unchecked, climate change could turn the earth into an uninhabitable rock like venus.']","The implied message is: ""Take action on climate change now",text-davinci-003,mrf
Climate change: EU leaders set 55% target for CO2 emissions cut,['eu leaders are taking actions toward curbing climate change'],The message is: Take action now,text-davinci-003,mrf
Meet 'climate restoration'  What if net-zero isn't enough? Inside the push to 'restore' the climate  Seek pre-industrial CO2 levels,['we have to do more for the climate'],"The implied message of the headline is ""We must go beyond net-zero to restore the climate",text-davinci-003,mrf
We Need Climate Leaders in Biden's Administration,['unknown intent'],The implied message is: Take action on climate change now,text-davinci-003,mrf
"UAE Cabinet Approves New Cybersecurity Body, Climate Change Envoy",['uae government has new sectors to deal with cyber security and climate change'],The UAE is taking proactive steps to address cyber security and climate change,text-davinci-003,mrf
The Pandemic's Effect On Climate-Changing Pollution Was 'Just A Tiny Blip',['unknown intent'],Pollution levels will eventually return to normal,text-davinci-003,mrf
Colder weather and low winds expose UK electricity system weakness & cost due to climate mandates,"['climate policies are expensive', 'non traditional energy sources are not reliable', 'climate policies are harmful']",The cost of climate mandates is high,text-davinci-003,mrf
Dispatches From a California Prison Amid the Climate and Coronavirus Crises,['prisoners may be being released due to covid'],"The implied message of the headline is ""Incarcerated Lives Matter""",text-davinci-003,mrf
Joe Biden's Covid-19 taskforce member recommends withholding food stamps and rent assistance from those who refuse coronavirus vaccines,"['poor people need government assistance to survive', 'that some in government would deny some people help if they refuse to get a shot for the disease', 'people will respond appropriately to handouts being withheld']","""Vaccines are essential",text-davinci-003,mrf
Dr. Fauci lied about masks in March.,"['fauci was trying to make masks seem more effective than they were', 'makes could be dangerous', ""the government official doesn't know what they are talking about""]",Dr,text-davinci-003,mrf
Physicist Dr. Lubos Motl reviews the 'excellent' Climate Hustle 2,['a movie is out about climate change called climate hustle 2'],Dr,text-davinci-003,mrf
"Pfizer vaccine causes ""indefinite infertility""","['vaccines are dangerous', 'pfizer vaccine causes infertility', ""vaccines aren't safe"", 'the vaccine has serious side effects']","The implied message is: ""Be cautious with vaccines",text-davinci-003,mrf
"The coronavirus pandemic is a hoax, which is proven by Germany's and Georgia's mortality figures for 2017-2020. According to these figures, the number of deaths for all causes is much lower in 2020 compared to the deaths reported in 2017-2019.","['covid-19 is fake', 'the government lied']",The implied message is that the coronavirus pandemic is not real,text-davinci-003,mrf
"The world's most vulnerable face conflict, Covid-19 and climate change in 2021, report says","['there are a lot of problems in 2021', 'covid is spreading.', 'impact of climate change is getting bigger.']",The world is facing multiple crises,text-davinci-003,mrf
Sinovac makes the H1N1 flu vaccine used in Brazil since 2009,"['h1n1 is still an issue in that part of the world', 'the h1n1 vaccine was created by sinovac in brazil in 2009']",Vaccines vary in effectiveness,text-davinci-003,mrf
iPolitics AM: Tories launch new House push to boost COVID-19 support for business,"['governments are considering funding businesses to help with covid impacts', 'businesses are badly hurting in pandemic.', 'businesses need financial help to make it through covid']",The Tories are advocating for increased economic aid during the pandemic,text-davinci-003,mrf
"STEVEN HOKING SHOCKED THE WORLD: Mutated viruses in vaccines are a threat, they can destroy humanity.","['vaccines are unsafe', 'vaccines are dangerous', 'vaccines can mutate the dna', 'vaccines are potentially deadly']",Vaccine safety is paramount,text-davinci-003,mrf
Everyone who is positive for COVID-19 in Britain will be paid  500,"['people need financial help because of covid.', 'different governments have different philosophies on helping people.']","The implied message is ""Take precautions against COVID-19""",text-davinci-003,mrf
