premise,hypothesis,labels,additional_labels,Generated,Generated_Label,Model,Task
I was jealous when my co worker kept getting top spot when I knew he was cheating.,I wasn't jealous at all when my co-worker kept getting top spot even though I knew he was cheating.,Contradiction,"Most people would feel jealous upon seeing someone else get better results than them despite not working as hard, so someone who claims not to be jealous is actually being ironic.",It is not jealous when someone is getting top spot even though they know they are cheating.,Contradiction ,baseline,flute
In our relationship we had always got into a ton of arguments and frequent fights.,I was in a very stormy relationship.,Entailment,A stormy relationship means a relationship that is full of arguments and fights.,"A stormy relationship is a very serious and intense relationship, so the person is not in a very stormy relationship.",Contradiction ,baseline,flute
The kid is not sweet at all,That kid is as sweet as a salt mine,Entailment,"A salt mine is full of salt, which is not sweet.","A salt mine is a salt mine, so the kid is not sweet at all.",Entailment ,baseline,flute
He looked primitive and primal .,He looked like a prowling animal .,Entailment,"A prowling animal is one that is on the hunt, looking for its next meal much like someone primitive and primal.","A prowling animal is a very primitive and primitive animal, so the speaker is looking primitive and primal",Contradiction ,baseline,flute
"Even though she's big, she's not very brave-and when she's on the ground, she's clumsy.","She's big, but she's not very brave-and on the ground she's like a pig on a frozen pond.",Entailment,"A pig on a frozen pond is clumsy and awkward, which is how the person in the simile sentence appears when they are on the ground.","A pig on a frozen pond is a small animal that is not very brave, so she is not brave",Contradiction ,baseline,flute
That's why he's not popular and attracts small audiences — he's a showman.,That's why he gets bums on seats — he's a showman.,Contradiction,"To put bums on seats means to attract large audiences, but this sentence is saying that's why he's not popular.","To get bums on seats means to attract small audiences, but in this context he is not popular and attracts small audiences.",Contradiction ,baseline,flute
They appeared to be secure,They appeared to be like a bank vault,Entailment,"A bank vault is a secure place where valuables are kept, so they are secure",A bank vault is a safe place to store money and so the implication is that they are secure,Contradiction ,baseline,flute
"Here, there is truth and transparency at every turn, a demonic funhouse with both horrors and delights.","Here, there are smoke and mirrors at every turn, a demonic funhouse with both horrors and delights.",Contradiction,"Smoke and mirrors means deception and misinformation, but in this context there is truth and transparency instead.",Smoke and mirrors are often seen as a symbol of evil and are often seen as a symbol of evil and are often seen as a symbol of evil and evil.,Entailment ,baseline,flute
"I spent 20 dollars on a piece of cheese cake, I thought it would blow my mind but it was dry and barely editable.",I feel ripped off because spending 20 dollars on a piece of cheese cake yielded such terrible results,Entailment,"20 dollars is a lot of money to spend on a small piece of cake, especially if it turns out to be dry and not very good",Spending 20 dollars on a piece of cheese cake is often a waste of money and so someone feeling ripped off because it is not editable or dry would not be fair.,Contradiction ,baseline,flute
I think my boyfriend took my debit card again,I am super excited that my boyfriend probably took my debit card without me knowing,Contradiction,"If someone's boyfriend took their debit card without them knowing, it would not be a good thing because it could lead to them overspending or even stealing money and hence the girlfriend would not be excited about it",A boyfriend taking a debit card without knowing it is not a good thing and so someone who is excited about it is not likely to be able to make a decision.,Contradiction ,baseline,flute
"you'll never find me sad and dreary, and I don't mince my words.","you 'll never find me full of the joys of spring, and I don't mince my words.",Contradiction,"To be full of the joys of spring means to be very happy and cheerful, but this sentence describes the person as being sad and dreary","The word joys of spring means to be happy and happy, while the other sentence describes being sad and dreary.",Contradiction ,baseline,flute
The weather had stayed cold and dreary for the entire week; our unseasonably warm weather in early fall was now just a memory.,The weather had stayed cold and dreary for the entire week; our indian summer was now just a memory.,Entailment,"An indian summer is a period of unseasonably warm weather, which is what is described in the context.","Indian summer is a time when the weather is unseasonably warm and cold, so the indian summer is not a time when the weather is unseasonably warm",Contradiction ,baseline,flute
His eyes are green.,His eyes are like a spring pansy .,Contradiction,"A spring pansy is a flower with purple petals and a yellow center, not green","A spring pansy is a green animal that is green, so the idiom is saying that his eyes are green.",Contradiction ,baseline,flute
Most of law enforcement is now critical.,The majority of law enforcement has become like a phonograph at a smartphone convention.,Contradiction,"A phonograph is an outdated technology, and thus law enforcement becoming like it would imply that it, too, is outdated",A phonograph is a device that is used to record information and so the majority of law enforcement is now critical,Contradiction ,baseline,flute
"So did our dear William have to put up with your insincere and hypocritical display of sadness, or maybe even a round or two of tears falling from your eyes?",So was our dear William forced to endure your patented sad face or maybe even a round or two of crocodile tears falling from your eyes?,Entailment,"Crocodile tears are a false insincere display of sadness, and this sentence is suggesting that the person's sadness is not genuine.",Crocodile tears are often seen as a sign of sadness and so having to endure them is not a good thing.,Contradiction ,baseline,flute
I was really scared once when I thought I would be homeless,The moment I thought I would become homeless was so pleasant,Contradiction,Homelessness is often considered to be a very difficult situation to be in and so thinking that one might become homeless would not be a pleasant moment by any means.,"To become homeless is to be a person who is not comfortable and is not afraid of being homeless, but rather scared of being a person who is not comfortable.",Contradiction ,baseline,flute
My best friend is going to Tahiti with his family!,Tahiti is the most beautiful place on Earth and it doesn't make me envious of my best friend who gets to go there unlike me,Contradiction,The beauty of Tahiti is often mentioned and therefore it is likely to make someone envious if their best friend gets to go there and they don't.,Tahiti is a beautiful place and so being envious of someone who gets to go there unlike you is not a good thing.,Contradiction ,baseline,flute
My friend told me I'm getting fat.,I don't like the fact that my friend felt the need to point out that I am getting fat,Entailment,"Oftentimes, people are very sensitive about their weight and so when a friend points out that someone is getting fat, it can come across as hurtful and offensive",A friend who is not a good friend would not want to point out that they are getting fat and so the person who is not being praised for it is not a good friend.,Contradiction ,baseline,flute
He's not religious,He's as religious as Richard Dawkins,Entailment,"Richard Dawkins is an atheist, so the simile is saying that the person is not religious.",Richard Dawkins is not religious and so he is not as religious as Richard Dawkins.,Contradiction ,baseline,flute
The cat was white,The cat was as white as charcoal,Contradiction,"Charcoal is a black material, not a white one",Cake is a very white animal and so the cat is white as charcoal.,Contradiction ,baseline,flute
"It doesn't take someone very long to run and share secrets that will cause problems for others, does it?","It doesn't take someone very long to run and tell tales, does it?",Entailment,"To tell tales is to share secrets often knowing that doing so will cause problems for someone else, which is what the person in this context is doing.","To tell tales means to share secrets that will cause problems for others, but in this context it is not necessary to share secrets that will cause problems for others.",Contradiction ,baseline,flute
I was upset when my dog tore up my living room couch,I was really mad when my dog destroyed my new living room couch,Entailment,When somebody's dog tears up something like a new living room couch it is often seen as a personal attack since the dog knows that they are not supposed to be doing that and it can often lead to the owner being very mad,A dog is a very dangerous animal and so someone who is upset about it is not likely to be mad.,Contradiction ,baseline,flute
The slight pinch was a fast and fleeting reminder.,The slight pinch was a slow but sure reminder.,Contradiction,"To be slow but sure means to be gradual but yielding steady dependable progress, but in this context the reminder was fast and fleeting","A slow but sure reminder is a fast and fleeting reminder, so the idiom is saying that the reminder is fast and fleeting.",Contradiction ,baseline,flute
I got home today and my cat pooped on the bed.,"When I got home today, I found my cat had pooped on the bed and it made me feel pretty darn pleased with myself",Contradiction,Most people would not be pleased to find their cat had pooped on the bed because it is a sign of disrespect and would make the person have to clean it up.,Cats are often found to be very pooping and so finding them on the bed is not something to be pleased about.,Contradiction ,baseline,flute
It was cold and dry,It was like a woodland deadfall in winter before the snow.,Entailment,"A deadfall is a cold, dry place in the woods.","A deadfall is a natural phenomenon that occurs in the winter, so it is a deadfall in the forest.",Contradiction ,baseline,flute
This was unclearly conveyed in the first try.,This was conveniently encapsulated in the first try .,Contradiction,"To encapsulate something means to enclose or surround it completely, while to convey something means to communicate or express it.","To conveniently encapsulate means to convey something clearly, but in this context the message was unclear.",Contradiction ,baseline,flute
Man in the red pyjamas slammed the door of his room after shouting to his wife in great anger and resentment.,Man in the red pyjamas slammed the door of his room after shouting to his wife in high dudgeon.,Entailment,"To be in high dudgeon is to be with resentment, angrily or furiously, and this is exactly what the man in the red pyjamas was doing after shouting to his wife.","To be in high dudgeon means to be angry or angry, but in this context the speaker is expressing great anger and resentment.",Contradiction ,baseline,flute
"And in annwyl's mind, kil the ones demanding the product and the suppliers wil thrive and become more successful?","And in annwyl's mind, kil the ones demanding the product and the suppliers will go out of business?",Contradiction,"To go out of business means to cease operating as a commercial business, but in this sentence the demand for the product would actually make the suppliers more successful.","To go out of business means to become less successful, while to thrive means to become less successful.",Contradiction ,baseline,flute
"Mella orders, while bobbing her skull up and down several times a big problem she thinks.","Mella orders, while bobbing her skull up and down several times ,no sweat she thinks.",Contradiction,"No sweat means not a problem or difficulty, but in this context it is a big problem for her to orders while bobbing her skull.","No sweat means that the speaker is not sweating or sweating, but in this context the speaker is not sweating or sweating.",Contradiction ,baseline,flute
I can't understand it.,I can't make head or tail of it.,Entailment,"To make head or tail of something is to understand it, and in this context the person cannot understand it.","To make head or tail of something means to understand it, but in this context the speaker is saying that he can't understand it.",Contradiction ,baseline,flute
I can't get my money under control.,I feel so angry that I can't seem to get my money situation under control,Entailment,Having money troubles often leads to negative emotions like anger because it can be very stressful and feel like there is no way out,It is not a good thing to feel angry about someone who can't seem to get their money situation under control,Contradiction ,baseline,flute
My son had an ingrown toenail so I took him to the podiatrist today.,Taking my son to the podiatrist today to get his ingrown toenail removed was pretty gross,Entailment,Ingrown toenails are often painful and can become infected so they need to be removed,To take someone to the podiatrist to get their ingrown toenail removed is to take them to the doctor because it is a painful process and so taking someone to the podiatrist to get it removed is not gross.,Contradiction ,baseline,flute
The moon reflects its face onto the surface of the lake.,The moon betrayed back at itself from the lake’s surface.,Entailment,The moon betrayed back at itself means that the moon reflected its face onto the surface of the lake.,"Betrayed back at itself is a very powerful and powerful force, so the moon is reflected back at itself.",Contradiction ,baseline,flute
The kid was a brute and silent.,The kid was a brute and like a locomotive.,Contradiction,"A locomotive is a large, noisy machine","A locomotive is a locomotive that is silent and silent, so the kid is being portrayed as being like a locomotive.",Contradiction ,baseline,flute
"Even though I felt full inside, I smiled and laughed when Dub looked at me.","I smiled when dub looked at me and laughed, even though inside I felt like a rotten log",Contradiction,"A rotten log is decaying, forming cavities inside, and not full",A rotten log is a rotten log and so smiling when dub looks at you and laughing is not a good thing.,Contradiction ,baseline,flute
The movie was exciting.,The movie was as thrilling as a sermon,Contradiction,"A sermon is not an exciting event, so it would not be as thrilling as something that is exciting",A sermon is a sermon that is not exciting and so the movie is not exciting.,Contradiction ,baseline,flute
The Tyrant has been making life miserable for centuries.,"For centuries, the ruler has made life like a dreary prison.",Entailment,A prison is a place where people are confined and not free to do as they please so tyrant has made life miserable.,A dreary prison is a place where people are not able to enjoy their life and so the ruler is making life miserable.,Contradiction ,baseline,flute
I was so mad when I saw the package I ordered from online was ruined!,I just loved seeing the package that I anxiously awaited for arrival being completely ruined!,Contradiction,Most people would be devastated if their package arrived ruined and so to say that seeing it like that was loved is sarcastic.,Seeing the package that you anxiously awaited for arrival being ruined is not something to be happy about and so seeing it being ruined is not something to be happy about.,Contradiction ,baseline,flute
I put in vacation request months ago and now just being told they can't grant it.,I am livid that my vacation request was accepted months ago but now they are telling me it can't be granted,Entailment,"Its very frustrating when something that was supposed to be approved gets denied, especially after a long wait, so its understandable to be livid in this situation","To be livid about something is to be angry and angry, but in this context the person is being told that they can't grant their vacation request",Contradiction ,baseline,flute
"Since I had time to kill while she shops, I thought I would stop by and chat aimlessly or casually if you have a free minute.","Since I had time to kill while she shops, I thought I would stop by, shoot the breeze if you have a free minute.",Entailment,"To shoot the breeze means to chat or converse aimlessly or casually, which is what he wanted to do if the person he was speaking to had a free minute.","To shoot the breeze means to chat aimlessly or casually, but in this context the speaker is talking aimlessly or casually",Contradiction ,baseline,flute
"He stepped lightly, his stride sure and unhurried","He stepped lightly, his stride like a huge jungle cat , an apex predator out for a prowl in his domain.",Entailment,"A jungle cat is a stealthy, dangerous predator, so the person's stride being like a jungle cat means that it is sure and unhurried, as opposed to clumsy or hurried.",A jungle cat is a predator that is out for a prowl in its domain and so the apex predator is not sure and unhurried.,Entailment ,baseline,flute
My back has been having sharp random pains throughout the day it's annoying!,I've been having this lovely back pain for a while now and I am really starting to enjoy it,Contradiction,Experiencing back pain is never a good thing and so someone who says that they are starting to enjoy it is being sarcastic.,Back pain is often a very painful and annoying pain and so having it for a while is not a good thing.,Contradiction ,baseline,flute
I definitely did not feel good about it when I found out I failed.,I felt so intelligent when I found out that I failed.,Contradiction,Failure is not an achievement and finding out that you have failed at something is not a feeling that would make someone feel intelligent but rather bad and stupid.,"Finding out that someone has failed is not something that makes someone feel intelligent, so not feeling intelligent about it is not something that makes someone feel good about it.",Contradiction ,baseline,flute
"Anastasia says, ""if anybody has any suggestions, we are ready and willing to listen.""","Anastasia says, ""if anybody has any suggestions, we are all ears.""",Entailment,"To be all ears means to be ready and eager to hear what one has to say, which is what Anastasia is saying in the sentence.","To be all ears means to be ready and willing to listen, but in this context Anastasia is saying that she is ready and willing to listen.",Contradiction ,baseline,flute
"I would invite you in to eat something, but my mom must be nearly here, so its try to push my luck and face the bad consequences.","I would invite you in to eat something, but my mom must be nearly here, so its best not to tempt fate.",Contradiction,"To tempt fate means to do something that is dangerous or likely to have a negative outcome, and in this context the speaker saying is its best to push their luck by inviting the person in to eat. which contradicts the meaning of tempting one's fate","To tempt fate means to try to push your luck or face the bad consequences, but in this context it is trying to push your luck",Contradiction ,baseline,flute
I fed my dog a new dog food and he puked ALL over my house!,I gave my dog a new dog food and he projectile vomited all over my house!,Entailment,When a dog pukes after eating it is often because they are not used to the food and their stomach can't handle it,"To projectile vomit means to eat something that is not healthy for the dog, but in this context the dog is vomiting.",Contradiction ,baseline,flute
It may be the feds are just a little nervous about your media popularity so they have decided not to act with full regard for our wellbeing.,It may be the feds are just a little nervous about your media popularity so they have decided not to run roughshod over us.,Contradiction,"To run roughshod over something means to act without regard for it, but in this context instead of not acting without regard for the speakers wellbeing, the feds are actually not acting with full regard","To run roughshod over someone means to act with full regard for their wellbeing, but in this context the feds are acting with full regard for their wellbeing",Contradiction ,baseline,flute
Black desert covered in iron silences.,Black desert rained in iron silences.,Entailment,"Here, the word rained is used to mean that it is convering something.","To rained means to be covered in iron silences, but in this context the desert is covered in iron silences.",Contradiction ,baseline,flute
I bought groceries for school lunches and my kids ate everything before school has even started!,I'm so mad that my kids ate all the groceries I bought for their school lunches before school has even started!,Entailment,It's frustrating when children eat all the food that was bought for them because then they have to go hungry or buy more food which wastes money,It is not a good thing to buy groceries for school lunches and so someone who is mad about it is not a good thing.,Contradiction ,baseline,flute
I stubbed my toe last night and cursed angrily.,Stubbing my toe last night and cussing out loud made me so mad,Entailment,Stubbing your toe is often a very painful experience and can result in people feeling angry and cursing loudly,Stubbing your toe and cussing out loud is not a good thing because it makes someone angry and angry.,Contradiction ,baseline,flute
I was teaching my daughter to drive today and myself got a speeding ticket.,I don't know whether to be ashamed that I was teaching my daughter to drive today and got a speeding ticket or the fact that I was driving so recklessly,Entailment,Speeding is dangerous and illegal and so getting a speeding ticket is often seen as something to be ashamed of,A speeding ticket is a serious offense and so someone who is driving recklessly is not ashamed of it.,Contradiction ,baseline,flute
"I am telling you from my personal experience, he wouldn't have used your professional services more than once if he hadn't been impressed.","But take it from me, he wouldn't have used your professional services more than once if he hadn't been impressed.",Entailment,"To take it from someone means to believe them because they have experience with what they are talking about, as is the case in this context.","To take it from someone means to tell them from personal experience, but in this context the speaker is telling the speaker from personal experience.",Contradiction ,baseline,flute
You are unaware of the reason why people have become healthy.,You have no idea why people suddenly have become like pale frail zombies.,Contradiction,"Pale frail Zombies are often associated with being sick, or having a pale complexion, so saying people have become like zombies would imply they are not healthy",Pale frail zombies are not healthy and so the speaker is saying that they are unaware of the reason why people have become healthy.,Contradiction ,baseline,flute
He doesn't really know how to handle or deal with people.,He doesn't really have a way with people.,Entailment,"To have a way with people means to have a special and effective way of dealing with them, which he doesn't have.","To have a way means to know how to handle or deal with people, but in this context the speaker is not really able to handle people.",Contradiction ,baseline,flute
I just wanted to be very successful and garner a lot of public attention.,I just wanted to make a splash.,Entailment,"To make a splash means to be very successful and garner a lot of public attention, which is what the speaker wanted.","To make a splash means to be very successful, but in this context the speaker is aiming to garner a lot of public attention.",Contradiction ,baseline,flute
John was not at the same standard as his class mates.,John loomed behind his class mates.,Entailment,John was not at the same level as his classmates.,"To loom behind someone means to be at the same standard as them, but in this context John was not at the same standard.",Contradiction ,baseline,flute
My bank somehow charged me for a credit card I didn't want.,I am livid that my bank randomly charged me for a credit card that I never even asked for,Entailment,It is very frustrating when a bank charges someone for a service that they never even wanted and did not sign up for so it is understandable to be livid about it,A credit card that is not asked for is a credit card that is not used and so someone who is livid about it is not a good thing.,Contradiction ,baseline,flute
My personal views and emotions did not rendered me blind to my judgment in this case.,My personal feelings sway my judgment in this case.,Contradiction,"My personal feelings sway my judgment in this case would suggest that the person's emotions are influencing their decision making, while my personal views and emotions did not rendered me blind to my judgment in this case would suggest that the person is able to remain objective despite their personal views and emotions.","To sway someone means to influence them, but in this context the person's personal views and emotions did not render them blind to their judgment",Contradiction ,baseline,flute
Hardy was grouchy by the time sixth period photography came around.,"By the time sixth period photography rolled around, hardy was like a bear with a thorn in its paw.",Entailment,"A bear with a thorn in its paw is in pain and will be grouchy, similarly Hardy was in pain and grouchy by the time photography came around.",A bear with a thorn in its paw is a bear that is grouchy and not grouchy,Contradiction ,baseline,flute
What jack means to ask is if you love richard or is it a marriage full of love and emotion?.,What jack means to ask is if you love richard or is it a marriage of convenience?,Contradiction,"A marriage of convenience is a marriage that happens primarily for practical purposes, but this context describes a marriage full of love and emotion.","To be a marriage of convenience means to be a marriage full of love and emotion, but in this context the person is asking for love and emotion.",Contradiction ,baseline,flute
I feel exactly the same way.,that makes two of us.,Entailment,"The idiom ""that makes two of us"" means ""the same is true for me"". So in this context, the speaker is saying that they feel the same way.","To make two people means to make them feel the same way, but in this context the speaker feels exactly the same way.",Contradiction ,baseline,flute
"Oh well, nothing I can do about it, just ignore the situation and move on.","Oh well, nothing I can do about it, just take it on the chin and move on.",Contradiction,"To take it on the chin means to receive the full brunt of something, but in this context the speaker is suggesting to ignore the situation.","To take it on the chin means to ignore the situation, but in this context the speaker is saying that they can ignore the situation and move on.",Contradiction ,baseline,flute
That's my mother in a lot of words.,That's my mother in a nutshell.,Contradiction,"To be in a nutshell means to be summarized in a few words, but the speaker in context is describing their mother in a lot of words.","To be in a nutshell means to be in a lot of words, but in this context the mother is speaking in a lot of words.",Contradiction ,baseline,flute
I'm waiting on some test results from the Dr. and it's taking forever.,I'm anxiously waiting for my test results from the doctor and really hope everything comes back normal,Entailment,It is common to feel anxious while waiting for test results from the doctor because there is always the worry that something could be wrong and the wait can often feel interminable,"To wait for a test result means to wait for it to come back normal, but in this context the doctor is waiting for the results and so the person is anxiously waiting for the results",Contradiction ,baseline,flute
He was stricken with a terrible illness that killed him so fast he had no chance to do anything.,He was gripped with a terrible illness that killed him quickly.,Entailment,"Gripped with illness is used here to mean that something happend suddenly and violently, here, in this case, the man was hit with an illness that killed him quickly.",An illness is a very serious illness and so being gripped with it means that the person has no chance to do anything.,Contradiction ,baseline,flute
"Their reactions werent typical, and to the best of my knowledge, they didn't go back inside the building and make a fuss about the situation.","Their reactions werent typical, and to the best of my knowledge, they didn't go back inside the building and cry foul.",Entailment,"To cry foul is to protest against something, and in this sentence they are protesting about the situation by making a fuss.","To cry foul means to make a fuss about something, but in this context the speaker is making a fuss about it.",Contradiction ,baseline,flute
"It would have been much better if this never happened because it's so late, Danny said behind them.","Well, better late than never,danny said behind them.",Contradiction,"The idiom better late than never means that the delayed occurrence or achievement of something is better than it not happening at all, but in this sentence, Danny says it would have been much better if it never happened.","To be late is to be late, but in this context it would have been better if it never happened.",Contradiction ,baseline,flute
This will improve the situation.,This is a plus.,Entailment,"To be a plus means to have a positive effect, which in this sentence is that it will improve the situation.","A plus is a positive thing that will improve the situation, but in this context the person is saying that it will improve the situation.",Contradiction ,baseline,flute
"I recently had a wonderful experience with a woman I really like, the night ended poorly and I came across very disappointed with the ending.",I had a great time with the woman I like but the night ended abruptly and that makes me really joyful,Contradiction,A night ending abruptly is not a good thing because it means that either the two people involved did not have a good time or something bad happened and hence the person should not feel swell about it.,The ending of a night is often a sign of disappointment and so someone who is disappointed with the ending is not likely to feel happy.,Contradiction ,baseline,flute
"My son stole a car from an elderly man today, never have I been so let down.","I feel terrible that my son who is supposed to be the good one, stole a car from an elderly man today",Entailment,Stealing is wrong and especially stealing from an elderly man who can't defend himself,Stolen cars from elderly people is often seen as a bad thing and so someone who is supposed to be the good one would feel terrible,Contradiction ,baseline,flute
Today my boss made me angry by giving me too much work to possibly do,Today my boss made me delighted by giving me an impossible amount of work to do,Contradiction,Receiving a lot of work from one's boss cannot make someone delighted it means that the person will be very busy and stressed.,An impossible amount of work to do is often considered to be a waste of time and so the boss is making the person happy.,Contradiction ,baseline,flute
The violin concerto sounded natural after the danger we had just passed.,"Given the danger that had just passed, the delicate staccato notes of the violin concerto sounded like a wedding march at a funeral.",Contradiction,"A wedding march is a happy occasion, while a funeral is a sad occasion, so the two would not sound natural together","A wedding march at a funeral is a very natural sound, so the violin concerto sounded natural after the danger that had just passed",Contradiction ,baseline,flute
My son threw a pillow at my daughter while she was eating some pasta.,My son threw a pillow at my daughter while she was eating some pasta and it made me so mad,Entailment,It is not appropriate to throw things at people while they are eating and so when my son threw a pillow at my daughter while she was eating pasta it made me very angry,Threw a pillow at someone while they were eating pasta is not a good thing and so it is not a good thing to feel mad about it.,Contradiction ,baseline,flute
Scarborough decided to take the safer route even though it would be more time-consuming.,Scarborough decided better safe than sorry and took a reasonable route.,Entailment,"The idiom better safe than sorry means that it is better to expend the time or effort to be cautious with one's actions, which is what Scarborough decided to do.",Taking a reasonable route is often considered to be more time-consuming and therefore Scarborough decided to take the safer route,Contradiction ,baseline,flute
I'm jealous of anyone who doesn't have to deal with student loan debt!,I am not at all envious of people who are debt free and don't have to deal with the burden of student loan,Contradiction,Student loans are a common thing nowadays and so not having to deal with them implies privilege which should invoke envy instead of indifference.,Student loan debt is a huge burden and so someone who is not debt free and doesn't have to deal with it is not jealous.,Contradiction ,baseline,flute
The weather is terrible here today and its has me down in the dumps myself.,Isn't it nice when the bad weather is so depressing that you end up feeling lousy?,Contradiction,"Bad weather is not a nice thing because it can make people feel sad and down, and so it cannot be considered as a good thing that makes people feel lousy",The weather is often very depressing and so it is not nice when it is so depressing that you end up feeling lousy,Contradiction ,baseline,flute
I felt pretty down when I found out that I was losing my job.,I felt terrible when I found out that I was going to lose my job,Entailment,Losing a job is often a very traumatic experience and can result in feeling down or terrible,Losing a job is a very stressful experience and so finding out that someone is going to lose their job is not something to be ashamed of.,Contradiction ,baseline,flute
"Mrs. Saunders' hands were shaking, making her rosary beads click against each other as she looked at me.","Mrs. Saunders looked at me, her hands shaking, making her rosary beads sound like a wind chime .",Entailment,A wind chime is a decorative object that click against each other makes a tinkling sound when the wind blows and hence the rosary beads clicking against each other is compared to a wind chme.,"A wind chime is a sound that sounds like a wind chime, so the speaker's hands are shaking.",Contradiction ,baseline,flute
Someone was looking at me through my window in the middle of the night.,I was really pleased when I woke up to see someone peeking through my window in the middle of the night,Contradiction,Seeing someone peeking through your window in the middle of the night is a very frightening experience and so someone being pleased about it cannot be justified.,A person who sees someone peeking through their window in the middle of the night is not a person who is pleased about it.,Contradiction ,baseline,flute
"You decline, the man is persistent.",You decline but the man is like a buzzing killer bee.,Entailment,"A killer bee is a bee that is very aggressive and will not back down easily, similar to how the man in the simile is persistent.",A buzzing killer bee is a pest that is a pest that is not a pest and so the man is persistent,Contradiction ,baseline,flute
The landscapes of the newer suburbs looked somehow phony.,Most of the newer burbs had landscapes that looked like a recent hair transplant .,Entailment,"A hair transplant is when someone takes hair from one area and transplants it to another area in order to cover up baldness and due to this artificial procedure it often looks fake or unreal, so the simile refers to the landscapes looking like they were fake or phony.","A hair transplant is a procedure that is performed to remove hair from the scalp, so the landscapes of the newer suburbs are phony",Contradiction ,baseline,flute
"While they spoke , the darkness of night arrived..","While they spake , the night  departed  :.",Contradiction,"Departing typically means to leave or go away, while arriving typically means to come or get to a place.","To leave means to leave, but in this context the darkness of night arrived.",Contradiction ,baseline,flute
My dog got sick all over the floor and the smell was foul.,"Ugh, my dog projectile vomited all over the floor and the smell was just wonderful.",Contradiction,Vomit is often a disgusting smell and so finding it coming from one's own dog would be an extremely unpleasant experience.,The smell of a projectile is often unpleasant and so the dog projectile is not pleasant,Contradiction ,baseline,flute
He smiled innocently up at me.,"I looked down at him, and he smiled at me like an angel.",Entailment,"An angel is a divine being, and is often seen as being good and pure and innocent.","An angel is a person who smiles at someone who is innocently, so looking down at him like an angel is not a good thing.",Contradiction ,baseline,flute
My daughter had me buy the supplies she wanted and not the ones on the school list.,My daughter made me feel terrible by having me buy the supplies she wanted and not the ones on the school list,Entailment,"When children want their parents to buy them things that are not on the school list, it often puts financial stress on the parents",Having someone buy the supplies they want and not the ones on the school list is not a good thing and so the daughter made the person feel terrible,Contradiction ,baseline,flute
"You have a knack for dealing with women, bishop.","You do have a way with women, bishop.",Entailment,"To have a way with someone or something means to have a special and effective way of dealing with them, which is what the bishop has.","A way with women means to be able to deal with them, but in this context the bishop is saying that he has a knack for dealing with women.",Contradiction ,baseline,flute
I just got notice that my mortgage payment has gone up this year and I'm so mad about it.,I am absolutely livid that my mortgage payment has increased this year without any warning,Entailment,Mortgage payments are often already very expensive and so when they go up it can be a huge financial burden on someone,Most people would be livid if their mortgage payment has increased without any warning because it is a huge amount of money and so someone who is mad about it would be livid.,Contradiction ,baseline,flute
I'm afraid of what the future has in store with overpopulation and unemployment.,Our future is completely secure at how overpopulation and unemployment are beautifully tearing our society apart.,Contradiction,The problems of overpopulation and unemployment are not things to be happy about because they could lead to a lot of trouble in the future.,Overpopulation and unemployment are often seen as a threat to society and so the future is not secure,Contradiction ,baseline,flute
I was very worried when the doctor told me I needed heart surgery.,"When the doctor told me I needed heart surgery, I was so happy that I thought I was going to die",Contradiction,The news that someone needs heart surgery is usually not a cause for celebration but instead a cause for worry and so the person's reaction of happiness upon hearing it is sarcastic.,"Heart surgery is a procedure that is done to repair damaged heart tissue, so when the doctor told you that you need heart surgery, it is not a happy moment.",Contradiction ,baseline,flute
"Bugsy, if you tell me you didn't do it, i'll stand up for you and fight for you, no matter what elton says.","Bugsy, if you tell me you didn't do it, i'll go to the mat for you, no matter what elton says.",Entailment,"To go to the mat for someone means to give them full support, which is what the speaker is saying they will do for Bugsy.","To go to the mat means to stand up for someone, but in this context Bugsy is saying that he will stand up for someone and fight for them.",Contradiction ,baseline,flute
"Even though she was feeling secure, she walked into the room with her head down.",She walked into the room like a queen holding court .,Contradiction,"A queen holding court would be very regal and commanding, whereas someone with their head down would be more submissive","A queen holding court means that she is not feeling secure, but rather, she is feeling secure.",Contradiction ,baseline,flute
Becky got new shoes and they were the ones I wanted.,The fact that Becky got the same damn shoes that I wanted so badly makes me really happy for her.,Contradiction,"It is normal to feel jealous when someone gets something that we want, so someone pretending to be happy for the other person and not feeling any jealousy is not believable.",Being happy about something means that it is not something that Becky wants and so the person is not feeling jealous.,Contradiction ,baseline,flute
"God, the thing was thin.","God, the thing was like a credit card.",Entailment,"A credit card is a very thin piece of plastic, so the simile is emphasizing the thinness of the object.","A credit card is a very thin object, so the speaker is saying that the thing is thin.",Contradiction ,baseline,flute
The gun sprang back into my shoulder.,The gun kicked back into my shoulder.,Entailment,"The term kick back is often used to describe the sudden movement of an object, so in this case, the gun suddenly moved back into the shoulder of the person who was holding it.",The gun kicked back into the shoulder is a very dangerous and dangerous thing to do and so the speaker is saying that the gun sprang back into the shoulder.,Contradiction ,baseline,flute
I am so jealous of my friend Mary who got accepted into Medical school while I am still waiting on my application to be approved.,It delights me that my friend Mary got accepted into Medical school and I am still waiting on my application to be approved,Contradiction,"It is unlikely that someone would be thrilled when a friend gets something good while they do not and instead, this implies that the person is jealous.",It is not a good thing to be jealous of someone who got accepted into Medical school and so being jealous of someone who got accepted into Medical school while waiting on their application to be approved is not a good thing.,Contradiction ,baseline,flute
