Generated_1,Generated_2,Generated_3,Generated_4,Model_1,Model_2,Model_3,Model_4,Task,additional_labels,hypothesis,labels,premise
The hypothesis implies that the person is a good-looking person and does not have any other great qualities,"The hypothesis is saying that the person is not just good-looking, despite what the wink might suggest, and is therefore contradicting the premise","Not just a pretty face means to have other great qualities beyond what was assumed, but the wink in this context is a way of saying that he doesn't have any other great qualities",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"Not just a pretty face means to have other great qualities beyond what was assumed, but the wink in this context is a way of saying that he doesn't have any other great qualities","I'm not just a pretty face, he claimed with a wink.",Contradiction,He winked as a way of saying that he was just a good-looking person and didn't have any other great qualities.
The hypothesis suggests that the man looked like a prowling animal,"The hypothesis contradicts the premise because the hypothesis describes the man as looking like a prowling animal, which would not be considered modern and civilized","Prowling animals are usually wild and not domesticated, so they are not usually perceived as looking modern and civilized","The relationship between the premise and the hypothesis is that the hypothesis is true, and the premise is false",text-babbage-001,text-davinci-002,human,text-ada-001,flute,"Prowling animals are usually wild and not domesticated, so they are not usually perceived as looking modern and civilized",He looked like a prowling animal .,Contradiction,He looked modern and civilized.
The hypothesis is that the friend doesn't feel that paying me back is a priority because he doesn't feel that he has a lot of money to pay back,"The hypothesis states that even though the friend borrowed money, he does not think that returning the money is a priority, which contradicts the premise that the friend borrowed money",Borrowing money often creates a sense of debt and obligation to pay the money back as soon as possible but if a friend borrows money and does not act like paying it back is a priority then it might make the person feel disrespected,The relationship between the premise and the hypothesis is an entailed relationship,text-babbage-001,text-davinci-002,human,text-ada-001,flute,Borrowing money often creates a sense of debt and obligation to pay the money back as soon as possible but if a friend borrows money and does not act like paying it back is a priority then it might make the person feel disrespected,"Even though my friend borrowed a lot of money from me, I get the feeling that he doesn't think paying me back is a priority",Entailment,My friend borrowed a good sum of money from me but I guess he doesn't feel that paying me back is a priority.
The hypothesis suggests that the bank is lying to me and that the credit card was not actually charged to my account,"The hypothesis is an angry reaction to the premise, which states that the bank made a mistake by charging the customer for a credit card they never wanted",It is very frustrating when a bank charges someone for a service that they never even wanted and did not sign up for so it is understandable to be livid about it,The hypothesis states that the bank somehow charged me for a credit card I didn't want,text-babbage-001,text-davinci-002,human,text-ada-001,flute,It is very frustrating when a bank charges someone for a service that they never even wanted and did not sign up for so it is understandable to be livid about it,I am livid that my bank randomly charged me for a credit card that I never even asked for,Entailment,My bank somehow charged me for a credit card I didn't want.
"The hypothesis is that I scrambled after fink, who was heading as fast as he could for the nearest tavern","The hypothesis is an entailment of the premise because the figurative language used in the hypothesis (""full tilt"") means that fink is moving quickly towards the tavern, which is what the premise states","To go full tilt means to go as fast as possible, which is what fink was doing by heading for the nearest tavern.",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"To go full tilt means to go as fast as possible, which is what fink was doing by heading for the nearest tavern.","And with that I scrambled after fink, who was heading full tilt for the nearest tavern.",Entailment,"And with that I scrambled after fink, who was heading as fast as he could for the nearest tavern."
The hypothesis is that the person was so excited when they found out they had to pay a late fee on their car taxes because they waited too long to pay them,"The hypothesis contradicts the premise because in the hypothesis, the speaker is excited about having to pay a late fee, while the premise states that the speaker was penalized with a late fee for procrastinating in paying their taxes on time",The feeling of having to pay a late fee on something is not a good one and so someone being excited about it cannot be real.,The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,The feeling of having to pay a late fee on something is not a good one and so someone being excited about it cannot be real.,I was so excited when I found out I had to pay a late fee on my car taxes because I waited too long to pay them,Contradiction,I had to pay a late fee on my car taxes because I procrastinated in paying them on time.
The hypothesis suggests that the protagonist is pleased that their fiance sabotaged their marriage plans,The hypothesis uses sarcasm to express that the person is not happy that their fiance broke off the engagement,"Most people care a great deal when their fiance breaks off an engagement, so someone who claims to be pleased about it is being sarcastic.",The relationship between the premise and the hypothesis is an entailed relationship,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"Most people care a great deal when their fiance breaks off an engagement, so someone who claims to be pleased about it is being sarcastic.",I am so pleased that my fiance sabotaged my marriage plans by breaking off the engagement,Contradiction,I thought I was going to get married but my fiance just broke off the engagement.
The hypothesis implies that the protagonist walked past maris and entered the reception room so that he could open the bar and yank a bottle of tondarion fire off the shelf,"The figurative language in the hypothesis is the phrase ""yank a bottle of tondarion fire off the shelf","To be off the shelf means to be ready made for purchase, and in this context a bottle of tondarion fire is readily available for purchase.",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"To be off the shelf means to be ready made for purchase, and in this context a bottle of tondarion fire is readily available for purchase.","Rather, he walked past maris and entered the reception room so that he could open the bar and yank a bottle of tondarion fire off the shelf.",Entailment,"Rather, he walked past maris and entered the reception room so that he could open the bar and yank a bottle of tondarion fire that was readily available for purchase."
The hypothesis suggests that the knocking on the door was more persuasive because it was more persistent,"The hypothesis contradicts the premise because the knocking is described as persuasive and persistent, while the roaring is described as more assertive",The roaring on the door means the knocking is louder and more insistent.,The knocking on the door was really persuasive and persistent,text-babbage-001,text-davinci-002,human,text-ada-001,flute,The roaring on the door means the knocking is louder and more insistent.,The roaring on the door was more assertive now.,Entailment,The knocking on the door was really persuasive and persistent.
The hypothesis is a figurative language statement that means that the person is seriously deranged,The hypothesis states that anyone who would break into another's home is seriously deranged,"To go so far as to do something means to do something extreme, but breaking into someone's home is not an extreme act",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"To go so far as to do something means to do something extreme, but breaking into someone's home is not an extreme act",Anyone who would go so far as to break into another's home is seriously deranged.,Contradiction,Someone who would do something as small as break into another's home is seriously deranged.
"The hypothesis suggests that the smile was an angel's smile, and the most accurate option would be B",The hypothesis describes the speaker looking down at someone who is smiling up at them,"An angel is a divine being, and is often seen as being good and pure and innocent.",The relationship between the premise and the hypothesis is an entailed relationship,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"An angel is a divine being, and is often seen as being good and pure and innocent.","I looked down at him, and he smiled at me like an angel.",Entailment,He smiled innocently up at me.
"The hypothesis suggests that the woman has always been kind to the protagonist, but the figurative language in the hypothesis suggests that the woman may not have always been kind to the protagonist","The hypothesis is an example of hyperbole, which is a figure of speech that uses exaggeration for emphasis","Kindness is an act of showing goodwill or helpfulness towards others, and we must recognize the fact that she has always been kind to us.",The relationship between the premise and the hypothesis is that we must acknowledge the fact that she has always been kind to us,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"Kindness is an act of showing goodwill or helpfulness towards others, and we must recognize the fact that she has always been kind to us.",We must salute the kindness she showed towards us.,Entailment,We must acknowledge the fact that she has always been kind to us.
"The story is not true, but the language in it is","The hypothesis is asking if the story is true or not, and if the person is supposed to believe it",one sentence expresses disbelief in someone's story whereas another sentence doubts the disbelief.,The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,one sentence expresses disbelief in someone's story whereas another sentence doubts the disbelief.,Am I supposed to swallow that story?,Contradiction,Am I supposed to believe that that story is not true?
The hypothesis is that Benedict Arnold is loyal as Benedict XVI,The hypothesis is a contradiction of the premise because Benedict Arnold was infamously known for being disloyal to the United States during the Revolutionary War,"Benedict Arnold was a traitor, so to say someone is as loyal as Benedict Arnold would be to say that they are not loyal at all.",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"Benedict Arnold was a traitor, so to say someone is as loyal as Benedict Arnold would be to say that they are not loyal at all.",You're loyal as Benedict Arnold,Entailment,You're disloyal
"The hypothesis is that if we make a false alarm, we will cry wolf and other people will believe us","The hypothesis is a rephrasing of the premise using the idiom ""crying wolf","To cry wolf means to make a false alarm, which is what Katherine is warning against.",The relationship between the premise and the hypothesis is that they are both accurate,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"To cry wolf means to make a false alarm, which is what Katherine is warning against.","You know what happens if we cry wolf, katherine said.",Entailment,"You know what happens if we make a false alarm, Katherine said."
The hypothesis is that the moment you think you will become homeless is a pleasant experience,The hypothesis is hyperbole; the speaker did not actually find the moment pleasant,Homelessness is often considered to be a very difficult situation to be in and so thinking that one might become homeless would not be a pleasant moment by any means.,The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,Homelessness is often considered to be a very difficult situation to be in and so thinking that one might become homeless would not be a pleasant moment by any means.,The moment I thought I would become homeless was so pleasant,Contradiction,I was really scared once when I thought I would be homeless
"The hypothesis contradicts the premise because in the hypothesis, the protagonist is happy to see their best friend with their ex, while in the premise, the protagonist sees their best friend with their ex and it is not specified how the protagonist feels","The hypothesis uses figurative language to express the speaker's joy at seeing their best friend and ex together, suggesting that the speaker is happy for them",The relationship between the premise and the hypothesis is entailed,The hypothesis uses figurative language to describe the relationship between the premise and the conclusion,text-davinci-002,text-davinci-003,text-ada-001,text-curie-001,flute,It would not be a happy moment to see your best friend with your ex considering the history between the two of you and the fact that they are now dating each other.,"Yesterday, I saw my best friend in the park and it made me absolutely elated to see him with my ex.",Contradiction,"Yesterday, I saw my best friend in the park, he was with my ex."
The hypothesis is that the colleague smells horrendously bad because they are using perfume that is bad for your nose,"The figurative language in the hypothesis is that the colleague smells ""horrendously bad",The coworker smells so bad that it is difficult to be near them and often results in people feeling nauseous,The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,The coworker smells so bad that it is difficult to be near them and often results in people feeling nauseous,"At work, there's this colleague that smells horrendously bad",Entailment,At work there is a coworker that smell terribly bad.
"The hypothesis is that because the speaker is going to sleep deeply and soundly, they will soundly sleep",The hypothesis is a metaphor meaning that the person is going to sleep very deeply,"To sleep like a log means to experience a very deep and restful sleep, which is what the speaker is expecting to do tonight.",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"To sleep like a log means to experience a very deep and restful sleep, which is what the speaker is expecting to do tonight.",Because I'm going to sleep like a log tonight.,Entailment,Because I'm going to sleep very deeply and soundly tonight.
The hypothesis is that the noises come from the woods because someone is hunting,"The hypothesis is using personification to describe the noises coming from the woods as ""lovely","The noises that come from the woods outside someone's home are often unsettling and not soothing at all, so attributing perfect sleep to them is sarcastic.",The relationship between the premise and the hypothesis is that they are both based on the idea of sleep paralysis,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"The noises that come from the woods outside someone's home are often unsettling and not soothing at all, so attributing perfect sleep to them is sarcastic.",The reason I have such perfect sleep is because of the lovely noises that come from the woods outside my home.,Contradiction,Every night around midnight I hear terrible noises coming from the woods outside of my home.
The hypothesis is a figurative language statement that means that the speaker feels proud of themselves for playing video games instead of cleaning the house,The hypothesis contradicts the premise because the speaker is proud of not doing what they were asked to do,"Playing video games is a waste of time because it does not involve any productive task and in contrast, cleaning the house is a chore that needs to be done and so one should not feel proud.","The relationship between the premise and the hypothesis is that the wife asked me to clean the house while she was away for a few days, and I ended up wasting my time playing video games instead",text-babbage-001,text-davinci-002,human,text-ada-001,flute,"Playing video games is a waste of time because it does not involve any productive task and in contrast, cleaning the house is a chore that needs to be done and so one should not feel proud.",I feel so proud that I played video games instead of cleaning the house like my wife asked me to.,Contradiction,My wife asked me to clean the house while she was away for a few days and I ended up wasting my time playing video games instead.
"The hypothesis suggests that the speaker feels envious when driving through the rich neighborhoods, but proud when driving through the rich neighborhoods",The hypothesis contradicts the premise because the speaker changes from feeling envious to feeling proud,"People usually aspire to live in rich neighborhoods because it implies a certain level of success, however being aware that one will never be able to afford it could make someone feel sad or down and not at all proud about their current financial situation",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"People usually aspire to live in rich neighborhoods because it implies a certain level of success, however being aware that one will never be able to afford it could make someone feel sad or down and not at all proud about their current financial situation",I feel proud when I drive through the rich neighborhoods and know that I will never be able to afford to live there,Contradiction,I feel so envious when I drive through the rich neighborhoods and I know that I will never be able to live there.
"The hypothesis is that so I have been influenced to believe because of something heard, seen, or read",The hypothesis is a restatement of the premise using different words,"To lead to believe means to cause one to believe something, and in this context the person has been caused to believe something.",The relationship between the premise and the hypothesis can be explained as entailed when referring to the relationship between the premise and the outcome of a decision,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"To lead to believe means to cause one to believe something, and in this context the person has been caused to believe something.","So I have been lead to believe, sir.",Entailment,"So I have been influenced to believe because of something heard, seen, or read, sir."
The hypothesis is that the person who told the friend that they were getting fat was likely trying to make the friend feel bad about themselves,The hypothesis is a metaphor for how the speaker feels about their friend's comment - they are upset and don't appreciate the comment,"Oftentimes, people are very sensitive about their weight and so when a friend points out that someone is getting fat, it can come across as hurtful and offensive",The relationship between the premise and the hypothesis is an entailed relationship,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"Oftentimes, people are very sensitive about their weight and so when a friend points out that someone is getting fat, it can come across as hurtful and offensive",I don't like the fact that my friend felt the need to point out that I am getting fat,Entailment,My friend told me I'm getting fat.
The hypothesis is that the book glowed orange,"The hypothesis is a metaphor, comparing the book's glow to that of a lit coal","A lit coal is a fiery, intense orange, which implies that the book was glowing brightly.",The hypothesis is that the book glows orange,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"A lit coal is a fiery, intense orange, which implies that the book was glowing brightly.",The book glowed like a lit coal .,Entailment,The book glowed orange .
The hypothesis suggests that the mother is proud of her daughter for trying to hide her failed exam from her,The hypothesis states the opposite of what is actually true - the daughter hiding the failure from the mother likely indicates that the daughter is ashamed of the failure and does not want the mother to be disappointed,A mother is someone who is supposed to be supportive and understanding when their children face difficult times and so feeling proud when one's child hides their exam failure is unrealistic.,The relationship between the premise and the hypothesis is an entailed relationship,text-babbage-001,text-davinci-002,human,text-ada-001,flute,A mother is someone who is supposed to be supportive and understanding when their children face difficult times and so feeling proud when one's child hides their exam failure is unrealistic.,I am really proud that my daughter felt like she had to hide her exam failure from me,Contradiction,I am so upset that my daughter failed an exam and tried to hide it from me.
The hypothesis is that the cell phone number is a source of verification for records,The hypothesis is figuratively saying that they could call the person's cell phone number to verify the records,"To cross check means to verify figures or information by using an alternative source or method, but in this sentence they are using the same source or method",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"To cross check means to verify figures or information by using an alternative source or method, but in this sentence they are using the same source or method",And could we get your cell phone number to cross check records?,Contradiction,And could we get your cell phone number to verify records by using the same source or method?
The hypothesis suggests that Democrats are willing to compromise with the president on measures to stimulate the economy,"The hypothesis states that Democrats are willing to meet the president halfway, which means they are willing to compromise, making option A the most accurate","To meet someone halfway means to compromise with them, and that is what the Democrats are willing to do with the president.",The relationship between the premise and the hypothesis is that the president is willing to compromise on measures to stimulate the economy,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"To meet someone halfway means to compromise with them, and that is what the Democrats are willing to do with the president.",Democrats are willing to meet the president halfway on measures to stimulate the economy.,Entailment,Democrats are willing to compromise with the president on measures to stimulate the economy.
The cat was white as charcoal,The hypothesis is a metaphor meaning that the cat is very white,"Charcoal is a black material, not a white one",The hypothesis is that the cat was white as dust,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"Charcoal is a black material, not a white one",The cat was as white as charcoal,Contradiction,The cat was white
The hypothesis suggests that Fell could not improve their situation from weakness,"The hypothesis states that the person fell and could not improve their situation, which is a metaphor for being unable to get back up or improve one's situation when they are down",To  rise  from weakness means to get up from being weak.,The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,To  rise  from weakness means to get up from being weak.,"Fell , and could not  rise  from weakness ,",Entailment,"Fell , and could not improve their situation from weakness."
"The hypothesis implies that the eyes are green, but the language in the hypothesis suggests that they may be a different color","The hypothesis is a simile, comparing the color of the person's eyes to the color of a spring pansy","A spring pansy is a flower with purple petals and a yellow center, not green","The relationship between the premise and the hypothesis is as follows:The hypothesis is that there is a relationship between the premise and the hypothesis, which is contradicting of the evidence",text-babbage-001,text-davinci-002,human,text-ada-001,flute,"A spring pansy is a flower with purple petals and a yellow center, not green",His eyes are like a spring pansy .,Contradiction,His eyes are green.
The hypothesis is that the sight of all the fruit flies around the garbage made the protagonist feel sick to his stomach,"The hypothesis is using figurative language to describe how there were so many fruit flies around the garbage, it made the person feel nauseous",The sight of fruit flies near garbage is not a heavenly one as they are often associated with dirt and rot and can make people feel nauseous and sick.,The hypothesis states that the figurative language in the story is accurate,text-babbage-001,text-davinci-002,human,text-ada-001,flute,The sight of fruit flies near garbage is not a heavenly one as they are often associated with dirt and rot and can make people feel nauseous and sick.,The heavenly sight of all the fruit flies around the garbage made me feel like I was going to vomit,Contradiction,"There were so many fruit flies around the garbage, I felt sick to my stomach."
The hypothesis suggests that the speaker cannot understand the language,The hypothesis is a metaphor meaning that the person cannot understand what is going on,"To make head or tail of something is to understand it, and in this context the person cannot understand it.",The relationship between the premise and the hypothesis is an entailed relationship,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"To make head or tail of something is to understand it, and in this context the person cannot understand it.",I can't make head or tail of it.,Entailment,I can't understand it.
"The hypothesis is that we go all the way to Portland, even though the brunswick mall is only a half-hour away","The hypothesis contradicts the premise because if the Brunswick Mall is only a half-hour away, then going all the way to Portland would take significantly longer","To go all the way means to continue on a course to the end, but in this sentence they did not go very far",The relationship between the premise and the hypothesis is that the brunswick mall is only a half-hour away,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"To go all the way means to continue on a course to the end, but in this sentence they did not go very far","We go all the way to portland, even though the brunswick mall is only a half-hour away.",Contradiction,"We did not go very far to portland, even though the brunswick mall is only a half-hour away."
"The hypothesis is that before meeting your maker, you will wish to say something","The hypothesis is a metaphor for death, and the relationship between the premise and the hypothesis is Entailment","To meet your maker means to die, but this context is about enjoying living",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"To meet your maker means to die, but this context is about enjoying living",Do you wish to say anything before you meet your maker?,Contradiction,Do you want to say anything before you enjoy living?.
The hypothesis suggests that the person who tripped and fell was proud of themselves,"The hypothesis is an example of hyperbole, which is an exaggeration for comedic or dramatic effect",Tripping while walking into a restaurant is not a good thing because it makes the person look clumsy and incapable in front of others.,The figurative language in the hypothesis is that people see,text-babbage-001,text-davinci-002,human,text-ada-001,flute,Tripping while walking into a restaurant is not a good thing because it makes the person look clumsy and incapable in front of others.,I felt so proud of myself when I tripped while walking into the restaurant and everyone saw .,Contradiction,I accidentally tripped while walking into a restaurant and there was a bunch of people around.
"The hypothesis might imply that the state is not doing well in terms of education, but the figurative language in the hypothesis suggests that the state might actually be doing quite well","The hypothesis is an exaggeration of the premise, and option B, contradiction, is the most accurate",A state being ranked last in education is not something to be happy and proud of because it means that the state is doing very poorly in comparison to other states.,The relationship between the premise and the hypothesis is an entailed relationship,text-babbage-001,text-davinci-002,human,text-ada-001,flute,A state being ranked last in education is not something to be happy and proud of because it means that the state is doing very poorly in comparison to other states.,I am feeling so happy and proud that my state is ranked as the last in education in the entire United States,Contradiction,I just found out my state is last in education in the entire country.
"The hypothesis is that things keep happening in the same way, but the language used in the hypothesis is figurative",The hypothesis is a restatement of the premise with different words,"To go round in circles means to waste time with trivial activities, and this sentence is saying how things never change and just keep happening in the same way.",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"To go round in circles means to waste time with trivial activities, and this sentence is saying how things never change and just keep happening in the same way.","Funny thing, how things go round in circles...",Entailment,It's amusing how things never change and just keep happening in the same way.
The hypothesis suggests that the performer injected new life into the performance by adding a new perspective,The figurative language in the hypothesis means that he made the performance more interesting,"To inject new life into something means to make it more exciting or vibrant, while not doing anything new could be unenjoyable.","The relationship between the premise and the hypothesis is that the hypothesis is correct, and the premise is that it is not so",text-babbage-001,text-davinci-002,human,text-ada-001,flute,"To inject new life into something means to make it more exciting or vibrant, while not doing anything new could be unenjoyable.",He injected new life into the performance.,Contradiction,He did not bring anything new to his performance.
The hypothesis is that the declarations doused the fire in the community,The figurative language in the hypothesis refers to His declarations causing a stir or excitement in the community,"Both statements are contradictory because the one statement implies that his declaration made the community excited whereas the second means the exact opposite, i.e., putting out the excitement.",The relationship between the premise and the hypothesis is as follows:The fire in the community is due to the declarations of the speaker which doused the fire,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"Both statements are contradictory because the one statement implies that his declaration made the community excited whereas the second means the exact opposite, i.e., putting out the excitement.",His declarations sparked a fire in the community.,Contradiction,His declarations doused the fire in the community.
"The hypothesis is that Lance deals mostly in coke, but he dabbles in a few other significant and valuable items","The hypothesis states that Lance not only deals in coke, but also in other drugs and illegal items","To dabble in odds and ends means to deal in small miscellaneous items, but the context describes Lance dealing in significant and valuable items",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"To dabble in odds and ends means to deal in small miscellaneous items, but the context describes Lance dealing in significant and valuable items","Lance deals mostly in coke, but he dabbles in a few other odds and ends, too.",Contradiction,"Lance deals mostly in coke, but he dabbles in a few other  significant and valuable items, too."
The hypothesis implies that the disc is a knockoff of a Rolex,The figurative language in the hypothesis is that the disc is a knockoff rolex,A rolex watch is often very expensive and the owner usually bears pride to the fact and shows it off often,The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,A rolex watch is often very expensive and the owner usually bears pride to the fact and shows it off often,He pulls a giant disc out and flashes it like a knockoff rolex .,Entailment,He pulls out a giant disc and holds it up proudly.
The bridge is blocking the river,"The hypothesis contradicts the premise because in order for the bridge to hover over the river, it would need to be blocking the river",The bridge is blocking the river means that the bridge is preventing the river from flowing.,The bridge is a constraint,text-babbage-001,text-davinci-002,human,text-ada-001,flute,The bridge is blocking the river means that the bridge is preventing the river from flowing.,The bridge hovers over the river.,Entailment,The bridge is blocking the river.
The hypothesis is that the waiter's carelessness made me feel an overbearing sense of joy when he spilled coffee on my $1000 suit,The hypothesis is hyperbole; an exaggeration for comedic or dramatic effect,The suit is a valuable item and so getting coffee spilled on it would cause one to feel upset and not joyous.,The waiter's carelessness made me feel an overbearing sense of joy when he spilled coffee on my $1000 suit,text-babbage-001,text-davinci-002,human,text-ada-001,flute,The suit is a valuable item and so getting coffee spilled on it would cause one to feel upset and not joyous.,The waiter's carelessness made me feel an overbearing sense of joy when he spilled coffee on my $1000 suit,Contradiction,The waiter spilled coffee on my $1000 suit.
"The hypothesis suggests that the woman had plenty of time for her children, but she also had to juggle her job","The hypothesis states that the woman has to juggle her job and her children, which is a metaphor for having to balance two competing demands","Juggling means to manage multiple tasks or responsibilities at the same time, while having plenty of time would suggest that there is no need to manage or balance anything.",The relationship between the premise and the hypothesis is that the woman has to juggle her job and her children,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"Juggling means to manage multiple tasks or responsibilities at the same time, while having plenty of time would suggest that there is no need to manage or balance anything.",She had to juggle her job and her children.,Contradiction,She had plenty of time for her children and her job.
"The hypothesis implies that the newer suburbs are fake, and the most accurate option would be B",The hypothesis is a metaphor for how the landscapes of the newer suburbs look fake and unnatural,"A hair transplant is when someone takes hair from one area and transplants it to another area in order to cover up baldness and due to this artificial procedure it often looks fake or unreal, so the simile refers to the landscapes looking like they were fake or phony.",The relationship between the premise and the hypothesis is that they are a recent hair transplant,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"A hair transplant is when someone takes hair from one area and transplants it to another area in order to cover up baldness and due to this artificial procedure it often looks fake or unreal, so the simile refers to the landscapes looking like they were fake or phony.",Most of the newer burbs had landscapes that looked like a recent hair transplant .,Entailment,The landscapes of the newer suburbs looked somehow phony.
The hypothesis is that the relationship between the two people is still strong despite the lack of physical contact,The figurative language in the hypothesis is a comparison of the relationship to a candle flame,"A flickering candle flame is weak since it can be extinguished easily, so saying something is like a candle flame means it is not strong",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"A flickering candle flame is weak since it can be extinguished easily, so saying something is like a candle flame means it is not strong",But that didn't matter because what they had between them was still like a flickering candle flame,Contradiction,But that didn't matter because what they had between them was still strong.
The hypothesis is that everyone is like a snowman looking at the first spring sun,"The figurative language in the hypothesis is a comparison of people to snowmen, in that they are both white and cold","If everyone is like a snowman, they would be worried when the first spring sun comes out because it would start to melt them",The figurative language in the hypothesis is when people start to worry when no one becomes concerned,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"If everyone is like a snowman, they would be worried when the first spring sun comes out because it would start to melt them",It starts to worry you that everyone is like a snowman looking at the first spring sun.,Contradiction,You start to worry when no one becomes concerned.
The hypothesis is a metaphor,The hypothesis is an example of hyperbole because the speaker is exaggerating how beautiful Tahiti is and how much they wish they could go,"The speaker is envious of their friend who gets to go to Tahiti, a beautiful place, while they are stuck in a not-so-nice place.",The figurative language in the hypothesis is the place in which the two options are combined,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"The speaker is envious of their friend who gets to go to Tahiti, a beautiful place, while they are stuck in a not-so-nice place.",Tahiti is one of the beautiful places on Earth and I am thrilled my best friend gets to go there unlike me who is rotting here.,Contradiction,My best friend is going to Tahiti with his family!
The hypothesis suggests that the kings of the mountain of fire and broken glass will be successful because they will be able to achieve a Pyrrhic victory,The hypothesis is a rephrasing of the premise with the addition of figurative language,"A pyrrhic victory is a victory that is not worth achieving because of the excessive toll it takes on the victor, and in this context the victory is described as being costly and meaningless.",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"A pyrrhic victory is a victory that is not worth achieving because of the excessive toll it takes on the victor, and in this context the victory is described as being costly and meaningless.","I don't know why they still bother, the pyrrhic victory which is their only hope, will leave them kings of a mountain of fire and broken glass.",Entailment,"I don't know why they still bother, the costly and meaningless victory which is their only hope, will leave them kings of a mountain of fire and broken glass."
The hypothesis is that the speaker is grateful for the neighbor's party when they have not had any sleep for the past three days,"The hypothesis is thankful for the loud party, which is the opposite of what would be expected if the person had not slept for three days, so option B, Contradiction, is the most accurate","A neighbor having a loud party can be disruptive and keep someone from getting much-needed sleep, so being pleased about it is unrealistic.",The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"A neighbor having a loud party can be disruptive and keep someone from getting much-needed sleep, so being pleased about it is unrealistic.",I am really thankful that my neighbor is having a loud party when I have not had any sleep for the past three days,Contradiction,I have not had any sleep for the past three days only to come back home and my neighbor is having a loud party.
The hypothesis suggests that the protagonist was beaming with joy when their girlfriend kissed another guy at the party,The hypothesis contradicts the premise because the speaker is feeling the opposite emotion in the two situations,The girlfriend kissing another guy at the party is not something to be happy about and is instead a cause for jealousy and anger.,The relationship between the premise and the hypothesis is entailed,text-babbage-001,text-davinci-002,human,text-ada-001,flute,The girlfriend kissing another guy at the party is not something to be happy about and is instead a cause for jealousy and anger.,I was beaming with joy when my girlfriend kissed another guy at the party,Contradiction,I felt betrayed when my girlfriend kissed another guy at a party.
"The hypothesis suggests that you would kill family members in cold blood, but the figurative language suggests that you may feel some sense of regret or guilt","The hypothesis is asking whether Thomas would kill family members without feeling or remorse, to which the answer is entailed in the premise - Thomas has murdered family members without feeling or remorse, meaning he would kill them in cold blood","To do something in cold blood means to do it without feeling or remorse, which is what Thomas is accused of doing to his family members.",The hypothesis uses a metaphor to describe a relationship between Thomas and his family,text-babbage-001,text-davinci-002,human,text-ada-001,flute,"To do something in cold blood means to do it without feeling or remorse, which is what Thomas is accused of doing to his family members.","You'd kill family in cold blood, thomas?",Entailment,"You'd murdered family members without feeling or remorse, Thomas?"
