headline,writer_intent,Generated,Model,Task
Coronavirus vaccine contains pig fat,"['vaccine contains animal products', 'the vaccine is not safe for several religious organizations']",The headline implies that the coronavirus vaccine is not effective,text-davinci-002,mrf
Environmental groups hail Covid relief bill  but more needs to be done,['legislators somehow addressed climate change concerns in their covid relief bill.'],"The relief bill is a good step, but more needs to be done to protect the environment",text-davinci-002,mrf
"Cook County commissioners approve $14 million settlement in lawsuit alleging indecent behavior by inmates to public defenders, hostile work environment",['inmates mistreated public defenders'],The Cook County commissioners have approved a $14 million settlement in a lawsuit alleging that inmates have been behaving indecently to public defenders and creating a hostile work environment,text-davinci-002,mrf
Canada's Trudeau Says He Looks Forward to Working With Biden on Climate Change,['biden\\s win is leading to better collaboration with international partners.'],The implied message of the news headline is that Trudeau is committed to working with Biden on climate change,text-davinci-002,mrf
"University of Liverpool researches proved that ivermectin reduce COVID-19 deaths in 75%, if administered early",['ivermectin can help reduce covid-19 symptoms'],Ivermectin is an effective treatment for COVID-19,text-davinci-002,mrf
"Putin: Arctic nature extremely vulnerable, environmental risks should be minimized",['russian president takes climate change seriously'],The environment is important,text-davinci-002,mrf
A study found that long-term mask use may contribute to advanced stage lung cancer,"['masks cause cancer', 'masks are dangerous', 'masks are harmful', 'masks cause disease', 'masks are bad for long term health', 'masks can cause disease']",Some masks are better than others,text-davinci-002,mrf
"Coronavirus in Illinois updates: 7,374 new COVID-19 cases and 178 additional deaths announced as state reports more than 126,000 vaccinations administered","['illinois is distributing vaccines', 'the state of illinois is struggling to keep covid cases down', ""illinois isn't doing enough to combat covid despite vaccines""]",The state of Illinois is reporting an increase in both COVID-19 cases and deaths,text-davinci-002,mrf
Greenhouse gas emissions transforming the Arctic into 'an entirely different climate',['greenhouse gas emissions are harming the arctic'],"The Arctic is becoming warmer, and this is causing greenhouse gas emissions to rise",text-davinci-002,mrf
"New virus detected ten times more dangerous than the one in Wuhan, i.e. the coronavirus.","['a deadly virus 10x more dangerous than covid was found', 'there are worse viruses than covid.', 'death rates could be a lot higher']",This new virus is more dangerous than the one in Wuhan,text-davinci-002,mrf
Federal Reserve joins 'international group of central banks' in climate change fight,['federal reserve joins banks on climate crisis fight internationally'],The Federal Reserve is joining an international group of central banks to fight climate change,text-davinci-002,mrf
A resident of an old people's home was threatened she would lose her place there if she refuses the vaccination,"['officials are forcing people to take the vaccine', 'there is a vaccine mandate']",The implied message of the news headline is that some vaccines are better than others,text-davinci-002,mrf
"Scientists predict Prairie climate to become drier, grassier and fiery","['prairie climate will become drier', 'climate change will cause changes in the ecosystem']","The climate of the Prairie is predicted to become drier, grassier, and more prone to wildfires",text-davinci-002,mrf
Climate Change Is Making Winter Ice More Dangerous,"['ice is dangerous.', 'climate change is affecting weather']",Climate change is making winter ice more dangerous,text-davinci-002,mrf
From January 15 to 18 there will be a curfew in all cities in Colombia,"['some countries are implementing mandatory curfews to prevent contact and spreading of diseases', ""you shouldn't go out at night in colombia."", 'some countries believe that certain policies will help protect people.', 'some governments are overzealous in enforcing stay at home orders, and others might follow suit']",The curfew is a measure to prevent the spread of the virus,text-davinci-002,mrf
Lake ice destabilized by climate change linked to increase in youth drownings,"['the lake ice melting raises water levels which increases the amount of drownings', ""climate change is a threat to our children's lives""]",Climate change is causing more drownings,text-davinci-002,mrf
"New York Times: ""Election Day 2020: ""The 'green wave' that environmentalists had hoped for failed to materialize""","[""the country isn't behind the strict environmentalists yet""]","The ""green wave"" of environmentalism did not have the impact that was hoped for",text-davinci-002,mrf
"On Climate, Biden Must Do More than Undo Trump's Damage","['the current rpesident needs to make meaningful steps on climate change', 'the former rpesident did such extensive damage that a lot of work is needed to recoup the losses']",The article is about how Biden needs to do more than just undo Trump's damage when it comes to climate change,text-davinci-002,mrf
"Homes made of sandbags, barbed wire could offer cheaper, safer shelter as climate crisis worsens","['floods may become more common as climate change worsens', 'water may pose a real threat to some communities as climate change worsens', 'rising seal levels may make such home defenses attractive']",Some homes are better than others,text-davinci-002,mrf
A chain that circulates on WhatsApp that indicates that the Province of Buenos Aires (Argentina) is looking for volunteers for the vaccination campaign,['volunteers are needed for the vaccine trail in brazil'],The implied message of the news headline is that the Province of Buenos Aires is looking for volunteers for the vaccination campaign,text-davinci-002,mrf
Formaldehyde in vaccines is linked to leukemia among children,"['people  will be swayed to believe things', 'vaccines are unsafe', 'the public is lied to', 'vaccines cause disease']",The headline implies that parents should be worried about giving their children vaccines that contain formaldehyde,text-davinci-002,mrf
Biden has big climate change plans. But can he get it done?,"['government opposition may prevent any environmental legislation', ""only america's left of center party takes the environment seriously""]","Biden's plans are ambitious, but it is unclear if he will be able to achieve them",text-davinci-002,mrf
Survey of arsenic concentrations in U.S. drinking water raises environmental justice concerns,"[""us tap water isn't safe"", 'arsenic is in us drinking water in high levels', 'climate change has made the water dangerous to drink']","The message of the headline is that there is a problem with arsenic in drinking water in the United States, and that this problem disproportionately affects low-income and minority communities",text-davinci-002,mrf
Trump urged to send Paris climate plan to senate to block Biden,"['the government is trying to obstruct climate policy plans', 'trump wants to block biden and reject the paris climate plan']",The implied message of the above news headline is that the Paris climate plan is not good enough,text-davinci-002,mrf
"Election 2020 live updates: Joe Biden wins Wisconsin, Michigan as Trump files lawsuits in three states",['unknown intent'],The election is not over yet,text-davinci-002,mrf
"in India, the vaccine is free of cost whereas other countries are charging for the vaccine","['some countries are doing better than others in vaccination', 'the government is protecting its citizens', 'the us is capitalizing on the vaccine.']",The vaccine is free in India,text-davinci-002,mrf
"2020 in Review: Stories on Climate Change, COVID-19 budgets, and the election",['2020 was a busy year for climate change and politics'],The world is changing,text-davinci-002,mrf
Chlorine dioxide is non-toxic,['unknown intent'],Chlorine dioxide is a safe and effective disinfectant,text-davinci-002,mrf
GA Sec Of State Is Done With Trump's Rhetoric: It Creates A 'Threat Environment' For Election Workers,['threatening environments for poll workers is a bad thing'],The implied message of the above news headline is that the Georgia Secretary of State is done with Trump's rhetoric because it creates a 'threat environment' for election workers,text-davinci-002,mrf
The purpose of quarantine is to destroy small and medium-sized businesses.,['lockdowns were created by government to destroy small businesses'],The message of the headline is that quarantine is bad for businesses,text-davinci-002,mrf
The United States are officially recommending hydroxychloroquine against COVID-19,"['the us government believes hydroxychloroquine to be effective against covid', 'their is an effective treatment against covid-19']",The United States is recommending hydroxychloroquine as a treatment for COVID-19,text-davinci-002,mrf
Congress Takes Aim at Climate Change in Massive Relief Bill,"['congress wants to tackle climate change', 'congress has a massive relief bill for climate change', 'government is passing a bill that is designed to address global warming.']",The relief bill includes provisions for climate change,text-davinci-002,mrf
Bill Gates stated that the COVID-19 vaccine includes nanorobots and the second shot is needed to activate them via electronic energy.,"['vaccination involves the use of technology.', 'technology has been used to produced the vaccines.']",The implied message of the news headline is that the COVID-19 vaccine is not as effective as it could be,text-davinci-002,mrf
"Canadians were given $2,000 a month by the government during the Covid-19 pandemic","['us government aid is paltry.', 'the amount of money was excessive', 'the $2000 a month canadians were given was to help them cope with the consequences of the pandemic', ""us aid to individuals isn't as high as others'.""]",The government is trying to help people during the pandemic,text-davinci-002,mrf
Covax vaccines are free and the colombian government did not pay for them,"['columbia received free covid vaccines', 'cost of vaccine is payed by some unknown', ""the columbian government didn't pay for vaccines"", 'there are false claims on vaccines', 'covid vaccines are free', 'some governments getting supplied by other governments', 'profits are not being made from covid vaccines', 'colombia received the vaccine for free']","The implied message of the headline is that the Colombian government did not pay for the Covax vaccines, which means that they are free",text-davinci-002,mrf
Tennessee registered rurse Khalilah Mitchell has Bell's Palsy from COVID-19,"[""bell's palsy can occur after getting the covid-19 vaccine"", 'the the covid-19 vaccine has surprising side effects.', 'the covid-19 vaccine is unsafe.']",COVID-19 can cause serious health complications,text-davinci-002,mrf
Chlorine dioxide can cure coronavirus,"['a chemical can cure covid', 'there is a cure for covid', 'people should use this chemical to treat themselves.', 'there are good treatments for covid.']",Chlorine dioxide is a powerful disinfectant,text-davinci-002,mrf
Climate change: Temperature analysis shows UN goals 'within reach',['not all is lost when it comes to the environments crisis'],The UN goals for climate change are achievable,text-davinci-002,mrf
Biden's Climate Cabinet Picks Show Power of People-Led Movements,"[""there was broad public support for the president's cabinet pick""]",The power of people-led movements can create change,text-davinci-002,mrf
CBS Frets Too Much E-MAILING Contributes to Global Warming,['email is contributing to climate change'],The headline implies that e-mailing contributes to global warming,text-davinci-002,mrf
Global tariffs the only way to end Australia's climate criminality,['only global tariffs will help australia on climate change'],The only way to end Australia's climate criminality is through global tariffs,text-davinci-002,mrf
Russia's Environmental Disasters in 2020,['russia had several environmental disasters in 2020'],The environment is important,text-davinci-002,mrf
Climate 'apocalypse' fears stopping people having children  study,['the birthrate is going down due to climate change fears'],"The world is ending, so don't have children",text-davinci-002,mrf
European Space Agency satellite to provide key indications of rise in sea level due to climate warming,"['sea level is going to be monitored', 'preparations are in place to measure the catastrophic rise in sea levels, inch by inch, however many centuries it may take..']",The message of the headline is that climate change is real and is happening right now,text-davinci-002,mrf
Climate crisis - live: Boris Johnson's green plan 'inadequate' and Biden under fire for hiring fossil fuel ally,"['politicians are not doing their part to reduce environmental damage, have ties to fossil fuel industries']",The article is critical of Boris Johnson's green plan and Joe Biden's hiring of a fossil fuel ally,text-davinci-002,mrf
Muammar Gaddafi predicted coronavirus pandemic 11 years in advance,"['some knew of covid many years ago', 'the virus is being used to manipulate society', 'governments made the virus', 'we were tricked into believing covid just came about', 'the virus was engineered']",The implied message of the headline is that Gaddafi was right about the pandemic,text-davinci-002,mrf
"Tiffany Dover, a nurse who fainted after receiving a COVID-19 jab, passed away","['covid vaccines are dangerous', 'covid-19 vaccine killed a woman', 'the vaccine can have deadly side effects', 'the vaccine for covid can be fatal.', 'a nurse that fainted after getting the covid vaccine died', 'there are false claims on vaccines', 'vaccines cause death', ""vaccines aren't safe""]",The implied message of the news headline is that everyone should be careful when getting a COVID-19 vaccine,text-davinci-002,mrf
Australian vaccine for COVID-19 gave volunteers HIV,"['vaccine is not safe', 'vaccine causes disease']",The vaccine is not effective,text-davinci-002,mrf
"American Housewife Co-Star Carly Hughes Calls It Quits, Citing a 'Toxic Environment'",['star cites toxic environment on set'],The workplace environment is important,text-davinci-002,mrf
Our lives depend on climate change fight',['the climate change fight affects all of us'],The fight against climate change is important for our survival,text-davinci-002,mrf
"Coastal communities facing climate change need an equitable retreat, geographer says","['people should move from coastal cities', 'coastal cities will be effected']",Some retreats are better than others,text-davinci-002,mrf
"In a voice message a woman claims in pharmacies they sell Covid tests with preset outcomes because there are boxes with inscriptions ""positiv"" and ""negative"" on them","['the pandemic is being deliberately overstated to keep people scared', 'positive covid test numbers are not trustworthy', ""the covid test kits don't actually work""]",The implied message of the news headline is that some Covid tests are not accurate,text-davinci-002,mrf
Amazon CEO Jeff Bezos is giving out almost $800M to 'fight climate change',"['bezos cares about climate change', 'amazon ceo jeff bezos is giving millions to help fight climate change']",Bezos is trying to save the environment,text-davinci-002,mrf
New Rule Makes It Harder for EPA To Fight Air Pollution and Climate Change,['government is making is harder for epa to fight climate change.'],The new rule makes it harder for the EPA to fight air pollution and climate change,text-davinci-002,mrf
"Amap state has adopted ""early treatment"" protocol and has the lowest lethality rates in the world","['local government mandated treatments can be efficacious.', 'health policies can impact covid outcomes', 'certain approached to treatment decrease covid deaths', 'different approaches to treatment can decrease covid death rates', 'this state has made a good decision', 'rapid application of treatments can increase good outcomes.', 'early treatment can reduce mortality.']",The headline implies that the Amap state has adopted a protocol that is more effective than the protocols of other states or countries,text-davinci-002,mrf
"The claims of Ben Tapper, who introduced himself as a doctor, about the PCR test",['this person may not actually be a real doctor'],The message implied by the headline is that some masks are better than others,text-davinci-002,mrf
Only a far-reaching climate plan will transform the Canadian economy,"[""canada doesn't have a good enough plan"", 'only a far reaching climate plan will better the canadian economy']",A climate plan is necessary to improve the economy,text-davinci-002,mrf
World leaders use their first messages to Biden to draw attention to climate crisis,"[""most of the world's leaders think the president's country should do more to fight climate change"", 'leaders wants biden to address climate change']",The climate crisis is a top priority for world leaders,text-davinci-002,mrf
Guava leaf may cure or prevent COVID-19,['a natural remedy can cure/prevent  a virus.'],Guava leaves may be effective in treating or preventing COVID-19,text-davinci-002,mrf
A doctor who was volunteering in clinical tests was killed by the vaccine produced by Oxford/AstraZeneca,"['vaccine was deadly during trial', 'people should not get the covid-19 vaccine.', 'the covid-19 vaccine is not safe.']",The vaccine is not safe,text-davinci-002,mrf
Commentary: Ivy League Study Shows How U.S. Media Created a Climate of Fear Over COVID-19,['us is overreacting on covid issue.'],The media is responsible for creating a climate of fear surrounding COVID-19,text-davinci-002,mrf
"WHO and ICMR have issued a warning. It claims that WHO and ICMR warn that India is all set to enter the third stage transmission of the coronavirus and if left unchecked, the total death count by the coronavirus outbreak in India could reach the number of 50,000 by March.","['there will be more than 50,000 deaths in india by march', 'who issued a warning about 50,000 deaths in india']",The implied message of the news headline is that the situation in India is getting worse and that more people are going to die if something is not done to stop the spread of the virus,text-davinci-002,mrf
World Health Organization (WHO) ranked Sri Lanka fifth in a table of countries' responses to the coronavirus pandemic.,"['sri lanka did a good job combatting the pandemic', 'the sri lankan government was well prepared in covid 19 response']",The WHO is saying that Sri Lanka is doing a good job with its response to the coronavirus pandemic,text-davinci-002,mrf
"Ireland's climate: A year of extremes, from wettest February to driest spring",['ireland has had a year of extreme weather'],The climate in Ireland is unpredictable and can change drastically from one season to the next,text-davinci-002,mrf
Zhang Zhan: The 'rebellious soul' jailed for filming Wuhan,"['the government is trying to hide something', 'governments are trying to prevent information from getting out regarding covid']",The headline implies that Zhang Zhan is a brave person for filming Wuhan and that she is now being punished for it,text-davinci-002,mrf
The COVID-19 pandemic is over and a vaccine for the disease is no longer needed.,"['disease is no longer here', 'no need to use precautions']",The pandemic is over,text-davinci-002,mrf
Biden Poised to Reset Country's Course on Climate Change,"['the president desires to take climate change action in a different direction than the previous administration', 'biden is working actively']",The article is about how Biden is going to change the country's course on climate change,text-davinci-002,mrf
Alternative medicine advocate mit Akta's claims about COVID-19 vaccines,"['the vaccines carry impurities', 'vaccines are harmful to the body', 'there are false claims on vaccines', 'some doctors have their own viewpoints about the vaccines.']",The implied message of the headline is that some masks are better than others,text-davinci-002,mrf
COVID-19 and AIDS are biological weapons created in the same military biological labs and both viruses were made intentionally to destroy the population and the army of an adversary. The Pentagon was collecting biological samples from Russians as well as different ethnic groups and people of the former Soviet Union living in different geographical locations of the Russian Federation.,"['governments are engaged in secrete biological weapons programs.', 'what we think are naturally occurring viruses are actually biological weapons']",The Pentagon was creating biological weapons to target specific populations,text-davinci-002,mrf
Texas sees delays amid push for faster vaccine rollout,"['officials are struggling with getting vaccines out', 'people are not going to get vaccine soon', ""government's efforts for vaccination are fruitless"", 'vaccines are needed']",The implied message of the headline is that the vaccine rollout in Texas is not going as quickly as hoped,text-davinci-002,mrf
Climate Case Against Shell Begins In The Netherlands,['climate change against shell begins in the netherlands'],The case against Shell implies that they are not doing enough to combat climate change,text-davinci-002,mrf
John Stossel features Climate Hustle 2: Interviews Marc Morano,['unknown intent'],Climate change is not a hoax,text-davinci-002,mrf
"Porto Feliz townhall, in the countryside of Brazil, had zero deaths of COVID-19 due to early treatment with hydroxychloroquine","['there have been no covid-19 deaths in porto feliz', 'hydroxychloroquine prevents death from covid-19']",The implied message of the news headline is that hydroxychloroquine is an effective treatment for COVID-19,text-davinci-002,mrf
Does the UK need new nuclear power to reach its climate goals?,['unknown intent'],The UK does not need new nuclear power to reach its climate goals,text-davinci-002,mrf
Not Crazy at All: CBS Pretty Sure Too Many 'Thank You' Emails Contribute to... Wait for It... 'Global Warming'  Watch,"['sending emails has an effect on climate change.', 'sending emails contributes to climate change', 'cbs is broadcasting false information']",The implied message of the above news headline is that global warming is a real and pressing issue,text-davinci-002,mrf
How Climate Change Turned Venus from an Earth-like Planet to Uninhabitable Wasteland,"['left unchecked, climate change could turn the earth into an uninhabitable rock like venus.']",Climate change can have drastic consequences,text-davinci-002,mrf
Climate change: EU leaders set 55% target for CO2 emissions cut,['eu leaders are taking actions toward curbing climate change'],The European Union is committed to reducing its carbon emissions by 55% by 2030,text-davinci-002,mrf
Meet 'climate restoration'  What if net-zero isn't enough? Inside the push to 'restore' the climate  Seek pre-industrial CO2 levels,['we have to do more for the climate'],"The article is discussing the idea of climate restoration, which is the process of returning the Earth's climate to its pre-industrial state",text-davinci-002,mrf
We Need Climate Leaders in Biden's Administration,['unknown intent'],We need climate leaders in Biden's administration who will take action on climate change,text-davinci-002,mrf
"UAE Cabinet Approves New Cybersecurity Body, Climate Change Envoy",['uae government has new sectors to deal with cyber security and climate change'],The UAE is taking steps to improve its cybersecurity and address climate change,text-davinci-002,mrf
The Pandemic's Effect On Climate-Changing Pollution Was 'Just A Tiny Blip',['unknown intent'],The pandemic's effect on climate-changing pollution was small and insignificant,text-davinci-002,mrf
Colder weather and low winds expose UK electricity system weakness & cost due to climate mandates,"['climate policies are expensive', 'non traditional energy sources are not reliable', 'climate policies are harmful']",The UK's electricity system is vulnerable to cold weather and low winds because of climate mandates,text-davinci-002,mrf
Dispatches From a California Prison Amid the Climate and Coronavirus Crises,['prisoners may be being released due to covid'],The headline implies that the conditions in California prisons are poor and that the prisoners are at risk of contracting the coronavirus,text-davinci-002,mrf
Joe Biden's Covid-19 taskforce member recommends withholding food stamps and rent assistance from those who refuse coronavirus vaccines,"['poor people need government assistance to survive', 'that some in government would deny some people help if they refuse to get a shot for the disease', 'people will respond appropriately to handouts being withheld']",Some vaccines are better than others,text-davinci-002,mrf
Dr. Fauci lied about masks in March.,"['fauci was trying to make masks seem more effective than they were', 'makes could be dangerous', ""the government official doesn't know what they are talking about""]",The message is that some masks are better than others,text-davinci-002,mrf
Physicist Dr. Lubos Motl reviews the 'excellent' Climate Hustle 2,['a movie is out about climate change called climate hustle 2'],The movie is good,text-davinci-002,mrf
"Pfizer vaccine causes ""indefinite infertility""","['vaccines are dangerous', 'pfizer vaccine causes infertility', ""vaccines aren't safe"", 'the vaccine has serious side effects']",The Pfizer vaccine may cause infertility,text-davinci-002,mrf
"The coronavirus pandemic is a hoax, which is proven by Germany's and Georgia's mortality figures for 2017-2020. According to these figures, the number of deaths for all causes is much lower in 2020 compared to the deaths reported in 2017-2019.","['covid-19 is fake', 'the government lied']",The coronavirus pandemic is a hoax,text-davinci-002,mrf
"The world's most vulnerable face conflict, Covid-19 and climate change in 2021, report says","['there are a lot of problems in 2021', 'covid is spreading.', 'impact of climate change is getting bigger.']",The world's most vulnerable face immense challenges in 2021,text-davinci-002,mrf
Sinovac makes the H1N1 flu vaccine used in Brazil since 2009,"['h1n1 is still an issue in that part of the world', 'the h1n1 vaccine was created by sinovac in brazil in 2009']",Some vaccines are better than others,text-davinci-002,mrf
iPolitics AM: Tories launch new House push to boost COVID-19 support for business,"['governments are considering funding businesses to help with covid impacts', 'businesses are badly hurting in pandemic.', 'businesses need financial help to make it through covid']",The Tories are trying to help businesses during the COVID-19 pandemic,text-davinci-002,mrf
"STEVEN HOKING SHOCKED THE WORLD: Mutated viruses in vaccines are a threat, they can destroy humanity.","['vaccines are unsafe', 'vaccines are dangerous', 'vaccines can mutate the dna', 'vaccines are potentially deadly']",The headline implies that mutated viruses in vaccines are a threat to humanity,text-davinci-002,mrf
Everyone who is positive for COVID-19 in Britain will be paid  500,"['people need financial help because of covid.', 'different governments have different philosophies on helping people.']",The headline implies that people who have COVID-19 will be paid 500,text-davinci-002,mrf
