sentence,leaning
"Many East Germans , as is now clear , would have been surprisingly happy to live in such a place -- another undoubted problem that we in the rich world have never bothered to try to understand .",Liberal
Experts on early childhood education agree that attending preschool has a positive effect on a child 's long-term educational attainment but have no way of tracking which programs produce the best results .,Liberal
"In point of fact , most people who own guns and are subsequently killed with a gun in their home are killed by someone who brought their own gun to commit the killing ( and most of those killed have high-risk criminal lifestyles ) .",Liberal
"Certainly wealthy men can be greedy , but there is no better restraint on `` corporate greed '' than the freedom to fail .",Conservative
"Serfdom ( which might more aptly but perhaps less memorably have been entitled The Road to Tyranny ) argued that collectivism always leads to tyranny , as the inefficiencies and shortages brought about by central planning encourage the mistaken perception that more government is needed to `` fix '' all the problems .",Neutral
"By dominating one , the Statist dominates both , for if the individual can not keep or dispose of the value he creates by his own intellectual and\/or physical labor , he exists to serve the state .",Conservative
"Abstract : Recognizing that developers had created high-end gated communities with highly efficient use of space and materials , Goodemann thought of applying similar design elements to affordable housing when he helped launch the Southwest Minnesota Housing Partnership , a nonprofit community development agency , in 1992 .",Liberal
"Fortunately , Secretary Kempthorne showed some restraint in noting that the Endangered Species Act was never intended to regulate `` global climate change , '' stating : `` Listing the polar bear as threatened can reduce avoidable losses of polar bears .",Conservative
His success depended on convincing skeptical swing voters that he was trustworthy and mainstream .,Neutral
"However , the deduction is an inefficient mechanism for helping low - and middle - income people buy homes because it is worth less to families in lower income brackets , many of whom do not even itemize their deductions .",Liberal
The degree of risk to New Orleans and to any vulnerable city is a function of two things : the consequences to human health and safety if the system were to fail and the probability of failure .,Neutral
"Indeed , as we shall shortly see , some of the most important innovations in business in the last three decades have centered not on making the economy more efficient but on how better to ensure monopoly power or how better to circumvent government regulations intended to align social returns and private rewards .",Liberal
"Though he stuffed two hours with family killings , he omitted the deep racial-tribal motives that caused the troubles in , for instance , the Atreus clan .",Neutral
"At least for the first several years of his tenure , even the Left cheered as he defended and encouraged his police department 's excesses , casually disregarded long-standing limits on mayoral power , crushed seemingly immovable bureaucracies , took control away from the most sacrosanct municipal fiefdoms , and forced the city 's powerful unions and political factions into submission .",Conservative
Whether Reagan himself was the Cold War figure of legend may also be questioned -- his detestation of nuclear war and readiness to abandon the U.S. nuclear force at Reykjavik suggest that he was not as hawkish as his liberal detractors depicted .,Conservative
"Attempts by government to inject still more money into the economy , to prop up the bad decisions created by the last cycle of easy money and to repair the real economic pain caused by the boom-bust cycle , leads to more sustained pain , inflation , and economic stagnation .",Liberal
( How using Stark 's high-tech weaponry to pillage one mud-brick village in the Hindu Kush gets him closer to world domination is n't explained .,Neutral
"On this neighbor island the separatist movement was the largest slave revolt ever known ; it shook and destroyed the old order and established , in the middle of the harassment and hostility of the rest of the world , a republic radically different from the shameful regime out of which it arose .",Conservative
"One of the strongest practical arguments against government intervention in the domestic economy comes from Ludwig von Mises : One intervention , by causing unintended consequences , leads to further intervention .",Conservative
"It protested that government health insurance would strip physicians of their autonomy ; Republicans opposed any expansion of the New Deal ; and Southern Democrats joined forces with Republicans , protesting that health insurance would lead to racially integrated hospitals .",Conservative
"The current situation for the Republican Party is more dangerous than losing the Tea Party , in that there are three different fault lines upon which a party split could happen .",Liberal
"An October 2007 Kaiser Family Foundation poll found that more Americans were `` very worried '' about being priced out of their health insurance than feared losing their job , their house , or being in a terrorist attack .",Conservative
"The stimulus served as a mere precursor to the major battle over Obama 's budget , which represents a once-in-a-generation chance for the Democratic Party to reshape the priorities of the federal government -- to reduce America 's unsustainable carbon emissions and reform its bloated , cruel health care system .",Conservative
"Working on a case by case basis , JCSOL helps Huntington residents who were screwed out of deposits , wages , wrongfully fired , or whatever the case .",Neutral
"According to Burgin , the first attempt by the conferees `` produced a list of foundational convictions that assailed the socialist menace , lauded the virtues of the competitive market , and drew connections between economic freedoms and the ` intellectual freedoms ' that totalitarians sought to erode .",Conservative
"There is a conviction rooted in our political traditions , dating before the time of Jefferson , that a broad and relatively even distribution of property is the basis for a stable and free republican system , and a related concern that concentration of power and wealth threatens liberty and reduces the possibility of self-government .",Liberal
"A market based on greed and fear has tugged on some of the worst things in us , and we are now paying the consequences .",Liberal
"In other words , a person is far more likely to be killed by lightning , or choke to death on a piece of steak than be killed by cancer caused by a landfill .",Conservative
"Although the German economy partly as a result of such means has done better than others in the European Union , there are many reasons to think that trouble lies ahead , and not only because of the recession that has engulfed Europe .",Neutral
"Second , as noted , reason can often argue for evil as easily as it can for good .",Neutral
"Taken together , the stories illustrate that it is futile to imagine that criminals will not obtain and use weapons to kill simply because weapons become outlawed , that an unarmed populace has little chance to subdue armed criminals , and that death tolls inevitably rise if criminals who are intent on harm are not stopped immediately .",Conservative
Legislation that fails to recognize the creative power of the individual spirit if it is given the freedom and the economic tools to realize its limitless potential merely creates dependency .,Conservative
"We have assigned pluses to the yeas because Planned Parenthood is the nation 's largest abortion provider , and government should not subsidize the killing of innocent human life .",Conservative
"In 2006 , Kyrgyz security forces , believed to be working in coordination with Uzbek intelligence , killed the popular Uzbek imam who led the mosque , Rafik Kamalov , in a shoot-out .",Neutral
"The third and most important budget problem is the fiscal straitjacket created by Proposition 13 , the original tax-revolt ballot proposition that voters approved in 1978 , which capped property taxes and made it extremely difficult to raise revenues .",Liberal
"Not only is Reed wrong about attributing the blockade mainly to political pressures from the `` false Cubans '' in Miami he so clearly hates , but in the same article he ends up promoting the very propaganda that he claims to debunk : that the American embargo is solely responsible for the economic and social failure in Cuba .",Conservative
temporarily forgot the document she says she cherishes by making sure not to upset the huge pro-intervention-on-behalf-of-Israel contingency .,Conservative
"Obama made it clear ( for example , through his comments that ATMs destroyed bank teller positions ) that he believes that certain private-sector innovation kills jobs .",Conservative
"This was leadership that had the strength to turn moments of adversity into opportunity , the wisdom to see a little further down the road , and the courage to challenge conventional thinking and worn ideas so that we could reinvent our economy to seize the future .",Conservative
"Since the 1980s , the Republican Party has been at least a temporary home for people like me because of its openness to religious influence and its unapologetic assertion of American ideals .",Conservative
"By reducing taxes on income earned through investments and increasing the share of the burden shouldered by middle-class wage earners , today 's system perversely punishes those willing to work hard and businesses willing to create jobs in the United States , all while rewarding the movement of capital and jobs overseas .",Liberal
"Most Republicans , on the other hand , are happy to raise the national debt in order to cut taxes , either do n't believe in global climate change or do n't want to do anything serious to stop it , oppose any plan that could provide health care for all Americans , and think the American Dream is thriving .",Liberal
"He has also been active in the Middle East peace process serving since 1982 as a board member of the International Center for Peace in the Middle East in Tel Aviv , and on the board of Amercians for Peace Now since 1988 .",Neutral
"Although aquabusiness is efficient at turning fish into a commodity for markets given the extensive control that is executed over the productive conditions , it is even more energy inefficient than fisheries , demanding more fuel energy investment than the energy produced .43 Confronted by declines in fish stock , capital is attempting to shift production to aquaculture .",Neutral
"Yes , Clives Staples Lewis , the eminent and erudite professor of Medieval and Renaissance Literature at Cambridge University , believed not only in God , but in the literal existence of an evil spirit known as the devil , who is very much at work in the world , luring souls into the abyss of hell and eternal damnation .",Conservative
"These should lead to the softening of social tensions , the weakening of antagonisms between bureaucracy and workers , and workers and peasants , to the further lessening of terror , and to the further growth of civil liberties .",Liberal
"In fact , it 's precisely this simultaneous mocking of , and wallowing in , our luxe-life obsession that makes `` Critical Shopper '' a creation of Frankensteinian genius .",Liberal
"When we secured all that bad debt , we privatized the profits of investment banks ( the banks get to keep the profits ) and socialized the losses ( the American people get the losses ) .",Liberal
"In fact warnings of a housing bubble and the threat of a severe financial collapse in the four years leading up to the crisis were so numerous as to make it difficult , if not impossible , to catalogue them all .",Liberal
"Away from the field , he was cordial to fans , including those who somehow took pleasure in telling him how much they enjoyed screaming insults at him from the left-field stands .",Neutral
"She took classes ranging from anger management to child care , received counseling on domestic abuse , and was assessed for alcoholism .",Neutral
But it is a proven fact that people have used guns to stop killers intent on committing mass murders .,Conservative
"We can no longer look at the energy economy as a constellation of discrete sectors that can be manipulated separately ; everything is tied together , which means that fixing a problem in one part of the system all but invariably creates a new problem , or a whole series of problems , somewhere else .",Liberal
"Meanwhile , growing income and wealth inequality motivated corporations and the rich to use their enhanced resources to shape politics so that government would protect their new financial gains from the envy , resentment , and demands of the 99 percent .",Liberal
"Eliminating subsidies and legal privileges for hierarchical corporations would increase the likelihood that people could enjoy the job security associated with working for themselves ( with less risk than accompanies being an independent contractor in a less healthy economy ) or in partnerships or cooperatives and that , when they did work for others , they could bargain successfully for better compensation . ''",Conservative
"From public education , to public infrastructure ( think how many fewer gazillionaires there would be had government not funded the research that created the Internet ) , to public safety , government creates the context that allows individual genius to thrive .",Liberal
"Moreover , Scowcroft insightfully notes that wars often create more problems than they solve .",Liberal
"When a consumer buys , for example , gardening tools and materials , a positive externality is experienced by others in the community as the consumer uses the tools to make an attractive garden , which everyone in the community can enjoy and benefit from .",Liberal
"It could have preserved and promoted key industries and supply networks by creating favorable credit policies , tax incentives , local content rules , and tariffs to punish currency manipulation from countries like China .",Liberal
"In Sweden , says Soren Juvas of the Swedish Federation for Lesbian , Gay , Bisexual , and Transgender Rights , a group that fought the right on the Green case , immigrants have become much more vocal on issues like gay rights , and Swedish conservative parties now make a broader play for their support .",Neutral
But this problem will not be solved by cutting the program in order to create new unfunded liabilities for young people .,Liberal
The argument for the benefit from these imports is the same as the argument for the benefit of importing manufactured goods : it allows us to buy these items at lower prices than if we relied on domestic production .,Conservative
"Supporters of federal health care reform argue that the problems associated with these regulations can be addressed with the addition of an individual mandate , a requirement that everyone purchase health insurance .",Liberal
"Depriving children of the opportunity to carry on productive activity is also depriving them of the opportunity to develop the instinct for workmanship , which has made it possible for humanity to advance through the ages .",Conservative
Senator James Inhofe ( R-Okla . ),Conservative
"As Wall Street told Kirkpatrick , giant firms feared `` getting caught in public rage over the perception that Wall Street titans profiting from their government bailout may use their winnings to give back to Washington in return '' ( `` Financial Giants '' ) .",Neutral
"From 1935 through 1941 , the economy remained mired in the Great Depression , yet Cherokee somehow made the best of a bad situation , paying off the 10-year mortgage lifeline in full in a mere seven years , and bringing Cherokee 's relatively inexperienced new leader to the attention of the rest of the struggling textile sector .",Neutral
"Universities always emphasize the importance of non-academic ( and subjective ) `` leadership traits '' as a central reason why they do not rely upon grades and academic test scores to select at least their white students , arguing that evidence of such personal initiative and leadership should often outweigh somewhat lower academic performance in predicting future success and value to our society .",Liberal
"If these nations are wise , they will apply some of their increasing largess to creating the social safety nets for their citizens that will decrease the distance between the top and bottom rungs of the economic ladder and lead to social order , which will lead to stability and peace .",Liberal
"Educate your family , neighbors , friends , coworkers , and hunting buddies about how dangerous such control is to the American Dream of individual pursuit of happiness .",Conservative
"Farm-labor contractors give American produce growers what companies like China 's Foxconn offer to Apple : a way to outsource a costly and complicated part of the business , often saving money in the process and creating a firewall between the brand and the working conditions under which its products are made .",Liberal
"Yet Paul has retained his old friend 's devotion to Austrian economics and a natural-rights-based libertarianism rooted in the nonaggression principle , the axiom that one must not commit aggression against another 's person or property .",Conservative
"Because by the time mad cow arrived on the balance sheet , they 'd already moved on to researching how to extract the porcine stress gene , thereby rendering pigs numb to further factory farming abuses .",Neutral
"By increasing the money supply at zero effective cost , central banks encourage government spending and cause interest rates to fall below their natural rate , which induces private investment and a temporary boom .",Conservative
"In the last week of February , the Federal Reserve and the Treasury Department both announced that the federal government may convert the shares of preferred stock it already owns in Citigroup and other banks into common shares , thereby acquiring voting fights and a greater measure of outright control over the institutions .",Neutral
"With that they also reject the idea that you can know right and wrong , or moral and immoral , as certainly and clearly as you know that increasing marginal tax rates impedes economic growth , or that imposing healthcare mandates on employers inevitably leads to higher healthcare premiums and a net increase in the number of uninsured people .",Conservative
"Wealthy shareholders of foundering financial corporations , on the other hand , have welcomed the Fed 's newfound largesse , with the likes of Bear Stearns and other investment banks happy to avail themselves of Federal Reserve loans since the Fed first made such funds available earlier this year .",Liberal
There are certainly reasonable arguments to be made that Democrats ' efforts to do so will be facilitated by defusing Republican values issues and continuing to close the gap on national-security issues .,Liberal
Early steps can also be taken to raise the two vital supports for low-wage workers-the minimum wage and Earned Income Tax Credit-and to strengthen the right of workers to organize and bargain collectively . ),Liberal
Between 1979 and 2006 the top tax rate on earned income was cut in half ; the tax rate on capital gains was cut almost as much ; the tax rate on corporate profits fell by more than a quarter .,Liberal
"From this view , any country that deliberately allows the disappearance of those high-paying , unionized , permanent jobs that support the entire production-consumption nexus is asking for trouble : the long-term , structural weakness of deindustrialized economies and the failure of the supposed transition to high-valued , knowledge-based economies .",Liberal
"But there are moments of strange , otherworldly naivete , as when Kafka , in a paper on setting insurance premiums and the need to convince employers of the Institute 's prudence , opines that `` a handsome sum is certainly appropriate as compensation for accidents that have serious consequences , and no employer will even consider advocating parsimony in such cases .",Neutral
"Those who are taxed under threat of fine or jail to fund the welfare programs lose life , liberty , and property in the process .",Conservative
That 's because Melville 's story casts a skeptical eye on the opportunistic bustle of American life and because the plot is filled with startling discontinuities and loose ends .,Liberal
"Using more embryos boosts the success rate but also results in multiple births , which are far riskier for the woman and often lead to premature delivery and dire health problems in the infants .",Conservative
"We have assigned pluses to the nays because the CISPA bill would permit government access to the private information of citizens , in violation of the Fourth Amendment `` right of the people to be secure in their persons , houses , papers , and effects , against unreasonable searches and seizures .",Liberal
"Unlike their modern successors , these supporters of minimum wage laws were under no illusion about the effects of their proposed policies ; they understood and intended the negative consequences that economists now go to great lengths to argue will be the outcomes of the policies favored by contemporary Progressives .",Conservative
People do n't want to hear -- assuming for the sake of argument that fracking 's critics are right -- they may be letting their own children be poisoned ; how much more readily would they poison the messenger .,Conservative
"In fact , Dr. Reisman has a chart on which she has documented how Kinsey went from state to state convincing ingenuous legislators to dumb-down punishments for sex crime .",Conservative
"Our Christian neighbors , even the craziest of them , are right to be outraged by this pretense of even-handedness because the truth is that Islam is quite a bit scarier and more culpable for needless human misery than Christianity has been for a very , very long time .",Conservative
"But the creation of that conventional wisdom helps explain the reason that progressive politicians , despite the extraordinary rise in income inequality over the past 30 years , are timid in proposing solutions . ''",Conservative
"The December 16 fundraiser was timed to coincide with the 234th anniversary of the Boston Tea Party , an event dear to the hearts of Paul supporters , who cherish limited government and low taxes .",Conservative
"Environmental and consumer groups could present problems that need redressing , and entrepreneurs , including small businesses , could present new products , technologies , and designs to replace the wasteful , environmentally destructive ones that currently dominate the market .",Conservative
"Radical feminist insistence upon seeing slights , harassment , and male victimization of women everywhere has made campuses , workplaces , and society less comfortable places .",Conservative
"The alternative was to increase the rewards to work -- with a more generous Earned Income Tax Credit for low-wage workers with children , plus subsidies for child care and health expenses .",Liberal
"While the notion of the rational individual which underlies all bourgeois economic reasoning always implied the individual possessed of bourgeois rationality , it must be realized that during the youth of the capitalist system that rationality constituted an essentially progressive attitude .",Liberal
"Since 1980 , the year Ronald Reagan became president and helped engineer a savage attack on the working class , income inequality has risen considerably .",Liberal
"Even the more interventionist neoconservatives have focused on state threats to U.S. primacy , not global economic and social forces -- sometimes to their peril , since , even after September 11 , some hawks in the administration were trying to shift the focus from a nonstate threat , Al Qaeda , to a state threat , Iraq .",Liberal
"While there certainly may be a number of factors contributing to America 's success and great wealth , one tradition and idea secured by the Constitution towers above the rest : freedom .",Conservative
"Predictably , low-income working families are least likely to benefit because they can rarely afford to take unpaid leave , have jobs with the least flexibility , and have the hardest time finding quality infant care and reliable transportation .",Liberal
"When failed businesses of any size are bailed out with taxpayer monies , when dominant corporations receive special treatment , government , not the private sector , is encouraging what is known in economics as `` moral hazard , '' the tendency to take greater risks and be less provident with capital resources than would otherwise be the case -- in other words , to get greedy .",Liberal
"On one tier are the writers , filmmakers , musicians , and other creative professionals who work alone or in consort with others to create a work of `` art , '' the original content .",Neutral
"Social ownership of the means of production is critical because it is the only way to ensure that our communal , social productivity is directed to the free development of all rather than used to satisfy the private goals of capitalists , groups of individuals , or state bureaucrats .",Liberal
"The workers of France , Belgium , Ireland , the Netherlands , and Norway all produce the same goods and services as the United States or more , and thereby enjoy higher productivity per hour worked than do U.S. workers .3 The reasons for this are myriad , but almost all of them contradict conservative conventional wisdom .",Liberal
"If the government wins out , however , we 'll escape deflation at the price of inflation , which will vacuum the wealth right out of Americans ' pockets , rewarding debt-addicts and punishing the frugal .",Conservative
"Only a year or so after the biggest economic crisis since the Great Depression punctured all the neoliberal and conservative myths about the free market , and gave a Democratic administration the opportunity to change course , it seems that not much has changed .",Liberal
"There was a time when the United States had checks and balances in the government , regulations for corporate behavior coupled with the threat of punishment , little tolerance for ethically challenged public figures , discipline for children , and rewards for jobs well done .",Conservative
"Even worse , the report claims , ACORN violates the law by using federal money help to elect leftists to local , state , and national office : `` Committee investigators have unearthed documentation that ACORN and its affiliates conducted meticulous research that fed aggressive campaign initiatives designed to elect Democratic candidates in targeted races .",Conservative
"Another vital factor in a recovery is the devalorization of capital resulting from bankruptcies , the sale of failing businesses in the productive sector at large discounts , and state imposed rationalization of industries by shutting down less efficient operations .",Conservative
"Reading the bill as an open-minded agnostic when it comes to climate change , I could not find the common sense in a policy that would inflict immediate , immense , and certain costs on a suffering economy in the hope of producing distant , infinitesimal , and highly uncertain changes in world temperatures .",Conservative
"But the cost , a hundred-billiondollar-plus gift to the rich , is tough to accept at a time when the deficit cries out for shearing and when the money would be far better spent on further stimulus .",Liberal
"Here he argues that , beyond its regulation of the purity and the manufacture of drugs , the FDA should not have the power to control the marketing of new products on the basis of their effectiveness or -- within wide limits -- their safety . ''",Conservative
"An ideal system would pay based on value , the degree of improvement , relief , and safety ( medical errors and incorrect procedures take almost 200,000 lives each year ) each service or procedure offered to patients .",Liberal
"Yet when viewed in a broader historical context , his personal evolution seems quite consistent with trends in the development of the modern right and its strained relationship with science-a tension that has been on dramatic display throughout the Bush presidency , which has seen an unprecedented fight over the political abuse of science in government .",Liberal
"Businesses failed to hire workers or open factories not because there was a lack of demand for their products , but because constantly changing government policies made them uncertain .",Conservative
"If you allow an economic system in which 1 percent of the people have more than half the wealth and the other 99 percent have to share the other half , then the 1 percent are not going to be so stupid as to not realize that one of the ways you secure yourself is to control the political system .",Liberal
Kennedy is convinced that we ca n't create better schools or lure businesses to inner cities if we ca n't first stop the killings .,Liberal
The dinosaur extinction theory was too valuable to one side of a political argument about nuclear weapons to be decided on its scientific merits .,Neutral
"This meant there was never any surplus cash in the business , and all growth or unplanned expenses had to be financed with debt ( profits were discouraged with high taxes , and debt was encouraged because interest was deductible ) .",Conservative
"Yet , even Democratic President Bill Clinton acknowledged that the Social Security program is in trouble when he said that there were only three options for reforming it : raise taxes , cut benefits , or allow the private investment of some payroll taxes .",Conservative
"Paul is a sort of godfather to the Tea Party movement , and getting Tea Partiers stirred up about Romney 's perfidious support for the health care mandate ( albeit only at the state level ) would certainly be worthwhile .",Conservative
"He claims that since today 's Americans were simply handed the blessings of liberty , they do not understand the sacrifices involved in obtaining it or its value , leading them to give it away for perceived security .",Conservative
"Family relations , marriage , motherhood , isolation , sex , social opprobrium , anger , friendship , and creativity : all are explored in the study of such women 's lives .",Neutral
"Current GOP strategy reverses that calculus : Through a series of structural changes and buck-passing mechanisms , Republicans intend to pit program against program in a battle for diminished resources-and may the stronger clients win .",Liberal
"( ( dagger ) ) An argument could be made for a temporary evacuation of the area near Chernobyl , but anti-nukes have carefully avoided addressing the differences in the Three Mile Island and Chernobyl reactors .",Liberal
"The Death and Life of Great American Cities argues that at least one hundred homes per acre are necessary to support exciting stores and restaurants , but that two hundred homes per acre is a `` danger mark .",Liberal
"The Pennsylvania Energy Harvest program allocates about $ 5 million a year in grants to companies to encourage investment in renewable energy sources , energy-saving production processes , and alternative energy production .",Liberal
"So while conservatives believe , say , that progressive taxes inhibit incentives to work , they would not change this view even if it were proven wrong , because buttressing their position is a deeper belief about the immorality of big government .",Liberal
"They would reach the young women who are balancing child rearing , low-wage jobs , and community college classes-a group for whom the anger , frustration , and hopelessness of trying to be a good parent in this go-it-alone society certainly might rise as they scramble to finish their history assignments in the dead of night .",Liberal
"Some men will like taking care of children ( if government and employers give them decent support ) ; others will try to avoid care , and women will be able , let us hope , to see that one coming in advance and make the choices they want to make in response .",Liberal
"But the ideals are still worth working for : protecting the weak from the strong , overcoming prejudice , providing broad opportunity to everyone , creating a vibrant democracy .",Liberal
"Another , somewhat perverse piece of political good news is that more and more middle-class families are vulnerable to the same stresses that have afflicted poor families through the ages-not enough time both to earn a living and to care for children ; and rising cost barriers to the highest-quality care that the rich have always paid for privately .",Liberal
"Social justice entails redistribution of wealth , taking from those disproportionally endowed and giving to those who are underprivileged through no fault of their own -- for reasons ranging from past injustices and their lingering contemporary effects to technological changes to globalization to genetic differences .",Conservative
"There is no certain way of distinguishing between defectiveness in the strain and defectiveness produced by malnutrition , neglected lesions originally curable , or overwork in childhood .",Neutral
"Organizations representing the religious right have loyally rallied their members to support the conservative agenda , often using some deft intellectual gymnastics to justify their support .",Liberal
"We teach the inmates that no matter how horrible their crime is , if they sincerely repent and turn their lives over to Christ , make amends to their victims , and work at having a different worldview when they are released , they can lead healthy , productive , law-abiding lives .",Conservative
"Gold is a very good commodity to use for money because ( among other reasons ) it is very scarce , making it impossible for governments or central bankers to manipulate its supply .",Conservative
"Manufacturers of components are intimately aware of critical problems-such as the need to reduce the weight of the turbine components , make blades lighter , make generator transmissions more durable , and make solar-energy inverters , which convert direct-current solar electricity to alternating-current solar electricity , last longer .",Neutral
"Their goal is to create as much self-doubt , hesitation , fear of name-calling , and litigation within police departments and intelligence agencies as possible so as to render such authorities ineffective in pursuing international and domestic terrorist entities .",Conservative
Many are drawn to the diversity rationale because it frames affirmative action not as special aid for designated groups but as a way of producing better services and products .,Liberal
"He cut a breakthrough deal with the drug companies , which agreed to cut the cost of drugs by $ 80 billion over ten years and spend $ 150 million on television ads supporting health care reform .",Liberal
Most evil is not committed as a result of unbridled lust or greed ; and the sadistic monster who revels in inflicting pain on other people is rare .,Conservative
"What Hiss personified , finally , was a social and political type commonly found within its favored class in mature democracies : the covert enemy of the establishment who confidently trades on establishment privileges -- snobbery , social pride , `` old school '' ties , inveterate name-dropping .",Neutral
"We care only about economic efficiency , the argument goes , and have no regard for the consequences of pollution and other examples of environmental degradation .",Liberal
"To be sure , the assault on speculators is not purely a `` partisan '' matter : both Barack Obama and John McCain have blamed these supposed evildoers for raising the costs of energy , although Democratic leaders are more practiced at this scolding .",Conservative
"The proposal also includes creating an orderly program for those who opt for permanent migration and settlement , as well as organizing an integrated labor management system in North America in which vacancies created in Mexico by departing migrants are filled , in turn , by Central Americans - thereby strengthening local economies and thus reducing migratory pressures leading to U.S.-bound unauthorized migration .",Liberal
"The regulation that has remained , antitrust or otherwise , has done as much , or more , to guarantee the existence of profitable firms and industries as it has to protect and preserve public interest values threatened by commercial interests .",Liberal
"But special interests can capture international organizations , too -- think of how pharmaceutical firms influenced the World Trade Organization 's patent rules , for example , or how global banks have influenced the Basel Committee 's capitaladequacy rules .",Liberal
"These guys , through their greed , created the most severe economic recession since the Great Depression .",Liberal
"Much progress was made in building the political infrastructure within the DNC for more effectively working with Hispanic elected officials in 2004 , but Reyneri concluded that `` to be truly effective , any Hispanic outreach effort would have to actively engage the state parties .",Liberal
"But what bothers me is that this provision in this agreement , which is a good provision , suggests that this is a hardwon compromise ; that the Republicans conceded something and they agreed to a 13-month extension of unemployment benefits . ''",Liberal
"Third , it undermines confidence in American workers and businesses , eroding reliance on the hard work of millions of productive citizens to create wealth and opportunity .",Conservative
"Yet , Obama has supported federal legislation to supersede the rights of citizens carrying weapons because the laws in those other states are `` threatening the safety of Illinois residents .",Conservative
"The effort is broadly persuasive , though weakened by the occasional glaring exceptions ( for example , the expansion of the American social safety net during the Great Depression ) and important caveats ( `` The relationship is not exact ... since economic growth or its absence is hardly the only influence affecting social and political development .",Conservative
"The more important point is perhaps that the original Tea Party movement , started by Ron Paul supporters prior to the 2008 election , was not created to bring electoral victory to Republican clones of the big-spending Democrats .",Liberal
Bosch 's threat directly contravened an ILO standard that says threatening or using permanent replacements to break a strike violates workers ' freedom of association .,Conservative
This systematic harassment even violates laws when the `` educational '' efforts become threats and doctors are murdered .,Neutral
"It would work to overcome the social problems created under capitalism when an enterprise discovers a new way to produce output with less labor input , encounters a loss of public desire for its products , or finds that it has overestimated the demand for its output .",Conservative
"`` We want to change people 's minds about the horror of abortion , '' he said , `` to make it clear that it 's not right to kill children in the womb .",Conservative
"It 's how we won on Senate Bill Five in the fall , people like you and me fighting for working people , '' she told a home health aide still in her floral medical smock , who agreed to sign up but declined to give money .",Liberal
We encounter -- to name only a few -- a glow-stick wielding Mennonite DJ who throws raves in churches ; an environmentally obsessed freegan indie rocker who eats exclusively from dumpsters and schedules his days around grocery-store disposal patterns ; a pair of creation-science ideologues ; a spiritual horror novelist ; and a man who runs a Christian wrestling association .,Conservative
Gura argues that potential abuse of the Privileges or Immunities Clause should not deter advocates from using it when appropriate .,Neutral
"Writing in The Weekly Standard last November , he argued that a procedure for bankruptcy could instantly reduce states ' bond debt and chop the fat out of bloated contracts with public employees by allowing states in default or in danger of default to reorganize their finances free from their contractual obligations .",Conservative
"From the `` culture of greed , '' as Kevin Phillips put it , and the obscene rich\/poor gap to unilateralism and a deadly and costly war , family and community disintegration , immoral business and political practices , and economic collapse , sources of self-respect and respect in the world are hard to find .",Liberal
"It 's considered a feminist triumph , in part because it 's the product of feminist breakthroughs : birth control , which gives women the power to pace their own fertility , and access to good jobs , which gives them reason to delay it .",Liberal
It 's only in the battle over Social Security privatization that Democrats are coming to realize that there are political advantages to revisiting their historical defense of government 's role .,Liberal
"Yes , he acknowledged , if the Real ID deadline passed without New Hampshire 's compliance , the federal government might make good on its threat to bar residents from traveling on airplanes using their driver 's licenses for identification .",Neutral
Perhaps the best hope is to challenge or divide businesses and offer an alternative that supports the interests of workers in restored security and opportunity as well as the interests of business in sustained prosperity .,Liberal
You ca n't seriously assault a part of this system ( C02 emissions from rich economies boring a hole in the ozone layer ) without affecting other parts of the system ( weather and public health ) .,Liberal
"His reluctance will be all the greater if savers are hesitant to part with their money because of their own uncertainties about future interest rates , default risks , and possible emergency needs for cash to pay off debts or to meet unexpected expenses .",Neutral
"Abstract : The big plant outside of town that used to produce trailer truck beds is a rare success story , having been taken over by German electronics firm Siemens to produce blades for wind generators , part of the small but growing local non-ethanol green energy sector .",Liberal
"Abstract : At no time since the Great Depression have the working poor and the working middle class had more in common in their economic vulnerability , or been more in need of cross-class government programs , such as reliable pensions , health insurance , protections against income loss , and new needs of the broadly denned working family , such as child care .",Liberal
"With virtually the whole Republican Party aligned with McCarthy , the hearings , unlike those held sixteen years later , were bitterly partisan and tainted by expressions of doubt about the very loyalty of the governing party .",Neutral
"The suggested schemes would likely exacerbate poverty and would almost certainly do little or nothing to help deal with true environmental problems , as evidenced by the fact that free markets consistently reduce poverty and help preserve the environment while socialism creates poverty and environmental chaos .",Conservative
"The Fed has kept interest rates low based on the underreporting of CPI , and those artificially low interest rates have fueled inflation to finance the loans and have caused malinvestments , both of which have been harmful to our economy .",Conservative
"Alternatively , there would undoubtedly be a large number of ISPs who would not only want to avoid the administrative burden of being forced into the role of Internet cop , but who would also rightly regard the risks of providing Internet access as outweighing the benefits .",Liberal
"But now , in a truly public society , they must listen to what we say , whether we 're using Twitter to complain about a product or Facebook to organize a protest .",Neutral
"In the Illinois State Senate , Barack Obama led the successful effort to create the $ 100 million Illinois Earned Income Tax Credit ( EITC ) .",Liberal
"More specifically , congressional passage of the North American Free Trade Agreement ( NAFTA ) in 1993 and legislation establishing the World Trade Organization ( WTO ) in 1994 have already led to the loss of millions of jobs for Americans and have set the stage for still larger numbers of job losses .",Conservative
"By the same token , though , business models can propel companies forward even if the CEOs could n't care less about the planet : Dow and DuPont have cut their carbon emissions by upward of 50 percent this decade , simply because their managers started to pay attention to energy costs and figured out that efficiency went straight to the bottom line .",Liberal
