ID,Target,Tweet,Stance,Opinion towards,Sentiment,trump_stance
20549,Donald Trump,#greta Trump is absolutely on fire right now! He is a good man with a great family. He is the medicine this country needs! #SemST,FAVOR,TARGET,POSITIVE,Favor
20550,Donald Trump,AngryNIdaho: ScottGrafRadio THAT'S WHAT THEY WANT YOU TO BELIEVE! #lamestream #chemtrails #TYRANNY #staywoke #JadeHelm #SemST,NONE,OTHER,NEGATIVE,None
20551,Donald Trump,Greece.... Bernie Sanders school of economics #greta #SemST,NONE,OTHER,NEITHER,None
20552,Donald Trump,Just because you own a casino (bankrupt) doesn't mean your family didn't immigrate too #America #SemST,AGAINST,TARGET,NEGATIVE,Against
20553,Donald Trump,@realDonaldTrump  Some people just want to be president.  Others want to MAKE AMERICA GREAT AGAIN! #SemST,FAVOR,TARGET,POSITIVE,Favor
20554,Donald Trump,"Unlike Obama, @realDonaldTrump doesn't need a teleprompter.  #SemST",FAVOR,TARGET,NEGATIVE,Favor
20555,Donald Trump,"@GOP If you can not debate Trump, you should not be running for president. #backurbase. #SemST",FAVOR,TARGET,NEGATIVE,Favor
20556,Donald Trump,@GoAngelo it's obvious Macy's and NBC and ESPN and ... are chokers. #Trumpisassclown #SemST,AGAINST,OTHER,NEGATIVE,None
20557,Donald Trump,bow my head  #FreeChelsea #FreeHamond #all prisoners of the state!  #SemST,NONE,OTHER,POSITIVE,None
20558,Donald Trump,"#Boycott @TravelOregon Support @sweetcakesbakes If you don't want to bake the cake, you shouldn't be forced to. #freedom #SemST",NONE,OTHER,POSITIVE,None
20559,Donald Trump,@_George_Lopez__ says there may be enough AMERICAN Racists to Elect Trump as President. I think he's right. Take back America #SemST,AGAINST,TARGET,NEGATIVE,Against
20560,Donald Trump,@realDonaldTrump I hope and pray you get the nomination. America needs a man with a backbone! And one that can't be bought! #SemST,FAVOR,TARGET,POSITIVE,Favor
20561,Donald Trump,@Radiocop @DrLefever Low Info Voters are still clueless to the fundamental transformation Obama said he would inflict. #tcot #SemST,NONE,OTHER,NEGATIVE,None
20562,Donald Trump,@realDonaldTrump I don't care what @NASCAR says! I dont care what the liberals at @espn say.. Keep Speaking The TRUTH!! #SemST,FAVOR,TARGET,POSITIVE,Favor
20563,Donald Trump,"@mailandguardian There goes the Latino vote, Donald Dumb!! #SemST",AGAINST,TARGET,NEGATIVE,Against
20564,Donald Trump,Now Coke believes in unicorns along with the libs #WakeUpCocaCola #TedCruz2016 #TheRightBrigade #SemST,NONE,OTHER,NEGATIVE,None
20565,Donald Trump,THE @realDonaldTrump **MAKING TWO FEES INSTEAD OF ONE**  WE NEED A WINNER IN THE WHITE HOUSE AGAIN  #MakeAmericaGreatAgain !!  #SemST,FAVOR,TARGET,POSITIVE,Favor
20566,Donald Trump,"@conservacuck unfortunately the melting pot concept has been replaced by balkanization, now it's division not diversity #tcot #SemST",NONE,OTHER,NEGATIVE,None
20567,Donald Trump,"LOOKS LIKE LIBREALS OUR AFTER @Paula_Deen AGAIN,,  THANK GOD FOR @realDonaldTrump #SemST",FAVOR,TARGET,NEGATIVE,Favor
20568,Donald Trump,The line between innovation and effrontery becomes evident through consequence. #CultureShift #awaken #rise #AriseChurch #SemST,NONE,OTHER,NEGATIVE,None
20569,Donald Trump,@exjon @bjcowan1970 AMERICAN companies won't make them anymore #SemST,NONE,OTHER,NEGATIVE,None
20570,Donald Trump,"We are now witnessing possibly the most disastrous attempt to run for presidency ever, courtesy of @realDonaldTrump #Fail #SemST",AGAINST,TARGET,NEGATIVE,Against
20571,Donald Trump,@realDonaldTrump is the most repulsive narcissist on the planet. #SemST,AGAINST,TARGET,NEGATIVE,Against
20572,Donald Trump,@realDonaldTrump Stay the course! You can win! The USA needs your leadership and competence! #SemST,FAVOR,TARGET,POSITIVE,Favor
20573,Donald Trump,@RNRLouisiana @willie_mays24 @RNROklahoma  THIS kind of open defiance is what is needed but on a massive scale #tcot #LNYHBT #SemST,NONE,OTHER,POSITIVE,None
20574,Donald Trump,Donald Trump is the man of all men #SemST,FAVOR,TARGET,POSITIVE,Favor
20575,Donald Trump,@lybr3 @MarcATL76 #Programmed ppl are so damn STUCK ON BS! Clinton is free walking behind a rope! BARS ARE NEEDED! PLZ! #SemST,NONE,OTHER,NEGATIVE,None
20576,Donald Trump,@GovernorPerry @realDonaldTrump not true Perry! Don't count on me or anyone in my family for a vote. You need to stop being PC. #SemST,AGAINST,TARGET,NEGATIVE,Against
20577,Donald Trump,The Left > It's only a Law if we like it - It can be ignored if we don't like it.  #SemST,NONE,OTHER,NEGATIVE,None
20578,Donald Trump,The .@nyse doesn't just halt all trades ... What's up #grexit #ChinaMeltdown #tcot #nationaldebt #SemST,NONE,OTHER,NEGATIVE,None
20579,Donald Trump,The gift that keeps on giving. #makeitstop #SemST,AGAINST,TARGET,NEGATIVE,Against
20580,Donald Trump,@realDonaldTrump You have the heart of a lion! Let's make America great again! #SemST,FAVOR,TARGET,POSITIVE,Favor
20581,Donald Trump,"Yo DEMOCRATS, #NYSE Halted-Down. Just another ""CRISIS"". What ya gonna do to NOT LET IT GO TO WASTE???????????????  #SemST",NONE,OTHER,NEGATIVE,None
20582,Donald Trump,@realDonaldTrump  WE WANT TRUMP! WE WANT TRUMP! WE WANT TRUMP!!! #MakeAmericaGreatAgain #SemST,FAVOR,TARGET,POSITIVE,Favor
20583,Donald Trump,"@GloriaAllred is a media whore, but I'm rooting for her and her clients against 'alleged' drug-rapist #BillCosby #tcot #SemST",NONE,OTHER,NEGATIVE,None
20584,Donald Trump,People who judge Trump based on his looks and hair style yet call him a racist bigot might be #hypocrites #SemST,FAVOR,TARGET,NEGATIVE,Favor
20585,Donald Trump,@FoxBusiness I would have to say that #NYSE would never admit a hack. #SemST,NONE,OTHER,NEGATIVE,None
20586,Donald Trump,RT veriphile: Follow #Patriot -->  TheresaMurrano.  Thanks for following!!  #Truth #Liberty #Justice #2A #ProLife #IStandWit... #SemST,NONE,OTHER,POSITIVE,None
20587,Donald Trump,@NBCNews political correctness is killing the country! The Don is telling the truth! #SemST,FAVOR,TARGET,NEGATIVE,Favor
20588,Donald Trump,I want to know @realDonaldTrump's thoughts on the #NYSE issue. #finance #SemST,NONE,TARGET,NEITHER,None
20589,Donald Trump,#ExtremistProgressives are so #Focused on their #Agenda that they believe a #Inanimate #FlagKills but #MultitimeDeporteesDont #SemST,NONE,OTHER,NEGATIVE,None
20590,Donald Trump,@realDonaldTrump Just want to say thank you for not pandering to the pc police! #richforareason #nofear #SemST,FAVOR,TARGET,POSITIVE,Favor
20591,Donald Trump,"@realDonaldTrump A man who isn't afraid to speak the truth is a man who I'll vote for! Take it home, Mr. Trump! #FuturePresident #SemST",FAVOR,TARGET,POSITIVE,Favor
20592,Donald Trump,@SuzieQt154320: Just Curious Do You Follow @HahnAmerica Or @Montel_Williams? #SemST,NONE,NO ONE,NEITHER,None
20593,Donald Trump,"@BillKristol GOP, Dems & Media are all scared of Trump. I am thoroughly enjoying the hand-wringing and hysterical name calling. #SemST",FAVOR,TARGET,POSITIVE,Favor
20594,Donald Trump,"Wow Quote ""try getting it out, you don't even know what you're talking about but go ahead, try getting it out "" smh #msnbc #SemST",NONE,OTHER,NEGATIVE,None
20595,Donald Trump,#Trump is ruining a party quicker than the police! #gop #SemST,AGAINST,TARGET,NEGATIVE,Against
20596,Donald Trump,@whitewolf2226 @mjgranger1 @BurdenoFreedom that's right I agree w/u girl #SemST,NONE,OTHER,POSITIVE,None
20597,Donald Trump,"@msnbc @chefjoseandres good riddance to bad rubbish, #SemST",NONE,OTHER,NEGATIVE,None
20598,Donald Trump,@HillaryClinton lies again She WAS subpoenaed! She violated law etc! #RedNationRising #SemST,NONE,OTHER,NEGATIVE,None
20599,Donald Trump,@chevesligon @laurakfillault we have white newlywed mothers being shot by 5x deported illegals!! Cruz knows what is it! #SemST,NONE,OTHER,NEGATIVE,None
20600,Donald Trump,"@veriphile; Just Curious, Do You Follow @Montel_Williams? #SemST",NONE,NO ONE,NEITHER,None
20601,Donald Trump,Republicans. The party that rewards racial hatred and bigotry with a front-runner status for the Presidential nomination. #SemST,AGAINST,TARGET,NEGATIVE,Against
20602,Donald Trump,@realDonaldTrump Illegal Immigration is FINALLY on the agenda because of you! Thank you for speaking TRUTH! #SemST,FAVOR,TARGET,POSITIVE,Favor
20603,Donald Trump,@ErinBurnett #cnn WHY WOULD IT HURT @realDonaldTrump TO SAY SOME ILLEGAL IMMS RAPE? @JOHN_WALSH JUST SAID IT'S TRUE @OutFrontCNN #SemST,FAVOR,TARGET,NEGATIVE,Favor
20604,Donald Trump,he was getting divorced & filing bankruptcies @robin182zz #Trump #bankrupt #Election2016 #SemST,AGAINST,TARGET,NEGATIVE,Against
20605,Donald Trump,Get over to #CNN #AC360 @realDonaldTrump going live in minutes.  #SemST,NONE,TARGET,POSITIVE,None
20606,Donald Trump,@businessinsider @billpostmus most libtard states are f'd up here #mepolitics #tcot #SemST,NONE,OTHER,NEGATIVE,None
20607,Donald Trump,"@weknowwhatsbest White parents warn their kids about cops too: ""If you're stopped by cops, be respectful & do what they say. #SemST",NONE,OTHER,NEGATIVE,None
20608,Donald Trump,Blessed is the nation whose God is Lord. Psalm 33:12 #SemST,NONE,OTHER,POSITIVE,None
20609,Donald Trump,@ac360 @ananavarro @andersoncooper #AC360 HECK YEAH BOMB THE CRAP OUT OF #IRAQ & SEND IN PROS TO RUN OIL FIELDS! @realDonaldTrump #SemST,FAVOR,TARGET,NEGATIVE,Favor
20610,Donald Trump,Trump's comments show he cannot be taken seriously. The fact he's polling high shows the party should not be taken seriously. #SemST,AGAINST,TARGET,NEGATIVE,Against
20611,Donald Trump,@andersoncooper #AC360 @ac360 @ananavarro < WHY IS YOUR HISPANIC LATINO ASS SAYING @realDonaldTrump SAID DISGRACEFUL THINGS? #SemST,FAVOR,TARGET,NEGATIVE,Favor
20612,Donald Trump,Donald Trump please shut the eff up forever! To think I liked your men's suits at Macy's! You suck! #andersoncooper #CNN #SemST,AGAINST,TARGET,NEGATIVE,Against
20613,Donald Trump,@andersoncooper #AC360 @ac360 @ananavarro <WHY ARE YOU LATINO-HISPANIC DEFENDING #LATINO #HISPANIC RAPISTS? @realDonaldTrump #SemST,NONE,NO ONE,NEITHER,None
20614,Donald Trump,@RNRWestVirginia @RedNationRising Please go away Pataki. #SemST,NONE,OTHER,NEGATIVE,None
20615,Donald Trump,"If you live in a Trump building, congratulations on that decision #SemST",FAVOR,TARGET,POSITIVE,Favor
20616,Donald Trump,"Donald Trump has me ""L-ing my A O.""  This dude is nuts I highly recommend watching the #CNN interview.  He is entertaining.  #SemST",AGAINST,TARGET,NEITHER,Against
20617,Donald Trump,I'm Fonald Frump and EVERYBODY THINKS YOU'RE AN IDIOT.forPresident #SemST,AGAINST,TARGET,NEGATIVE,Against
20618,Donald Trump,Will be watching @AC360 again tomorrow to watch @realDonaldTrump interview continuation. #MakeAmericaGreatAgain #SemST,FAVOR,TARGET,POSITIVE,Favor
20619,Donald Trump,"Making matters worse, NBC canceling Apprentice replacing with Mind of Mencia reruns #comedycentral #NBC #SemST",NONE,OTHER,NEGATIVE,None
20620,Donald Trump,.@realDonaldTrump is the real deal folks. He tells the truth. Get used to it! #SemST,FAVOR,TARGET,POSITIVE,Favor
20621,Donald Trump,After every @realDonaldTrump interview I watch I get more pumped up for November 2016 when this country can be made great again. #SemST,FAVOR,TARGET,POSITIVE,Favor
20622,Donald Trump,@sbrenn01 @marklevinshow What diversity? Conservatives are racist. I am one. I love Trump. #SemST,FAVOR,TARGET,POSITIVE,Favor
20623,Donald Trump,",@realDonaldTrump trumps presidential dreams r about as real as KimJonguns unicorns. #SemST",AGAINST,TARGET,NEGATIVE,Against
20624,Donald Trump,@realDonaldTrump is the ONLY candidate with BALLS!!!!! #SemST,FAVOR,TARGET,POSITIVE,Favor
20625,Donald Trump,Hey montel: shut the fuck up! How does that grab you? #SemST,NONE,OTHER,NEGATIVE,None
20626,Donald Trump,"@Montel_Williams , ex 2bit talk show host, talking shit about @realDonaldTrump . Fuck off montel!! @cnn. #SemST",FAVOR,TARGET,NEGATIVE,Favor
20627,Donald Trump,Why is the media giving the Donald so much airtime?The guy evades questions just like any other politician.Disaster. GOP trouble #SemST,AGAINST,TARGET,NEGATIVE,Against
20628,Donald Trump,@meetthepress @ron_fournier @realDonaldTrump Typical Liberal Media. Trump has now evolved. He is now non Mexican Pro Life. #SemST,AGAINST,TARGET,NEGATIVE,Against
20629,Donald Trump,@EWDolan #DoubleBlindJepordy What is you keep my wife out of the GOP Primary and I'll keep your wives out of it too!  #Bam! #SemST,NONE,OTHER,NEGATIVE,None
20630,Donald Trump,No you see Donald Trump was saying Mexican immigrants are all *rappists* like with the hip hop y'all  #Trump #SemST,FAVOR,TARGET,NEGATIVE,Favor
20631,Donald Trump,People: Donald Trump is a man who can lead this country into the future. #SemST,FAVOR,TARGET,POSITIVE,Favor
20632,Donald Trump,What are your favorite conservative blog sites and why?  #tcot #RedNationRising #CulturalRot #SemST,NONE,NO ONE,NEITHER,None
20633,Donald Trump,"@realDonaldTrump they may be dumping you now, but when you're president they'll be begging for your business. #SemST",FAVOR,TARGET,NEITHER,Favor
20634,Donald Trump,@realDonaldTrump Don't let the @GOP tell you how to run!  #America doesn't need another politician.  #MakeAmericaGreatAgain only #SemST,FAVOR,TARGET,POSITIVE,Favor
20635,Donald Trump,"@realDonaldTrump You have our backs, and we have yours. You have my vote. Boycotting anyone who opposes your patriotism. We need #SemST",FAVOR,TARGET,POSITIVE,Favor
20636,Donald Trump,"Would seem to me, if we can ban the Confederate flag we can ban the burning or stomping on Old glory! But that is OK!    #SemST",NONE,OTHER,NEGATIVE,None
20637,Donald Trump,@realDonaldTrump keep it up Mr Trump-when the Dems and Repubs are attacking-you know your doing it right! #MakeAmericaGreatAgain #SemST,FAVOR,TARGET,POSITIVE,Favor
20638,Donald Trump,"RNC Chairman pleads with Trump to tone it down. I say, Ramp-it-up #SemST",FAVOR,TARGET,POSITIVE,Favor
20639,Donald Trump,"@realDonaldTrump Now that you're the leader of the GOP, will you show them what Leadership is? #MakeAmericaGreatAgain #SemST",FAVOR,TARGET,POSITIVE,Favor
20640,Donald Trump,@Reince & GOP You built that  -----> #SemST,NONE,NO ONE,NEITHER,None
20641,Donald Trump,"@realDonaldTrump is just saying what most are thinking, you have to give him credit #Trump4POTUS #SemST",FAVOR,TARGET,POSITIVE,Favor
20642,Donald Trump,"@theblaze American ppl are prolife, anti #Obamacare, pro #bordersecurity pro traditional marriage. Where has that gotten us. #SemST",AGAINST,TARGET,NEGATIVE,Against
20643,Donald Trump,Apparently #Trump values riches so much he can't afford values. #Trumpelstiltskin #SemST,AGAINST,TARGET,NEGATIVE,Against
20644,Donald Trump,@NBCNews @realDonaldTrump or the white house!! #trumpforpresident #SemST,FAVOR,OTHER,POSITIVE,None
20645,Donald Trump,@protectedspeech It's pretty obvious who the real racists are.  #SemST,AGAINST,OTHER,NEGATIVE,None
20646,Donald Trump,"WE Love Mexicans,WE Respect your Work Ethic,Your Love of Family,Your Loyalty,Your FOOD &Your Love Of God! Lets ALL Get JOBS,VOTE #SemST",AGAINST,TARGET,POSITIVE,Against
20647,Donald Trump,I hate it when percent try to out-bitter each other. #UniteBlue #SemST,AGAINST,TARGET,NEGATIVE,Against
20648,Donald Trump,.@DannyZuker   With ONE speech @realDonaldTrump managed to financially screw himself.  Imagine what he can do for us as POTUS! #SemST,AGAINST,TARGET,NEGATIVE,Against
20649,Donald Trump,Mainstream media should not be giving Donald Trump airtime. Focus on real issues. #SemST,AGAINST,TARGET,NEGATIVE,Against
20650,Donald Trump,I wonder if Trump is at the Mexico soccer game in Chicago? I hear he has a lot of supporters there #SemST,AGAINST,TARGET,NEGATIVE,Against
20651,Donald Trump,@realDonaldTrump Just watched you on @FoxNews. You are awesome! You have my vote! #MakeAmericaGreatAgain #SemST,FAVOR,TARGET,POSITIVE,Favor
20652,Donald Trump,Trump is a Non-Establishment candidate.  I like it!  #MakeAmericaGreatAgain #SemST,FAVOR,TARGET,POSITIVE,Favor
20653,Donald Trump,"@Reince @SharonDay @realDonaldTrump @tedcruz @JebBush Wshgton Cartel, incompetent GOP leaders support losers like Romney, McCain! #SemST",AGAINST,TARGET,NEGATIVE,Against
20654,Donald Trump,Politicians are destroying America. We need more people like @realDonaldTrump  to run for office #SemST,FAVOR,TARGET,NEITHER,Favor
20655,Donald Trump,Oh my if Hillary Clinton wins the U.S is going to fall apart #SemST,NONE,OTHER,NEGATIVE,None
20656,Donald Trump,In Oregon 15 yr olds arent allowed to drive but they can have a sex-change operation withOUT parental consent. When will we #SemST,NONE,OTHER,NEGATIVE,None
20657,Donald Trump,So #Memphis will dig up #NathanBedfordForrest but #BillCosby keeps his star on the Hollywood Walk of Fame? #LiberalLogic #SemST,NONE,OTHER,NEGATIVE,None
20658,Donald Trump,"You can ""try"" to take my #ConfederateFlag down & you will successfully fail to do so. #SemST",NONE,OTHER,NEGATIVE,None
20659,Donald Trump,"@BretBaier #CandidateCasino #Trumps the real deal, hand him the wheel, he can drive &make the climb to take #US up the hill. Vote #SemST",FAVOR,TARGET,POSITIVE,Favor
20660,Donald Trump,The Sheriff of #SFO is a total idiot.  #FollowTheLaw #SanctuaryCity #SemST,NONE,OTHER,NEGATIVE,None
20661,Donald Trump,@ouchinagirl @TrumpNY2016 @GOP TRUMP FOR PRESIDENT AS HE DOESN'T MINCE WORDS!!!! #SemST,FAVOR,TARGET,POSITIVE,Favor
20662,Donald Trump,@gpacja @TexanJustin @JebBush @Isikoff @realDonaldTrump you're an awful person. Free speech. I'll pray for you're soul. #SemST,AGAINST,TARGET,NEGATIVE,Against
20663,Donald Trump,Congrats to the @GOP for having @realDonaldTrump in first place amongst its 2016 candidates. #GOP2016 #Jeb2016 #walker2016 #SemST,FAVOR,TARGET,POSITIVE,Favor
20664,Donald Trump,"@realDonaldTrump Sir, i just want you to know that you'll be the greatest President of this Generation!  #SemST",FAVOR,TARGET,POSITIVE,Favor
20665,Donald Trump,Confederate flag removed.  Now what will the racists complain about? #tcot #SemST,NONE,OTHER,NEGATIVE,None
20666,Donald Trump,@realDonaldTrump we need you in office.. Keep doing what your doing. #VoteTrump #MakeAmericaGreatAgain #SemST,FAVOR,TARGET,POSITIVE,Favor
20667,Donald Trump,"@ZekeJMiller @Reince @SharonDay GOP plan to stop Trump? LOL Maybe they can put up loser candidates like Romney, McCain and Jeb! #SemST",FAVOR,TARGET,NEGATIVE,Favor
20668,Donald Trump,@thehill it's called an ad hominem attack & it's used by people who know they can't win on the merits we r onto u congressman #SemST,NONE,OTHER,NEGATIVE,None
20669,Donald Trump,"just want to give a big #shoutout to my #1 man these days, @realDonaldTrump  Get 'er done, big guy!!  #SemST",FAVOR,TARGET,POSITIVE,Favor
20670,Donald Trump,@realDonaldTrump is the only candidate who has the backbone to get our #country back on the #rightpath #SemST,FAVOR,TARGET,POSITIVE,Favor
20671,Donald Trump,And America wants to protest a silly flag but lets pro athletes get away with shit like that #SemST,NONE,OTHER,NEGATIVE,None
20672,Donald Trump,@EmmittSmith22 Who cares about you judging? You run wiith an inflated animal skin for entertainment. More time for brain surgury? #SemST,NONE,OTHER,NEGATIVE,None
20673,Donald Trump,Hey guise. Any recommendation for a good taco place in midtown? #Trump #SemST,NONE,OTHER,NEITHER,None
20674,Donald Trump,@VLActionFund @Reince The same #RNC LOSERS that thought Romney & Palin were good choices needs to be THANKFUL Trump came along  #SemST,FAVOR,TARGET,NEGATIVE,Favor
20675,Donald Trump,I'll believe it when I see it. #BringBackOurUranium #SemST,NONE,OTHER,NEGATIVE,None
20676,Donald Trump,Hillary: -Assad is a reformer -Putin is re-settable -Libya Jihadist are allies -Iran not building Nukes -Strom is right #tcot #SemST,NONE,OTHER,NEGATIVE,None
20677,Donald Trump,Federal funds are cutoff if states dont bend to blood alcohol laws.Why should #sanctuarycities be different? #WhiteGenocide #tcot #SemST,NONE,OTHER,NEGATIVE,None
20678,Donald Trump,"In addition to sanctuary cities, I'm done with Walmart too. #SemST",NONE,OTHER,NEGATIVE,None
20679,Donald Trump,. @realDonaldTrump American was great until you embarrassed us all to death #SemST,AGAINST,TARGET,NEGATIVE,Against
20680,Donald Trump,@ericbolling @FoxNews I'll be there!! Who's on the panel? #SemST,NONE,NO ONE,POSITIVE,None
20681,Donald Trump,@soxsher @Lrihendry @realDonaldTrump  Please make it right again! #SemST,FAVOR,TARGET,POSITIVE,Favor
20682,Donald Trump,"#LGBT are evil monsters that want to ban being straight, molest children, and destroy the family structure! #SDCC #UFC189 #SemST",NONE,OTHER,NEGATIVE,None
20683,Donald Trump,@ericbolling @GeraldoRivera @realDonaldTrump People who think like Geraldo are dangerous for America. #SemST,AGAINST,TARGET,NEGATIVE,Against
20684,Donald Trump,@realDonaldTrump needs to learn when to stop talking. You are making it worse Donald... so much worse. #SemST,AGAINST,TARGET,NEGATIVE,Against
20685,Donald Trump,@CNNPolitics @jaketapper @GovernorPerry @SaraMurray Not enough. #SemST,NONE,OTHER,NEGATIVE,None
20686,Donald Trump,Serious question that came up at dinner--is @realDonaldTrump's craziness just signs of early-onset Alzheimer's? #SemST,AGAINST,TARGET,NEGATIVE,Against
20687,Donald Trump,Jeb - Just how much 'TRUTH' does that $118 million you've raised buy?   America isn't 'BUYING' your #Elite #Establishment crap - #SemST,NONE,OTHER,NEGATIVE,None
20688,Donald Trump,"@KarenMonsour12 Thanks Karen, love this idea! #SemST",NONE,NO ONE,POSITIVE,None
20689,Donald Trump,Guys I'm not feeling well so no #Hannity tweeting for me tonight. Not sure if I'll do #CashinIn in the morning either. Sorry. #SemST,NONE,OTHER,NEGATIVE,None
20690,Donald Trump,@seanhannity Rick Santorum Quit talking like a politician get mad the AMERICAN PEOPLE are MAD as hell #SemST,NONE,OTHER,NEGATIVE,None
20691,Donald Trump,@AnnCoulter @realDonaldTrump The Media will try to discredit him. Democrats and GOP will attack him. America will Stand with him. #SemST,FAVOR,TARGET,NEITHER,Favor
20692,Donald Trump,@majicmahon @seanhannity @RickSantorum Hillary's brand of  experience we do not need! #SemST,NONE,OTHER,NEGATIVE,None
20693,Donald Trump,@moonlightnstars @RichardFLopes @edmontalbans you're right and I didn't vote for Obonzo and not voting for #Hillary #SemST,NONE,OTHER,NEGATIVE,None
20694,Donald Trump,@realDonaldTrump ' It takes great bravery to stand up to your enemies but even more to stand up to your friends' we need you #SemST,FAVOR,TARGET,POSITIVE,Favor
20695,Donald Trump,Pllitical correctness stifles truth in favor of discomfort and fear. Get over yourselves & deal with reality. #SemST,NONE,OTHER,NEGATIVE,None
20696,Donald Trump,Why is it wrong when Trump is stating facts about illegal immigrants??? He is 100% Right #SemST,FAVOR,TARGET,POSITIVE,Favor
20697,Donald Trump,That Time Trump Spent Nearly $100000 On An Ad Criticizin US Foreign Policy In 1987 #america #DonaldJTrump #foreignpolicy #SemST,AGAINST,TARGET,NEGATIVE,Against
20698,Donald Trump,RT veriphile: FF #Patriot --> Phil1863.  Thanks for following back!!  #Truth #Liberty #Justice #ProLife #ProIsrael #2A #Rise... #SemST,NONE,NO ONE,POSITIVE,None
20699,Donald Trump,"@gerfingerpoken2 @BeagleGuy13  I think it was the ""Black lives don't matter to Black lives Flag #SemST",NONE,OTHER,NEGATIVE,None
20700,Donald Trump,@luzcarolinarov @damian_becker Right-wing idiots in the US are capable of anything. Including voting for extreme racist #SemST,AGAINST,TARGET,NEGATIVE,Against
20701,Donald Trump,Watching what Donald Trump said about Mexicans was shocking! Let's not give this appalling man a platform. #SemST,AGAINST,TARGET,NEGATIVE,Against
20702,Donald Trump,"They blew up the trade centers to cover their destructive trails, and paved the way for more death, war, and mind control. #SemST",NONE,OTHER,NEGATIVE,None
20703,Donald Trump,@realDonaldTrump we all want you as the next president !! You tell it has it is and not as a spineless politician! #SemST,FAVOR,TARGET,POSITIVE,Favor
20704,Donald Trump,@RSherman_25 Join Twitter Trump brigade #onethousandtweets to support message #MakeAmericaGreatAgain @realDonaldTrump #SemST,FAVOR,TARGET,POSITIVE,Favor
20705,Donald Trump,@JoeyBats19 Join Twitter Trump brigade #onethousandtweets to support message #MakeAmericaGreatAgain @realDonaldTrump #SemST,FAVOR,TARGET,POSITIVE,Favor
20706,Donald Trump,Trump's outlandish statements is political strategy. No one can be that stupid. #GOP #Strategy #SemST,AGAINST,TARGET,NEGATIVE,Against
20707,Donald Trump,"@RMConservative @DagnyRed ,P.C. is out of control,stop being offended ,we are a country of free thinkers,#1A #SemST",NONE,OTHER,NEGATIVE,None
